web-scraper-order,web-scraper-start-url,pages,pages-href,articles,articles-href,title,subtitle,author,date,content
"1571522396-539","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Faced With Impeachment, Trump Fuels Chaos With Erratic Decisions","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMADwpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdonald-trump-impeachment-chaos-decisions_n_5dab58cee4b0422422c5d6ae/RK=2/RS=PBbEL2Vxi5_M0GfAZgPovmQRPoQ-","Faced With Impeachment, Trump Fuels Chaos With Erratic Decisions","In the four weeks since Nancy Pelosi launched the investigation, Trump has taken steps that have drawn more criticism, not less.","","10/19/2019 02:51 pm ET","Already saddled by low approval ratings, he could face reelection with the dubious distinction of being just the third American president ever impeached. Though conviction and removal from office by the Republican-controlled Senate seems virtually impossible, Trump’s handling of the coming weeks could linger with some of the voters he needs to hold in order to win in 2020."
"1571522385-490","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Why This Nebraska Democrat Thinks She Can Get Elected In Trump Country","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMAEwpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fkate-bolz-jeff-fortenberry-nebraska_n_5da4b5e6e4b080c90e3cfcea/RK=2/RS=KbQPqR6PrlZsauzgagslZsQYqys-","Why This Nebraska Democrat Thinks She Can Get Elected In Trump Country","State Sen. Kate Bolz’s congressional district has been held by Republicans since 1964. She wants to change that in 2020.","Jenavieve Hatch","10/19/2019 05:30 am ET",""
"1571522391-530","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Justin Amash Claims 'Hillary Clinton Is A Donald Trump Asset'","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMAEQpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fjustin-amash-hillary-clinton-attack-on-tulsi-gabbard-russia-donald-trump_n_5dab0efbe4b0422422c5805a/RK=2/RS=MR6kcaza1keXnxTYOjp7yK.sIko-","Justin Amash Claims ‘Hillary Clinton Is A Donald Trump Asset’","The Michigan congressman rebuked Clinton’s suggestion that Tulsi Gabbard is a Russian asset, warning it helps Trump.","","10/19/2019 10:48 am ET","Stein’s condemnation was soon followed by a spate of tweets from Gabbard, who slammed Clinton as “the queen of warmongers, embodiment of corruption, and personification of the rot that has sickened the Democratic Party for so long,” employing lines that have been used by Trump."
"1571522364-459","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Shifting Explanation For Withholding Ukraine Aid Begins Drawing GOP Alarm","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMAGwpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fukraine-gop-alarm-shifting-explanation_n_5daa4214e4b08cfcc31b782b/RK=2/RS=XABmnqeSJXY556LsZPQZHARvRM0-","Shifting Explanation For Withholding Ukraine Aid Begins Drawing GOP Alarm","Gov. Kasich, Rep Rooney and other Republicans have started showing signs of discomfort with the Trump administration’s changing defense in light of the impeachment inquiry.","","10/18/2019 07:05 pm ET","Speaker Nancy Pelosi has given no timeline for conclusion but wants the inquiry completed “expeditiously.” She said Thursday that facts of the investigation will determine next steps."
"1571522391-525","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Justin Amash Claims 'Hillary Clinton Is A Donald Trump Asset'","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMAEQpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fjustin-amash-hillary-clinton-attack-on-tulsi-gabbard-russia-donald-trump_n_5dab0efbe4b0422422c5805a/RK=2/RS=MR6kcaza1keXnxTYOjp7yK.sIko-","Justin Amash Claims ‘Hillary Clinton Is A Donald Trump Asset’","The Michigan congressman rebuked Clinton’s suggestion that Tulsi Gabbard is a Russian asset, warning it helps Trump.","","10/19/2019 10:48 am ET","Clinton, the 2016 Democratic presidential nominee, later seemed to use that same message in her interview."
"1571522358-424","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Any Federal Employee Giving Himself A Contract Could Be In Jail – But Not Trump","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMAHQpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-doral-contract-illegal_n_5daa38b0e4b0422422c4e3cc/RK=2/RS=I4yIufQuUU2x1wwlANlZIXTy02g-","Any Other Federal Employee Giving Himself A Contract Could Be In Jail – But Not Trump","Awarding himself the multimillion-dollar G-7 contract clearly violates federal law, former prosecutors say, but Trump can’t be prosecuted as president.","","10/18/2019 07:50 pm ET","A federal law prohibits any executive branch “officer or employee” from seeking any “ruling or other determination, contract, claim, controversy, charge, accusation, arrest, or other particular matter” in which he holds a “financial interest.” If that action is done willfully, it is punishable by up to five years in prison."
"1571522396-542","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Faced With Impeachment, Trump Fuels Chaos With Erratic Decisions","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMADwpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdonald-trump-impeachment-chaos-decisions_n_5dab58cee4b0422422c5d6ae/RK=2/RS=PBbEL2Vxi5_M0GfAZgPovmQRPoQ-","Faced With Impeachment, Trump Fuels Chaos With Erratic Decisions","In the four weeks since Nancy Pelosi launched the investigation, Trump has taken steps that have drawn more criticism, not less.","","10/19/2019 02:51 pm ET","There are some signs that Trump’s words and actions are being received differently, both in Washington and across the country, from other points in his presidency."
"1571522358-433","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Any Federal Employee Giving Himself A Contract Could Be In Jail – But Not Trump","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMAHQpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-doral-contract-illegal_n_5daa38b0e4b0422422c4e3cc/RK=2/RS=I4yIufQuUU2x1wwlANlZIXTy02g-","Any Other Federal Employee Giving Himself A Contract Could Be In Jail – But Not Trump","Awarding himself the multimillion-dollar G-7 contract clearly violates federal law, former prosecutors say, but Trump can’t be prosecuted as president.","","10/18/2019 07:50 pm ET","Despite this, Trump is not likely to be charged for giving himself the contract."
"1571522358-430","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Any Federal Employee Giving Himself A Contract Could Be In Jail – But Not Trump","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMAHQpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-doral-contract-illegal_n_5daa38b0e4b0422422c4e3cc/RK=2/RS=I4yIufQuUU2x1wwlANlZIXTy02g-","Any Other Federal Employee Giving Himself A Contract Could Be In Jail – But Not Trump","Awarding himself the multimillion-dollar G-7 contract clearly violates federal law, former prosecutors say, but Trump can’t be prosecuted as president.","","10/18/2019 07:50 pm ET","Indeed, Mulvaney revealed for the first time Thursday that it was Trump himself — not the city of Doral, Florida; not the golf course; not the Trump Organization — who first put his resort on the list of sites to be considered. “We were back in the dining room and I was going over it with a couple of our advance team. We had the list, and he goes, ‘What about Doral?’ And it was like, ‘That’s not the craziest idea. It makes perfect sense,’” Mulvaney said."
"1571522396-550","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Faced With Impeachment, Trump Fuels Chaos With Erratic Decisions","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMADwpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdonald-trump-impeachment-chaos-decisions_n_5dab58cee4b0422422c5d6ae/RK=2/RS=PBbEL2Vxi5_M0GfAZgPovmQRPoQ-","Faced With Impeachment, Trump Fuels Chaos With Erratic Decisions","In the four weeks since Nancy Pelosi launched the investigation, Trump has taken steps that have drawn more criticism, not less.","","10/19/2019 02:51 pm ET","And Mulvaney opened his news conference by announcing another controversial decision: Trump plans to host world leaders next year at his golf resort near Miami, putting him in position to personally profit from his office. Some Republicans found the move difficult to defend as well."
"1571522358-444","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Any Federal Employee Giving Himself A Contract Could Be In Jail – But Not Trump","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMAHQpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-doral-contract-illegal_n_5daa38b0e4b0422422c4e3cc/RK=2/RS=I4yIufQuUU2x1wwlANlZIXTy02g-","Any Other Federal Employee Giving Himself A Contract Could Be In Jail – But Not Trump","Awarding himself the multimillion-dollar G-7 contract clearly violates federal law, former prosecutors say, but Trump can’t be prosecuted as president.","","10/18/2019 07:50 pm ET","Perry said that raises red flags. “If this was anything other than a no-bid contract steered by the president or the White House to the president, it is hard to imagine why Mulvaney refuses to disclose the details,” she said."
"1571522353-413","https://search.huffpost.com/search;_ylc=X3IDMgRncHJpZANNWTdtMmpHWVFVbXRodlBwb1ZzaGZBBG5fc3VnZwMxMARwb3MDMARwcXN0cgMEcHFzdHJsAzAEcXN0cmwDMTIEcXVlcnkDZG9uYWxkJTIwdHJ1bXAEdF9zdG1wAzE1NzE1MjIzMzI-?utf8=%E2%9C%93&p=donald+trump&fr=huffpost","","","Trump Campaign Makes Mulvaney's Quid Pro Quo Admission Into A T-Shirt","https://search.huffpost.com/click/_ylt=Awr4xJMoh6tdFCMAHwpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551144/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-mick-mulvaney-get-over-it-t-shirt_n_5daa0f07e4b0422422c4966d/RK=2/RS=2r25egTdoAcgZwYYsgTWNifj.MQ-","Trump Campaign Makes Mulvaney’s Quid Pro Quo Admission Into A T-Shirt","For $30, you can “get over it,” too.","","10/18/2019 04:31 pm ET","After Mulvaney said that “what happened in 2016 certainly was part of the thing that [Trump] was worried about in corruption” in Ukraine, ABC News correspondent Jonathan Karl pointed out that Mulvaney was outlining a quid pro quo."
