web-scraper-order,web-scraper-start-url,pages,pages-href,articles,articles-href,title,subtitle,author,date,content
"1571522709-689","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","12 Democratic Front-Runners Brace For Ohio Debate","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8AShlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2f12-democratic-front-runners-brace-for-ohio-debate_n_5da63606e4b002e33e767328/RK=2/RS=ltSI2BKJVt9ejFSdtJ_4S9p8c0Q-","12 Democratic Front-Runners Brace For Ohio Debate","The debate marks the first time the candidates meet since the House moved forward with the Trump impeachment inquiry.","","10/15/2019 05:15 pm ET","“I’m not pushing Medicare for All whether you want it or not,” says the 37-year-old mayor — the kind of critique Warren may face more of on the debate stage."
"1571522736-763","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Sanders, Warren Blast Joe Biden In First Major Clash Of Front-Runners","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8AQhlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-elizabeth-warren-joe-biden-clash-ohio-debate-2020-democratic-presidential-primary_n_5da68b0de4b002e33e76ee03/RK=2/RS=kEu0gF9wqhe_sBmpld.8i6FcDjc-","Sanders, Warren Blast Joe Biden In First Major Clash Of Front-Runners","The two progressive candidates tried to poke holes in the former vice president’s self-styled image as a pragmatist at the Democratic presidential debate.","","10/15/2019 11:43 pm ET","More than two-thirds of the way into the Democratic presidential debate on Tuesday night, former Vice President Joe Biden took a casual swipe at his rivals without specifying whom he was speaking about exactly."
"1571522709-678","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","12 Democratic Front-Runners Brace For Ohio Debate","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8AShlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2f12-democratic-front-runners-brace-for-ohio-debate_n_5da63606e4b002e33e767328/RK=2/RS=ltSI2BKJVt9ejFSdtJ_4S9p8c0Q-","12 Democratic Front-Runners Brace For Ohio Debate","The debate marks the first time the candidates meet since the House moved forward with the Trump impeachment inquiry.","","10/15/2019 05:15 pm ET","Republicans, meanwhile, have raised questions about whether Warren, 70, was actually forced from her teaching job because of a pregnancy nearly a half century ago, a claim that has become a core part of her personal message. Critics have pointed to past speeches and documents that suggest she left on her own. Warren is standing by her story."
"1571522695-654","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9DuyGiKtdfx8AWBlsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","","","","","","",""
"1571522736-766","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Sanders, Warren Blast Joe Biden In First Major Clash Of Front-Runners","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8AQhlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-elizabeth-warren-joe-biden-clash-ohio-debate-2020-democratic-presidential-primary_n_5da68b0de4b002e33e76ee03/RK=2/RS=kEu0gF9wqhe_sBmpld.8i6FcDjc-","Sanders, Warren Blast Joe Biden In First Major Clash Of Front-Runners","The two progressive candidates tried to poke holes in the former vice president’s self-styled image as a pragmatist at the Democratic presidential debate.","","10/15/2019 11:43 pm ET","What happened next was the most direct and contentious exchange among the three candidates ― the septuagenarian trio leading in the public polls ― thus far in the primary. Sanders and Warren both took Biden to task for what they argued were either policy mistakes that hurt ordinary people or exaggerations of his role in the passage of positive reforms."
"1571522752-806","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Gordon Sondland’s Testimony About The Trump-Ukraine Scandal Defies Belief","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8APBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fsondland-ukraine-trump-giuliani_n_5da8ca57e4b034f1d69f7557/RK=2/RS=qnFLDXYPk_Fm1rBkFRai4Ia8mlI-","Gordon Sondland’s Testimony About The Trump-Ukraine Scandal Defies Belief","The ambassador claims he didn’t know Donald Trump was targeting Joe Biden in Ukraine — but the evidence was on front pages for months.","","10/17/2019 06:05 pm ET","Beyond the media coverage, Trump’s most vocal supporters and advisers had made Biden and Ukraine a frequent talking point. Trump 2020 communications director Tim Murtaugh, senior adviser Katrina Pierson and rapid response director Andrew Clark all tweeted about the accusations against Biden, as did various other conservative figures and far-right activists."
"1571522709-667","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","12 Democratic Front-Runners Brace For Ohio Debate","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8AShlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2f12-democratic-front-runners-brace-for-ohio-debate_n_5da63606e4b002e33e767328/RK=2/RS=ltSI2BKJVt9ejFSdtJ_4S9p8c0Q-","12 Democratic Front-Runners Brace For Ohio Debate","The debate marks the first time the candidates meet since the House moved forward with the Trump impeachment inquiry.","","10/15/2019 05:15 pm ET","Former Vice President Joe Biden has been at the top of the crowded field for months but will have to answer persistent though baseless allegations by Republican President Donald Trump of overseas wrongdoing. Massachusetts Sen. Elizabeth Warren has climbed to co-front runner but faces new questions about her biography. And Sen. Bernie Sanders of Vermont is out to prove he has the stamina for hours on stage, less than two weeks after a heart attack forced him to temporarily suspend campaigning."
"1571522715-710","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Rich And Famous Kids Of Rich And Famous Politicians Are Appalled By Hunter Biden","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8ASBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ffamous-kids-politicians-hunter-biden_n_5da61504e4b002e33e76306f/RK=2/RS=eUqVoCnhyiOKZE.xXTUm.h5GDQk-","Rich And Famous Kids Of Rich And Famous Politicians Are Appalled By Hunter Biden","Nepotism! Well, I never.","","10/15/2019 04:22 pm ET","There’s not much more that can be said about the absurdity of this outrage."
"1571522715-706","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Rich And Famous Kids Of Rich And Famous Politicians Are Appalled By Hunter Biden","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8ASBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ffamous-kids-politicians-hunter-biden_n_5da61504e4b002e33e76306f/RK=2/RS=eUqVoCnhyiOKZE.xXTUm.h5GDQk-","Rich And Famous Kids Of Rich And Famous Politicians Are Appalled By Hunter Biden","Nepotism! Well, I never.","","10/15/2019 04:22 pm ET","On “The View” Tuesday, Meghan McCain and Abby Huntsman did not feign indignation over Hunter Biden like McDaniel and Paul, but they did debate whether his interview on ABC helped his father’s presidential campaign."
"1571522703-657","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Biden Dodges Question About Son’s Ukraine Work, Talks About Trump And George Washington","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8ATBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fjoe-biden-debate-hunter-biden-ukraine_n_5da66ef2e4b002e33e76bfd4/RK=2/RS=yrpRikZW64KfSzwJFoKrDf3MICU-","Biden Dodges Question About Son’s Ukraine Work, Talks About Trump And George Washington","The former vice president responded during the Democratic debate that he was “proud” of his son Hunter’s judgment.","","10/15/2019 09:30 pm ET","During Tuesday’s Democratic presidential primary debate, candidate Joe Biden was asked if it was a mistake for his son Hunter Biden to sit on the board of a Ukrainian gas company while Biden was the vice president and working on Ukrainian corruption issues. Biden dodged the question: He insisted he and his son did “nothing wrong,” that he was “proud” of his son’s judgment, that people should really be focused on President Donald Trump’s corruption, and something about George Washington."
"1571522752-800","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Gordon Sondland’s Testimony About The Trump-Ukraine Scandal Defies Belief","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8APBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fsondland-ukraine-trump-giuliani_n_5da8ca57e4b034f1d69f7557/RK=2/RS=qnFLDXYPk_Fm1rBkFRai4Ia8mlI-","Gordon Sondland’s Testimony About The Trump-Ukraine Scandal Defies Belief","The ambassador claims he didn’t know Donald Trump was targeting Joe Biden in Ukraine — but the evidence was on front pages for months.","","10/17/2019 06:05 pm ET","But it shouldn’t have been hard for Sondland to guess Trump and Giuliani’s interest in Ukraine: Giuliani openly told The New York Times on May 9 that he was traveling to Kyiv to push for an investigation into Biden and Burisma. Giuliani was then forced to cancel his trip amid a public backlash and allegations he was seeking to influence the 2020 election. He blamed the cancellation on “enemies of the president” he claimed were in the current Ukrainian administration."
"1571522752-807","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Gordon Sondland’s Testimony About The Trump-Ukraine Scandal Defies Belief","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8APBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fsondland-ukraine-trump-giuliani_n_5da8ca57e4b034f1d69f7557/RK=2/RS=qnFLDXYPk_Fm1rBkFRai4Ia8mlI-","Gordon Sondland’s Testimony About The Trump-Ukraine Scandal Defies Belief","The ambassador claims he didn’t know Donald Trump was targeting Joe Biden in Ukraine — but the evidence was on front pages for months.","","10/17/2019 06:05 pm ET","Despite the wealth of information on Ukraine, the Bidens, and Guiliani’s rabid pursuit of conspiracy theories related to them, Sondland supposedly missed this entire part of the Trump administration’s efforts. He even told Congress that although Giuliani directly mentioned Burisma to him in August, the company’s name didn’t stand out as worth noticing."
"1571522715-692","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Rich And Famous Kids Of Rich And Famous Politicians Are Appalled By Hunter Biden","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8ASBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ffamous-kids-politicians-hunter-biden_n_5da61504e4b002e33e76306f/RK=2/RS=eUqVoCnhyiOKZE.xXTUm.h5GDQk-","Rich And Famous Kids Of Rich And Famous Politicians Are Appalled By Hunter Biden","Nepotism! Well, I never.","Amanda Terkel","10/15/2019 04:22 pm ET",""
"1571522731-757","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","5 Takeaways From Tuesday's Democratic Debate: The Elizabeth Warren Pile-On","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8ARBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-2020-takeaways_n_5da6726be4b02253a2fa255f/RK=2/RS=C.NjgznyaB2yOeO6FXirHXVAu20-","5 Takeaways From Tuesday’s Democratic Debate: The Elizabeth Warren Pile-On","The other presidential candidates welcomed Warren as the new front-runner by criticizing her rhetoric and proposals.","","10/16/2019 12:18 am ET","“You know what else you got done? You got the disastrous war in Iraq done. You got a bankruptcy bill that’s hurting middle-class Americans all over the country,” Sanders retorted, referring to positions Biden took as a senator from Delaware."
"1571522752-803","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Gordon Sondland’s Testimony About The Trump-Ukraine Scandal Defies Belief","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8APBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fsondland-ukraine-trump-giuliani_n_5da8ca57e4b034f1d69f7557/RK=2/RS=qnFLDXYPk_Fm1rBkFRai4Ia8mlI-","Gordon Sondland’s Testimony About The Trump-Ukraine Scandal Defies Belief","The ambassador claims he didn’t know Donald Trump was targeting Joe Biden in Ukraine — but the evidence was on front pages for months.","","10/17/2019 06:05 pm ET","Allegations that Biden had sought to quash an investigation into Burisma had been swirling around conservative media for months after John Solomon, an opinion columnist for The Hill, promoted a series of dubious and poorly fact-checked claims from a former Ukrainian prosecutor. His piece on Biden was shared over 37,000 times and prompted far-right outlets such as The Gateway Pundit to run with the story in multiple follow-up articles."
"1571522741-785","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Joe Biden Tells Trump: ‘Release Your Tax Returns Or Shut Up’","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8AQBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fjoe-biden-donald-trump-tax-returns_n_5da79655e4b0b5c9be48ab22/RK=2/RS=pZpjmnyRxjwtFP7T5hI_zc_xqGA-","Joe Biden Tells Trump: ‘Release Your Tax Returns Or Shut Up’","The former vice president and 2020 candidate accused the president of “running the most corrupt government in the history of the United States of America.”","","10/16/2019 07:09 pm ET","Biden then addressed the president directly:"
"1571522715-711","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","Rich And Famous Kids Of Rich And Famous Politicians Are Appalled By Hunter Biden","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8ASBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ffamous-kids-politicians-hunter-biden_n_5da61504e4b002e33e76306f/RK=2/RS=eUqVoCnhyiOKZE.xXTUm.h5GDQk-","Rich And Famous Kids Of Rich And Famous Politicians Are Appalled By Hunter Biden","Nepotism! Well, I never.","","10/15/2019 04:22 pm ET","And for the record (because I know I will get emails and messages about this), I am not ― at least in any way I can tell ― related to the writer Studs Terkel."
"1571522695-653","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9DuyGiKtdfx8AVxlsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","","","","","","",""
"1571522731-734","https://search.huffpost.com/search;_ylt=Awr9KRG2h6tdNjAAdqtsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0ZVUmZtdExlUU42LlNlRmp2MjFncEEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1MjI2ODY-?p=joe+biden&fr2=sb-top&fr=huffpost","","","5 Takeaways From Tuesday's Democratic Debate: The Elizabeth Warren Pile-On","https://search.huffpost.com/click/_ylt=Awr9DuyGiKtdfx8ARBlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571551494/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-2020-takeaways_n_5da6726be4b02253a2fa255f/RK=2/RS=C.NjgznyaB2yOeO6FXirHXVAu20-","5 Takeaways From Tuesday’s Democratic Debate: The Elizabeth Warren Pile-On","The other presidential candidates welcomed Warren as the new front-runner by criticizing her rhetoric and proposals.","","10/16/2019 12:18 am ET","Klobuchar quickly piled on: “I’m sorry, Elizabeth, but ... the difference between a plan and a pipe dream is something that you can actually get done.”"
