web-scraper-order,web-scraper-start-url,pages,pages-href,title,articles,articles-href,subtitle,author,date,content
"1571529775-8752","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAt.hsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Facebook Refuses To Pull Trump Campaign Ad That Falsely Accuses Biden Of Corruption","Facebook Refuses To Pull Trump Campaign Ad That Falsely Accuses Biden Of Corruption","https://search.huffpost.com/click/_ylt=AwrS_AgipKtdORUAdhFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558563/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ffacebook-trump-campaign-biden-ad_n_5d9d7f76e4b02c9da040f73b/RK=2/RS=8s8tML48Kvopkw47t.ofmeaAbzU-","Joe Biden has slammed Facebook for allowing the spread of an “objectively false” ad. The clip has already been viewed on Facebook millions of times.","Dominique Mosbergen","10/09/2019 05:29 am ET",""
"1571529809-9197","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Read Live Updates From The 4th Democratic Presidential Debate","Read Live Updates From The 4th Democratic Presidential Debate","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AfNNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-cnn-new-york-times_n_5da60d95e4b062bdcb19cd92/RK=2/RS=wfRMa3.Chv541yR7C0Y88FeAgsM-","Twelve candidates face off in the largest presidential primary debate in American history.","","10/15/2019 07:06 pm ET","8:06 p.m. ET"
"1571529814-9218","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Hunter Biden Says He Did Nothing ‘Improper’ In Ukraine, China Work","Hunter Biden Says He Did Nothing 'Improper' In Ukraine, China Work","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AeNNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fhunter-biden-interview_n_5da5a769e4b01c76560cc9cb/RK=2/RS=DSpf5UftiUKNXk_y50SNYNJ55uE-","Joe Biden’s son said he exercised “poor judgment,” however, by getting involved in something he compared to a “swamp.”","","10/15/2019 07:35 am ET","Biden told ABC News, in an interview that aired on Tuesday, that he never made a mistake “based on some ethical lapse,” but acknowledged he exercised “poor judgment” by getting involved in something he compared to a “swamp.”"
"1571529757-8650","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuOhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Habitually Dishonest Trump Pushes His Biggest Lie Yet About The Democrat He Fears Most","Habitually Dishonest Trump Pushes His Biggest Lie Yet About The Democrat He Fears Most","https://search.huffpost.com/click/_ylt=Awr9CKkIpKtdNQYAd4FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558536/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftrump-biden-big-lie_n_5d9cf04ee4b06ddfc50fdff9/RK=2/RS=Ozq2a77z7LEJOnaNIbTNWhwx6AI-","Trump’s accusations against Joe Biden turn reality on its head. Biden’s Ukraine efforts were more likely to hurt his son’s company, not help it.","","10/08/2019 06:48 pm ET","Not only does his elder daughter, son-in-law and two adult sons continue to benefit financially from Trump’s presidency, but Trump himself continues to benefit from projects in countries affected by decisions he makes as president."
"1571529764-8696","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuOhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Biden Campaign Skewers New York Times For Helping Trump Spread Debunked Conspiracy","Biden Campaign Skewers New York Times For Helping Trump Spread Debunked Conspiracy","https://search.huffpost.com/click/_ylt=Awr9CKkIpKtdNQYAcYFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558536/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbiden-new-york-times-conspiracy-theory-debunked-ukraine_n_5d9ebe15e4b02c9da0441876/RK=2/RS=mUfmaQfrOed7OTyK0QeYpQNHBK8-","The Times was criticized for prioritizing “sensationalism” over “truth” in its spread of a “baseless conspiracy theory” about Biden and Ukraine.","","10/10/2019 06:00 am ET","The dissemination of “objectively false information to influence public opinion poisons the public discourse and chips away at our democracy,” Biden campaign spokesman TJ Ducklo said in a statement about the ad to CNN."
"1571529773-8739","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAt.hsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Mike Pence Won’t Say If He Knew Ukraine Aid Was Tied To Biden Probe","Mike Pence Won't Say If He Knew Ukraine Aid Was Tied To Biden Probe","https://search.huffpost.com/click/_ylt=AwrS_AgipKtdORUAeBFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558563/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fmike-pence-ukraine-joe-biden-investigation-trump_n_5d9f6785e4b087efdbaa7a90/RK=2/RS=CDC3UICM9tMkRkRaBpNVY3hTI2Y-","The vice president dodged the question four times in a row. Not a good look, man!","","10/10/2019 03:12 pm ET","Q: But within the administration, were you ever aware, within the administration?"
"1571529809-9168","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Read Live Updates From The 4th Democratic Presidential Debate","Read Live Updates From The 4th Democratic Presidential Debate","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AfNNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-cnn-new-york-times_n_5da60d95e4b062bdcb19cd92/RK=2/RS=wfRMa3.Chv541yR7C0Y88FeAgsM-","Twelve candidates face off in the largest presidential primary debate in American history.","","10/15/2019 07:06 pm ET","8:19 p.m. ET"
"1571529753-8607","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuOhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Republicans Signed Letter Supporting The Ukraine Reforms Biden Was Pushing","Republicans Signed Letter Supporting The Ukraine Reforms Biden Was Pushing","https://search.huffpost.com/click/_ylt=Awr9CKkIpKtdNQYAeYFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558536/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fjoe-biden-republican-support-letter-ukraine_n_5d960e2ee4b0da7f6622ccc5/RK=2/RS=RZFT14oeB8eLiYytxhqYAfUESqE-","A 2016 letter expressing bipartisan support for “urgent reforms” within Ukraine’s prosecutor general’s office appears to undermine Trump’s claims.","","10/03/2019 01:55 pm ET","Trump’s obsession with Biden’s dealings with Ukraine resulted in a whistleblower complaint filed in August by a U.S. intelligence official that alleges Trump repeatedly pressured Ukrainian President Volodymyr Zelensky to investigate Biden and may have withheld military aid as leverage."
"1571529771-8723","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAt.hsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Giuliani Associates Who Targeted Biden Arrested On Campaign Finance Charges","Giuliani Associates Who Targeted Biden Arrested On Campaign Finance Charges","https://search.huffpost.com/click/_ylt=AwrS_AgipKtdORUAehFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558563/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2flev-parnas-igor-fruman-giuliani-trump_n_5d9f32f1e4b02c9da045a4c2/RK=2/RS=DF3zNIFiTqcvdE_eic9QOPjkhiM-","Lev Parnas and Igor Fruman, who helped Giuliani investigate Joe Biden, donated to Donald Trump’s presidential campaign.","","10/10/2019 09:47 am ET","A $325,000 donation to the pro-Trump super PAC America First Action was made in the name of Global Energy Producers LLC, a shell corporation purporting to be engaged in the liquified natural gas business, according to the indictment."
"1571529784-8807","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAt.hsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Trump Impeachment Crisis Tees Democratic Candidates Up For Chaotic Fall","Trump Impeachment Crisis Tees Democratic Candidates Up For Chaotic Fall","https://search.huffpost.com/click/_ylt=AwrS_AgipKtdORUAcBFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558563/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-candidates-impeachment-trump-chaotic-fall_n_5da1c6b8e4b02c9da04b114d/RK=2/RS=_UjtRgOygCxkt8g_D9qRkb5Fae4-","The Democratic presidential race had largely been static through the summer.","","10/12/2019 08:47 am ET","The confidence Sanders’ campaign felt last week after announcing a $25.3 million haul in the third quarter — the highest in the race — was lessened after the 78-year-old senator suffered a heart attack. He told reporters this week that he planned to scale back his campaign, then said he had misspoken. He’ll return to the campaign on Tuesday for a debate in Ohio."
"1571529809-9188","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Read Live Updates From The 4th Democratic Presidential Debate","Read Live Updates From The 4th Democratic Presidential Debate","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AfNNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-cnn-new-york-times_n_5da60d95e4b062bdcb19cd92/RK=2/RS=wfRMa3.Chv541yR7C0Y88FeAgsM-","Twelve candidates face off in the largest presidential primary debate in American history.","","10/15/2019 07:06 pm ET","Harris says Trump has “committed crimes in plain sight.”"
"1571529809-8986","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Read Live Updates From The 4th Democratic Presidential Debate","Read Live Updates From The 4th Democratic Presidential Debate","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AfNNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-cnn-new-york-times_n_5da60d95e4b062bdcb19cd92/RK=2/RS=wfRMa3.Chv541yR7C0Y88FeAgsM-","Twelve candidates face off in the largest presidential primary debate in American history.","","10/15/2019 07:06 pm ET","She caused a stir last week after being spotted palling around with former President George W. Bush at an NFL game. She was criticized for joking with Bush, and then fiercely defended her friendship with him on her show."
"1571529789-8847","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAt.hsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Ted Cruz: ‘Of Course Not’ Appropriate For Trump To Ask China To Investigate Biden","Ted Cruz: 'Of Course Not' Appropriate For Trump To Ask China To Investigate Biden","https://search.huffpost.com/click/_ylt=AwrS_AgipKtdORUAbBFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558563/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fted-cruz-denounces-trump-china-biden_n_5da364aee4b06ddfc51bf005/RK=2/RS=mR5ykUmb9119kiI6oN7CXIklCrM-","“Foreign countries should stay out of American elections,” the Republican senator said.","","10/13/2019 02:53 pm ET","“Elections in the U.S. should be decided by Americans and it’s not the business of foreign countries ― any foreign countries ― to be interfering in our elections,” he said."
"1571529743-8554","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuOhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Ukraine Reviews Cases Involving Owner Of Company That Employed Biden Son","Ukraine Reviews Cases Involving Owner Of Company That Employed Biden Son","https://search.huffpost.com/click/_ylt=Awr9CKkIpKtdNQYAgYFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558536/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fukraine-cases-burisma-hunter-biden_n_5d97353fe4b0f5bf79731a4f/RK=2/RS=kgG.Qz3ZJ5nxKWDfeyTDkh3jmHU-","There has been no evidence of wrongdoing by either former Vice President Joe Biden or his son.","","10/04/2019 08:08 am ET","Ryaboshapka was mentioned in the July 25 call between Trump and Ukrainian President Volodymyr Zelenskiy, who assured Trump that Ryaboshapka was “his man” and that he would resume investigations into Burisma."
"1571529809-9156","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAtuhsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Read Live Updates From The 4th Democratic Presidential Debate","Read Live Updates From The 4th Democratic Presidential Debate","https://search.huffpost.com/click/_ylt=Awr9IlU7pKtdem0AfNNsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558588/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdemocratic-debate-cnn-new-york-times_n_5da60d95e4b062bdcb19cd92/RK=2/RS=wfRMa3.Chv541yR7C0Y88FeAgsM-","Twelve candidates face off in the largest presidential primary debate in American history.","","10/15/2019 07:06 pm ET","Sanders hits back amid a fierce debate on stage on “Medicare for All”: “As somebody who wrote the damn bill … premiums are gone, co-payments are gone, deductibles are gone. ... The overwhelming majority of people will save money on their health care bills.” He also adds that “it is appropriate to acknowledge that taxes will go up.”"
"1571529732-8488","https://search.huffpost.com/search;_ylt=AwrgEancoqtdjRYAqKdsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA1JzYjdyeEVTU2pLZktfM3liVGt0MUEEbl9yc2x0AzAEbl9zdWdnAzgEb3JpZ2luA3NlYXJjaC5odWZmcG9zdC5jb20EcG9zAzAEcHFzdHIDBHBxc3RybAMwBHFzdHJsAzkEcXVlcnkDam9lJTIwYmlkZW4EdF9zdG1wAzE1NzE1Mjk3MDE-?p=joe+biden&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9Il_qo6tdjHgAuehsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=joe+biden&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Biden Raised More Than $15 Million In Third Quarter, Campaign Says","Biden Raised More Than $15 Million In Third Quarter, Campaign Says","https://search.huffpost.com/click/_ylt=Awr47a_so6tdaBQAN7ZsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571558509/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fjoe-biden-raises-15-million-q3_n_5d96736be4b0da7f6623e344/RK=2/RS=vF0L06aXevMMHgMAXxYB9k.79nQ-","The former VP’s team said the numbers indicate Biden’s staying power, but the Q3 figures fell short of Bernie Sanders’ and Pete Buttigieg’s totals.","","10/03/2019 07:26 pm ET","Former Vice President Joe Biden raised $15.2 million over the last three months, his campaign announced on Thursday."
