web-scraper-order,web-scraper-start-url,pages,pages-href,title,articles,articles-href,subtitle,author,date,content
"1571531280-11941","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArzpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Friday’s Morning Email: Inside The Voucher Schools Championed By Betsy DeVos","Friday's Morning Email: Inside The Voucher Schools Championed By Betsy DeVos","https://search.huffpost.com/click/_ylt=Awr9DtD0qatdfogA2.FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560053/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ffridays-morning-email-inside-the-voucher-schools-championed-by-betsy-devos_n_5a2a81e8e4b0a290f04ff594/RK=2/RS=OmssExa0OvXXsrDH1j.a1bBYF64-","And bankrolled by taxpayer money.","","12/08/2017 07:30 am ET","(And want to get The Morning Email each weekday? Sign up here.)"
"1571531218-11572","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsTpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","How Betsy DeVos Became The Most Hated Cabinet Secretary","How Betsy DeVos Became The Most Hated Cabinet Secretary","https://search.huffpost.com/click/_ylt=Awr9CWvAqatdyVcAG9FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560001/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-most-hated-secretary_n_59ee3d3be4b003385ac13c9b/RK=2/RS=AkwOyAvBm17TnT1jWaQQaOd4F9g-","Meet the new Democratic boogeyman for 2018.","","10/24/2017 05:46 am ET","“CREDO has fought to block the confirmation of more than a dozen Trump nominees and the campaign opposing Betsy DeVos resonated with our members more than any of the others,” Nelson said in an email. “Our petition generated 1,500,000 signatures ― far more than any other petition we have ever run... We believe it was the largest petition opposing a cabinet nominee in U.S. history.”"
"1571531209-11503","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsTpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Lawsuit Accuses Betsy DeVos And Her Deputies Of Being Motivated By Sexism","Lawsuit Accuses Betsy DeVos And Her Deputies Of Being Motivated By Sexism","https://search.huffpost.com/click/_ylt=Awr9CWvAqatdyVcAIdFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560001/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-sexual-assault-lawsuit_n_5bd9ff6ee4b01abe6a1ad4a9/RK=2/RS=hRhAr98es1NeqH8iujDwgDNl2KA-","The lawsuit says that the education secretary’s decision to scrap Obama-era rules governing sexual assault on campus was based on bias and stereotypes.","","10/31/2018 08:49 pm ET","Jackson previously said that 90 percent of sexual assault accusations are a result of drunken regrets or misunderstandings, a remark noted in the amended complaint and original lawsuit."
"1571531237-11716","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsDpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Betsy DeVos Comes Clean: A Fiction","Betsy DeVos Comes Clean: A Fiction","https://search.huffpost.com/click/_ylt=Awr9IlvfqatdqjMAw69sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560031/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-comes-clean-a-fiction_b_59ed3292e4b092f9f241935c/RK=2/RS=EiTANaXK4GsF42nXG8lPBvTyaHY-","null","","10/22/2017 08:16 pm ET","The single sheep who believes that one-on-one with a single wolf makes a fair match comes to a similar end as the single middle-class worker who believes his individuality equips him to effectively negotiate the terms of his employment with a single corporate magnate."
"1571531295-12015","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArjpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","I’m Drowning In $120K Of Student Debt And I’m Suing Betsy DeVos To Make Her Fix That","I'm Drowning In $120K Of Student Debt And I'm Suing Betsy DeVos","https://search.huffpost.com/click/_ylt=Awr9DuMPqqtdDjYAjYpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560079/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fsuing-betsy-devos-student-debt_n_5d44529ae4b0aca3411ce72d/RK=2/RS=k4wizqGloTy9CMqDJFn2ciKxxjw-","null","","08/05/2019 09:00 am ET","That’s why I am going on the offense and suing Education Secretary Betsy DeVos. More than 158,000 other former students are doing the same. Many have been waiting more than two years for the department to cancel their debts under a law called Defense to Repayment (DTR), which requires debt discharges for scammed students."
"1571531218-11561","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsTpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","How Betsy DeVos Became The Most Hated Cabinet Secretary","How Betsy DeVos Became The Most Hated Cabinet Secretary","https://search.huffpost.com/click/_ylt=Awr9CWvAqatdyVcAG9FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560001/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-most-hated-secretary_n_59ee3d3be4b003385ac13c9b/RK=2/RS=AkwOyAvBm17TnT1jWaQQaOd4F9g-","Meet the new Democratic boogeyman for 2018.","","10/24/2017 05:46 am ET","DeVos wasn’t an education expert. She was, as The Washington Post pointed out, essentially a lobbyist who used her money to push an agenda that didn’t have much evidence of success to back it up. Her defenders, however, say she is a passionate advocate of returning control of education to parents, so that they can decide how their money is used. She has used her money to commit herself to education, these defenders say, and she’s dedicated to helping children."
"1571531290-12012","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArjpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Tuesday’s Morning Email: How Betsy DeVos Became The Most Hated Cabinet Secretary","Tuesday's Morning Email: How Betsy DeVos Became The Most Hated Cabinet Secretary","https://search.huffpost.com/click/_ylt=Awr9DuMPqqtdDjYAj4psBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560079/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftuesdays-morning-email-how-betsy-devos-became-the-most-hated-cabinet-secretary_n_59ef188de4b0d14acdcc5bf5/RK=2/RS=FeOC4PpZzG7q3sgrwIINaUbgob0-","“Meet the new Democratic bogeyman for 2018.”","","10/24/2017 07:03 am ET","Think about why folks find an orange Trump hat he’s selling for Halloween amusing."
"1571531250-11806","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsDpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Colbert Cuts Loose On Betsy DeVos’ $40 Million Yacht Being Set Adrift","Colbert Cuts Loose On Betsy DeVos' $40 Million Yacht Being Set Adrift","https://search.huffpost.com/click/_ylt=Awr9IlvfqatdqjMAt69sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560031/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fcolbert-roasts-betsy-devos-over-her-40-million-yacht-getting-loose_n_5b5cc294e4b0b15aba9967ba/RK=2/RS=Lr30SYQeokVz5W9qmhGaHr_x.hw-","Apparently, the 163-foot ship is one of many belonging to the DeVos family.","","07/28/2018 04:58 pm ET","The $40 million, 163-foot boat, the SeaQuest, was recovered by its 12-person crew with some minor collision damage. Luckily, the DeVos family has a fleet ― yes, fleet ― of 10 ships."
"1571531227-11659","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsTpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Democratic Congresswoman Demands Betsy DeVos Resign For Promoting ‘Racist Research’","Democratic Congresswoman Demands Betsy DeVos Resign For Promoting 'Racist Research'","https://search.huffpost.com/click/_ylt=Awr9CWvAqatdyVcAFdFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560001/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fkatherine-clark-demands-betsy-devos-resign_n_5ca26e1ae4b04693a945fe6e/RK=2/RS=XslHMc5ZbQTwhuAV8xfAeg4YZRA-","“What Betsy DeVos did that I so object to and find disgusting is she rescinded civil rights policy and cherry-picked racist research to back it up.”","","04/01/2019 07:45 pm ET","The study also claimed that “the racial gap in suspensions was completely accounted for by a measure of the prior problem behavior of the student.”"
"1571531310-12096","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArjpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Betsy DeVos’ New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","Betsy DeVos' New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","https://search.huffpost.com/click/_ylt=Awr9DuMPqqtdDjYAgYpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560079/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbesty-devos-new-title-ix-guidelines-prioritize-schools-over-sexual-assault-survivors_n_5beede5fe4b0510a1f3037cf/RK=2/RS=vvvUgMhGxd1y4k6dwx0v2M8ZDWc-","The Education Department just proposed guidelines to the civil rights law that would drastically change the way schools handle sexual misconduct.","","11/16/2018 01:29 pm ET","“The definition is extreme and it’s going to require that students are harassed multiple times before they are able to receive any form of accommodation,” she told HuffPost."
"1571531254-11831","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsDpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Betsy DeVos’ Title IX Changes Will Make Life Even Harder For Sexually Abused Boys","Opinion: Betsy DeVos' Title IX Changes Will Make Life Even Harder For Sexually Abused Boys","https://search.huffpost.com/click/_ylt=Awr9IlvfqatdqjMAs69sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560031/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fopinion-devos-title-ix-sexual-assault-boys_n_5c2d0ac1e4b0407e9087807e/RK=2/RS=7W7TUvuMLEzmBtk0kLceq6Z_dNM-","null","","01/02/2019 02:41 pm ET","I can empathize with the many parents who have kept themselves up at night with this question: Who will believe my son if he’s accused? Yet if we ignore the crisis of sexual abuse and assault in our schools, we must be prepared to ask ourselves the more tragic question: Who will believe my son if he’s the one who gets hurt?"
"1571531280-11972","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArzpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Friday’s Morning Email: Inside The Voucher Schools Championed By Betsy DeVos","Friday's Morning Email: Inside The Voucher Schools Championed By Betsy DeVos","https://search.huffpost.com/click/_ylt=Awr9DtD0qatdfogA2.FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560053/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ffridays-morning-email-inside-the-voucher-schools-championed-by-betsy-devos_n_5a2a81e8e4b0a290f04ff594/RK=2/RS=OmssExa0OvXXsrDH1j.a1bBYF64-","And bankrolled by taxpayer money.","","12/08/2017 07:30 am ET","Vice President Mike Pence’s cat, Pickle, has died at 16."
"1571531302-12051","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArjpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Betsy DeVos’ Deputy Privately Admitted Trump Administration’s Idea Could Hurt Kids","Betsy DeVos’ Deputy Privately Admitted Trump Administration's Idea Could Hurt Kids","https://search.huffpost.com/click/_ylt=Awr9DuMPqqtdDjYAh4psBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560079/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-deputy-admitted-trump-administrations-idea-could-hurt-kids_n_5b296571e4b0a4dc9921cb1f/RK=2/RS=3_yfixbFgMOZ.b5i6qbYoDFqohE-","Candice Jackson indicated she was against rescinding the Obama-era school discipline guidance that protects brown and black children.","","06/20/2018 12:15 pm ET","“Assistant Secretary Marcus has an opportunity here to demonstrate a commitment to core American values,” Zoe Savitsky, deputy legal director of SPLC, told HuffPost."
"1571531263-11865","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArzpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Betsy DeVos Now Says She Doesn’t Think Schools Can Call ICE On Students","Betsy DeVos Now Says She Doesn't Think Schools Can Call ICE On Students","https://search.huffpost.com/click/_ylt=Awr9DtD0qatdfogA6eFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560053/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-now-says-she-doesnt-think-schools-can-call-ice-on-students_n_5b16b7e0e4b0734a9937e0cf/RK=2/RS=zrX68biF7U9mxy1xc07bJ.mLK5g-","Last week, DeVos said schools could call ICE on undocumented students.","","06/05/2018 02:18 pm ET",""
"1571531218-11613","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsTpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","How Betsy DeVos Became The Most Hated Cabinet Secretary","How Betsy DeVos Became The Most Hated Cabinet Secretary","https://search.huffpost.com/click/_ylt=Awr9CWvAqatdyVcAG9FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560001/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-most-hated-secretary_n_59ee3d3be4b003385ac13c9b/RK=2/RS=AkwOyAvBm17TnT1jWaQQaOd4F9g-","Meet the new Democratic boogeyman for 2018.","","10/24/2017 05:46 am ET","“We have never seen more energy than we’re seeing right now,” Eskelsen Garcia said. “We have actually had our phones ringing off the hooks. The increased activism of our members and parents and community leaders saying, ‘Put me in, Coach. What can I do to fight this horrible agenda of this secretary of education?’ We’ve never seen anyone in charge of public education and protecting students be so remiss in their job.”"
