web-scraper-order,web-scraper-start-url,pages,pages-href,articles,articles-href,title,subtitle,author,date,content
"1571523412-1194","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Will Meet With Men's Rights Activists Tomorrow About Sexual Assault","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwADS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2f118-sexual-assault-survivors-write-letter-asking-trump-who-are-you-here-to-serve_n_59650307e4b005b0fdc8bcc6/RK=2/RS=EK.tCEjcp_yxVG2TlSIOAsapkrg-","Betsy DeVos Will Meet With Men’s Rights Activists Tomorrow About Sexual Assault","The Secretary of Education will also meet with survivors, but they’re not totally satisfied.","","07/12/2017 09:01 am ET","“The administration has signaled that it is seriously considering further dismantling protections for survivors of sexual violence by weakening the oversight and enforcement mechanisms of the federal government ― enforcement that many vulnerable students and survivors need,” the survivors’ letter reads. ”We come forward with a simple request: Don’t.”"
"1571523435-1239","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Used Private Email For Official Business In 'Limited' Cases","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwABS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-private-email-government-business_n_5ce3274ae4b0e69c18f06151/RK=2/RS=aAny3GJ5OyDTN6sWVuH5emRBc1Q-","Betsy DeVos Used Private Email For Official Business In ‘Limited’ Cases","Federal investigators found fewer than 100 emails on government matters sent to and from the education secretary’s personal accounts.","","05/20/2019 08:53 pm ET","Education Secretary Betsy DeVos has on occasion conducted government business through her personal email accounts, and she hasn’t always saved the messages properly, federal investigators said in a report released Monday."
"1571523429-1235","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Sued For Weakening Sexual Assault Reporting Protections For Students","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwABy1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-lawsuit-sex-assault-student-protections_n_5a6bf2a4e4b06e253267baca/RK=2/RS=00taHjDwiDVBZVUv6LFLnoz_8x8-","Betsy DeVos Sued For Weakening Sexual Assault Reporting Protections For Students","The suit says DeVos and an assistant education secretary are convinced women are lying or are misunderstanding or regretting consensual sex.","","01/27/2018 01:15 am ET","Shortly before the Education Department changes were made, Jackson flippantly dismissed “90 percent” of school sex assault reports in an interview with The New York Times."
"1571523445-1278","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","She Took On Betsy DeVos. Now She Wants To Unseat 44-Year GOP Rep. Don Young.","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwAAS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falyse-galvin-unseat-don-young_n_5b58baf5e4b0b15aba949171/RK=2/RS=g88URRnUPbciz8RAhQ1VlNDIxgU-","She Took On Betsy DeVos. Now She Wants To Unseat GOP Rep. Don Young.","It’s a long shot, but Alaska independent Alyse Galvin is raising lots of money and just might catch the Democratic wave.","","08/02/2018 03:17 pm ET","Where to even begin with unseating someone like Young? Galvin, who is running as an independent and is a front-runner to take on Young in November, said in a recent interview that she has plenty of advantages."
"1571523412-1184","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Will Meet With Men's Rights Activists Tomorrow About Sexual Assault","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwADS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2f118-sexual-assault-survivors-write-letter-asking-trump-who-are-you-here-to-serve_n_59650307e4b005b0fdc8bcc6/RK=2/RS=EK.tCEjcp_yxVG2TlSIOAsapkrg-","Betsy DeVos Will Meet With Men’s Rights Activists Tomorrow About Sexual Assault","The Secretary of Education will also meet with survivors, but they’re not totally satisfied.","","07/12/2017 09:01 am ET","The letter, published on Wednesday morning and signed by 118 student sexual assault survivors from 25 states, urges Trump and his administration to guard the civil rights of sexual assault survivors on campuses, and encourages vigorous enforcement of the federal Title IX gender-equality law. Schools often ignore Title IX guidelines, leaving survivors unable to get help, the letter says."
"1571523445-1294","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","She Took On Betsy DeVos. Now She Wants To Unseat 44-Year GOP Rep. Don Young.","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwAAS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falyse-galvin-unseat-don-young_n_5b58baf5e4b0b15aba949171/RK=2/RS=g88URRnUPbciz8RAhQ1VlNDIxgU-","She Took On Betsy DeVos. Now She Wants To Unseat GOP Rep. Don Young.","It’s a long shot, but Alaska independent Alyse Galvin is raising lots of money and just might catch the Democratic wave.","","08/02/2018 03:17 pm ET","“Her biggest strength is that she would demonstrate a pushback on Young,” said Lovecraft. “I would love to see their match-up. If she’s got good advisers, she could really paint him into some corners. She could cast Don Young as an old fogey while she’s ready to take us into the future.”"
"1571523452-1302","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos' Proposed Education Cuts Go Way Deeper Than The Special Olympics","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwA_yxsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-special-education_n_5c9cf2c2e4b0523d87119bf5/RK=2/RS=avjiMi2DyqM2j0Tn2Vc8r7jk_0Y-","Betsy DeVos’ Proposed Education Cuts Go Way Deeper Than The Special Olympics","Advocates say a proposed end to federal funding for the Special Olympics was merely a small part of an anti-disability budget.","","03/28/2019 06:33 pm ET","The moment blew up, even though the administration’s budget was released weeks ago and the cut was previously proposed twice without success. DeVos’ response drove an entire news cycle, though there was no indication the proposed budget would ever make it through Congress."
"1571523452-1316","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos' Proposed Education Cuts Go Way Deeper Than The Special Olympics","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwA_yxsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-special-education_n_5c9cf2c2e4b0523d87119bf5/RK=2/RS=avjiMi2DyqM2j0Tn2Vc8r7jk_0Y-","Betsy DeVos’ Proposed Education Cuts Go Way Deeper Than The Special Olympics","Advocates say a proposed end to federal funding for the Special Olympics was merely a small part of an anti-disability budget.","","03/28/2019 06:33 pm ET","DeVos echoed support for his decision, saying in a statement that it was “funding I have fought for behind-the-scenes over the last several years.”"
"1571523445-1279","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","She Took On Betsy DeVos. Now She Wants To Unseat 44-Year GOP Rep. Don Young.","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwAAS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falyse-galvin-unseat-don-young_n_5b58baf5e4b0b15aba949171/RK=2/RS=g88URRnUPbciz8RAhQ1VlNDIxgU-","She Took On Betsy DeVos. Now She Wants To Unseat GOP Rep. Don Young.","It’s a long shot, but Alaska independent Alyse Galvin is raising lots of money and just might catch the Democratic wave.","","08/02/2018 03:17 pm ET","“First of all, I’m there,” she said with a smile, casually burning Young for his apparent absence in parts of the state. “So many communities are like, you know, I can’t remember the last time we’ve seen him.”"
"1571523458-1325","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos To Promote School That Bans Transgender Students And Staff","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwA_SxsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-transgender-students_n_5d826487e4b0849d472247ff/RK=2/RS=2EpLqeLOxF7JtBPLxEfrkYxFCs8-","Betsy DeVos To Promote School That Bans Transgender Students And Staff","The education secretary is set to visit a Catholic elementary school in Pennsylvania that has an explicit anti-trans policy.","","09/18/2019 02:22 pm ET","DeVos on Thursday is scheduled to visit Harrisburg Catholic Elementary School in Pennsylvania, part of the Roman Catholic Diocese of Harrisburg. The diocese has a specific policy for students and staff who may be experiencing “gender identity questions,” applicable in situations where a person wants to “chemically and/or surgically alter” their biological sex."
"1571523458-1329","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos To Promote School That Bans Transgender Students And Staff","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwA_SxsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-transgender-students_n_5d826487e4b0849d472247ff/RK=2/RS=2EpLqeLOxF7JtBPLxEfrkYxFCs8-","Betsy DeVos To Promote School That Bans Transgender Students And Staff","The education secretary is set to visit a Catholic elementary school in Pennsylvania that has an explicit anti-trans policy.","","09/18/2019 02:22 pm ET","The diocese did not immediately respond to questions about the policy."
"1571523422-1211","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Loses Lawsuit Over Obama-Era Student Loan Rules","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwACS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-loses-student-loan-lawsuit_n_5b99dee7e4b05092ceed040f/RK=2/RS=thV8RAuUQLEcGcNeByDFn1tKRLg-","Betsy DeVos Loses Lawsuit Over Obama-Era Student Loan Rules","A judge ruled the secretary of education’s attempts to delay the Obama administration’s regulations “unlawful.”","Carla Herreria","09/13/2018 06:33 am ET",""
"1571523412-1198","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Will Meet With Men's Rights Activists Tomorrow About Sexual Assault","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwADS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2f118-sexual-assault-survivors-write-letter-asking-trump-who-are-you-here-to-serve_n_59650307e4b005b0fdc8bcc6/RK=2/RS=EK.tCEjcp_yxVG2TlSIOAsapkrg-","Betsy DeVos Will Meet With Men’s Rights Activists Tomorrow About Sexual Assault","The Secretary of Education will also meet with survivors, but they’re not totally satisfied.","","07/12/2017 09:01 am ET","July 12th Op-Ed by Alanna Vagianos on Scribd"
"1571523435-1242","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Used Private Email For Official Business In 'Limited' Cases","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwABS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-private-email-government-business_n_5ce3274ae4b0e69c18f06151/RK=2/RS=aAny3GJ5OyDTN6sWVuH5emRBc1Q-","Betsy DeVos Used Private Email For Official Business In ‘Limited’ Cases","Federal investigators found fewer than 100 emails on government matters sent to and from the education secretary’s personal accounts.","","05/20/2019 08:53 pm ET","“Most messages occurred during the first 6 months of 2017 and were from a single writer who was offering advice on potential candidates for Department positions,” the report read. Other messages were from individuals offering DeVos their congratulations on her confirmation to her new position along with advice."
"1571523418-1201","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Gets Hammered For Shielding Student Loan Servicers From State Regs","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwACy1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-rosa-delauro-student-loans_n_5ab15a0de4b008c9e5f21760/RK=2/RS=rA3scqlAKkVYxW8HYna_sir2D7g-","Betsy DeVos Gets Hammered For Shielding Student Loan Servicers From State Regs","Rep. Rosa DeLauro attacked the secretary over her decision, and DeVos struggled to respond.","","03/20/2018 05:22 pm ET","Rep. Rosa DeLauro (D-Conn.) went after DeVos over new departmental guidance that would tend to protect federal student loan servicers that employ predatory collection practices in violation of state regulations. The guidance, issued in March, states that only federal authorities have the authority to oversee such loan collection programs."
"1571523429-1233","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Sued For Weakening Sexual Assault Reporting Protections For Students","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwABy1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-lawsuit-sex-assault-student-protections_n_5a6bf2a4e4b06e253267baca/RK=2/RS=00taHjDwiDVBZVUv6LFLnoz_8x8-","Betsy DeVos Sued For Weakening Sexual Assault Reporting Protections For Students","The suit says DeVos and an assistant education secretary are convinced women are lying or are misunderstanding or regretting consensual sex.","","01/27/2018 01:15 am ET","Janet Napolitano, president of the University of California system, said at the time that changes would “in effect weaken sexual violence protections” and “prompt confusion among campuses.”"
"1571523422-1221","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Betsy DeVos Loses Lawsuit Over Obama-Era Student Loan Rules","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwACS1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-loses-student-loan-lawsuit_n_5b99dee7e4b05092ceed040f/RK=2/RS=thV8RAuUQLEcGcNeByDFn1tKRLg-","Betsy DeVos Loses Lawsuit Over Obama-Era Student Loan Rules","A judge ruled the secretary of education’s attempts to delay the Obama administration’s regulations “unlawful.”","","09/13/2018 06:33 am ET","The Obama-era regulations to protect students from the college’s predatory actions were finalized in October 2016."
"1571523440-1265","https://search.huffpost.com/search;_ylt=Awr9BNaxiqtdXwkAS6JsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA0w5OE9DcFJGU1plU0M0OXhmb0NGVUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTIzMzk2?p=betsy+devos&fr2=sb-top&fr=huffpost","","","Here's The Most Alarming Part Of Betsy DeVos’ Proposed Sexual Misconduct Guidelines","https://search.huffpost.com/click/_ylt=Awr9DspMi6tdlpwAAy1sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552204/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-sexual-misconduct-title-ix_n_5b8834a4e4b0511db3d60df4/RK=2/RS=ITtZtJI8Ef7AE4M5Dl8lSvmsufI-","Here’s The Most Alarming Part Of Betsy DeVos’ Proposed Sexual Misconduct Guidelines","The education secretary’s potential new Title IX regulations could be disastrous for sexual assault survivors.","","08/30/2018 06:48 pm ET","“I feel like my government has basically abandoned me,” she added."
