web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570844028-1423","https://www.breitbart.com/politics/","FNC’s Neil Cavuto on Shepard Smith’s Exit: I’m a Little Stunned and a Little Heartbroken’","https://www.breitbart.com/clips/2019/10/11/fncs-neil-cavuto-on-shepard-smiths-exit-im-a-little-stunned-and-a-little-heartbroken/","FNC’s Neil Cavuto on Shepard Smith’s Exit: I’m a Little Stunned and a Little Heartbroken’","null","Pam Key","","11 Oct 2019"
"1570844050-1569","https://www.breitbart.com/politics/","Donald Trump Surprises Little League Champions with Ride Home on Air Force One","https://www.breitbart.com/politics/2019/10/11/donald-trump-surprises-little-league-champions-with-ride-home-on-air-force-one/","Donald Trump Surprises Little League Champions with Ride Home on Air Force One","President Donald Trump surprised the 2019 Little League World Champions on Friday by inviting them to fly home aboard Air Force One.","Charlie Spiering","","11 Oct 2019"
"1570844014-1344","https://www.breitbart.com/politics/","Jane Fonda Takes Break from Acting, Moves to Washington to Become Climate Activist","https://www.breitbart.com/entertainment/2019/10/11/jane-fonda-takes-break-from-acting-moves-to-washington-to-become-climate-activist/","Jane Fonda Takes Break from Acting, Moves to Washington to Become Climate Activist","Actress-activist Jane Fonda said she is taking a break from her Netflix comedy series Grace and Frankie and is moving to Washington, D.C. in order to be at the center of the so-called climate change battle.","David Ng","","11 Oct 2019"
"1570844038-1497","https://www.breitbart.com/politics/","Ben Stiller Accuses Trump of Spreading ‘Hate, Fear, and Division’ About Refugees","https://www.breitbart.com/entertainment/2019/10/11/ben-stiller-accuses-trump-of-spreading-hate-fear-and-division-about-refugees/","Ben Stiller Accuses Trump of Spreading ‘Hate, Fear, and Division’ About Refugees","Actor Ben Stiller went after President Donald Trump in a Twitter rant in which the Zoolander star said he’s deeply disturbed “to see the president encourage antipathy towards, and fear of #Refugees.”","","Jerome Hudson is Breitbart News Entertainment Editor and author of the bestselling book 50 Things They Don’t Want You to Know. Order your copy today. Follow Jerome Hudson on Twitter @jeromeehudson.","11 Oct 2019"
"1570844020-1392","https://www.breitbart.com/politics/","Bernie Sanders Tweets Video of Himself Swinging a Bat Following Recovery from Heart Attack","https://www.breitbart.com/politics/2019/10/11/bernie-sanders-tweets-video-himself-swinging-bat-following-recovery-heart-attack/","Bernie Sanders Tweets Video of Himself Swinging a Bat Following Recovery from Heart Attack","Sen. Bernie Sanders (I-VT) is recovering from his heart attack in stride, according to video clips that surfaced on social media on Thursday, showing the presidential hopeful swinging a bat with his grandchildren.","","Nevertheless, Sanders quickly backtracked, telling NBC’s Nightly News that he “misspoke.” He added that the media’s coverage was driving him “a little bit nuts.”","11 Oct 2019"
"1570844036-1476","https://www.breitbart.com/politics/","College Students Protest Donald Trump Jr.: ‘I’ll Grab Ya Daddy by the P*ssy’","https://www.breitbart.com/politics/2019/10/11/college-students-protest-donald-trump-jr-ill-grab-ya-daddy-pssy/","College Students Protest Donald Trump Jr.: ‘I’ll Grab Ya Daddy by the P*ssy’","GAINESVILLE, Florida– Protesters gathered at the University of Florida (UF) ahead of Donald Trump Jr. and Kimberly Guilfoyle’s appearance at the university on Thursday, marching outside of the venue and holding signs reading “FUCH U NAZI BITCH” and “I’ll Grab Ya Daddy By The Pussy.”","","Breitbart News","11 Oct 2019"
"1570844014-1357","https://www.breitbart.com/politics/","Jane Fonda Takes Break from Acting, Moves to Washington to Become Climate Activist","https://www.breitbart.com/entertainment/2019/10/11/jane-fonda-takes-break-from-acting-moves-to-washington-to-become-climate-activist/","Jane Fonda Takes Break from Acting, Moves to Washington to Become Climate Activist","Actress-activist Jane Fonda said she is taking a break from her Netflix comedy series Grace and Frankie and is moving to Washington, D.C. in order to be at the center of the so-called climate change battle.","","“And so I called her And she said, ‘I’ll see what I can do.’ Nothing,” recalled Fonda.","11 Oct 2019"
"1570844052-1573","https://www.breitbart.com/politics/","Pentagon Chief on Decision to Move Troops in Syria: ‘We Put the Safety of Our Soldiers First’","https://www.breitbart.com/politics/2019/10/11/pentagon-chief-on-decision-to-move-troops-in-syria-we-put-the-safety-of-our-soldiers-first/","Pentagon Chief on Decision to Move Troops in Syria: ‘We Put the Safety of Our Soldiers First’","Defense Secretary Mark Esper said Friday the Trump administration decided to pull back less than 50 U.S. troops from northern Syria in order to make sure they were not caught in a pending fight between Turkish and Syrian Kurdish forces.","Kristina Wong","","11 Oct 2019"
"1570844067-1697","https://www.breitbart.com/politics/","Trump to Replace Kevin McAleenan at Department of Homeland Security","https://www.breitbart.com/politics/2019/10/11/trump-to-replace-kevin-mcaleenan-at-department-of-homeland-security/","Trump to Replace Kevin McAleenan at Department of Homeland Security","Acting Department of Homeland Security (DHS) Secretary Kevin McAleenan will be leaving his position as the head of the agency, President Trump announced Friday evening.","","McAleenan posted that he would “work with the White House and DHS leadership teams on a smooth transition” as he exits DHS:","11 Oct 2019"
"1570844071-1720","https://www.breitbart.com/politics/","Trump: Nancy Pelosi ‘Hates the United States of America’","https://www.breitbart.com/politics/2019/10/11/trump-nancy-pelosi-hates-the-united-states-of-america/","Trump: Nancy Pelosi ‘Hates the United States of America’","President Donald Trump on Friday declared during his Lake Charles, Louisiana, re-election rally that House Speaker Nancy Pelosi (D-CA) “hates the United States of America.”","","“Nancy Pelosi hates the country, hates the United States of America,” he added.","11 Oct 2019"
"1570844020-1391","https://www.breitbart.com/politics/","Bernie Sanders Tweets Video of Himself Swinging a Bat Following Recovery from Heart Attack","https://www.breitbart.com/politics/2019/10/11/bernie-sanders-tweets-video-himself-swinging-bat-following-recovery-heart-attack/","Bernie Sanders Tweets Video of Himself Swinging a Bat Following Recovery from Heart Attack","Sen. Bernie Sanders (I-VT) is recovering from his heart attack in stride, according to video clips that surfaced on social media on Thursday, showing the presidential hopeful swinging a bat with his grandchildren.","","","11 Oct 2019"
"1570844061-1667","https://www.breitbart.com/politics/","***Live Updates*** Trump Holds Louisiana Rally","https://www.breitbart.com/2020-election/2019/10/11/live-updates-trump-holds-louisiana-rally/","***Live Updates*** Trump Holds Louisiana Rally","President Donald Trump will hold a Friday evening rally in Lake Charles, Louisiana, a day before the state’s gubernatorial jungle primary. Governor John Bel Edwards (D) needs to get more than 50 percent of the vote against Republicans Rep. Ralph Abraham (D-LA) and Eddie Rispone to avoid a runoff.","","Not the Undertaker’s Death Valley, but all eyes will be on Death Valley under the lights tomorrow evening to see how good Joe Burrow and LSU’s offense really are against Florida’s vaunted defense as election results come in after the polls close.","11 Oct 2019"
"1570844048-1568","https://www.breitbart.com/politics/","Watch: Ocasio-Cortez Says Dreams of Motherhood ‘Taste Bittersweet’ Due to Climate Change","https://www.breitbart.com/politics/2019/10/11/watch-ocasio-cortez-says-dreams-of-motherhood-taste-bittersweet-due-to-climate-change/","Watch: Ocasio-Cortez Says Dreams of Motherhood ‘Taste Bittersweet’ Due to Climate Change","Rep. Alexandria Ocasio-Cortez (D-NY) said during a speech at the C40 World Mayors Summit in Copenhagen that her dreams of motherhood now “taste bittersweet” due to climate change.","","","11 Oct 2019"
"1570844040-1499","https://www.breitbart.com/politics/","Illegal Alien, Freed into U.S., Gets Life Sentence for Murdering Jared Vargas","https://www.breitbart.com/politics/2019/10/11/illegal-alien-freed-into-u-s-gets-life-sentence-for-murdering-jared-vargas/","Illegal Alien, Freed into U.S., Gets Life Sentence for Murdering Jared Vargas","An illegal alien who was twice freed into the interior of the United States has been sentenced to life for brutally murdering 20-year-old Jared Vargas.","","On Friday, 20-year-old illegal alien Ernesto Esquivel-Garcia from Mexico was sentenced to life in prison for murdering Vargas in June 2018 after being convicted of first-degree murder in August, as Breitbart News reported.","11 Oct 2019"
"1570844061-1642","https://www.breitbart.com/politics/","***Live Updates*** Trump Holds Louisiana Rally","https://www.breitbart.com/2020-election/2019/10/11/live-updates-trump-holds-louisiana-rally/","***Live Updates*** Trump Holds Louisiana Rally","President Donald Trump will hold a Friday evening rally in Lake Charles, Louisiana, a day before the state’s gubernatorial jungle primary. Governor John Bel Edwards (D) needs to get more than 50 percent of the vote against Republicans Rep. Ralph Abraham (D-LA) and Eddie Rispone to avoid a runoff.","","Trump says other nations, looking at the impeachment inquiry, look at America and “think we’re all crazy.”","11 Oct 2019"
"1570844034-1459","https://www.breitbart.com/politics/","Watch: Leftists Protest Donald Trump Jr. with ‘No KKK, No Fascist USA’ Chant","https://www.breitbart.com/politics/2019/10/11/watch-leftists-protest-donald-trump-jr-with-no-kkk-no-fascist-usa-chant/","Watch: Leftists Protest Donald Trump Jr. with ‘No KKK, No Fascist USA’ Chant","GAINESVILLE, Florida — Left-wing activists congregated outside of the University of Florida’s University Auditorium ahead of Donald Trump Jr.’s appearance on Thursday, marching and chanting, “No Trump, No KKK, No Fascist USA.”","Hannah Bleau","","11 Oct 2019"
"1570844036-1472","https://www.breitbart.com/politics/","College Students Protest Donald Trump Jr.: ‘I’ll Grab Ya Daddy by the P*ssy’","https://www.breitbart.com/politics/2019/10/11/college-students-protest-donald-trump-jr-ill-grab-ya-daddy-pssy/","College Students Protest Donald Trump Jr.: ‘I’ll Grab Ya Daddy by the P*ssy’","GAINESVILLE, Florida– Protesters gathered at the University of Florida (UF) ahead of Donald Trump Jr. and Kimberly Guilfoyle’s appearance at the university on Thursday, marching outside of the venue and holding signs reading “FUCH U NAZI BITCH” and “I’ll Grab Ya Daddy By The Pussy.”","","One activist held a puppet of a uterus, while another held up a bright pink sign featuring cartoonish depictions of President Trump. It read, “I’ll Grab Ya Daddy By The Pussy”:","11 Oct 2019"
"1570844061-1651","https://www.breitbart.com/politics/","***Live Updates*** Trump Holds Louisiana Rally","https://www.breitbart.com/2020-election/2019/10/11/live-updates-trump-holds-louisiana-rally/","***Live Updates*** Trump Holds Louisiana Rally","President Donald Trump will hold a Friday evening rally in Lake Charles, Louisiana, a day before the state’s gubernatorial jungle primary. Governor John Bel Edwards (D) needs to get more than 50 percent of the vote against Republicans Rep. Ralph Abraham (D-LA) and Eddie Rispone to avoid a runoff.","","","11 Oct 2019"
"1570844024-1407","https://www.breitbart.com/politics/","Trump Jr. Blasts Media’s Treatment of Hunter Biden — ‘Double Standard’","https://www.breitbart.com/clips/2019/10/11/trump-jr-blasts-medias-treatment-of-hunter-biden-double-standard/","Trump Jr. Blasts Media’s Treatment of Hunter Biden — ‘Double Standard’","null","Pam Key","","11 Oct 2019"
"1570844022-1404","https://www.breitbart.com/politics/","Watch: Trump Supporter Calmly Reacts to Protester Spitting in His Face During Interview","https://www.breitbart.com/politics/2019/10/11/watch-trump-supporter-calmly-reacts-to-protester-spitting-in-his-face-during-interview/","Watch: Trump Supporter Calmly Reacts to Protester Spitting in His Face During Interview","A supporter of President Donald Trump reacted calmly after a protester spit in his face on Thursday night during a TV interview.","","A second protester approached him to explain why it happened: “That’s not how people really feel; that’s f*cking disrespectful, but on the other hand, that shit is disrespectful as f*ck that too,” he said, pointing to Carlson’s hat.","11 Oct 2019"
"1570844030-1437","https://www.breitbart.com/politics/","Nancy Sinatra: Trump a ‘Clear and Present Danger to Our Country and the World’","https://www.breitbart.com/entertainment/2019/10/11/nancy-sinatra-trump-a-clear-and-present-danger-to-our-country-and-the-world/","Nancy Sinatra: Trump a ‘Clear and Present Danger to Our Country and the World’","Singer and actress Nancy Sinatra boasted of her prediction of what would happen if “ignorant” Trump became president, lamenting his right-leaning Supreme Court nominees, accusing him of starting a war, and declaring that he should be impeached and removed due to the “clear and present danger” he poses to “our country and the world.”","","","11 Oct 2019"
"1570844038-1494","https://www.breitbart.com/politics/","Ben Stiller Accuses Trump of Spreading ‘Hate, Fear, and Division’ About Refugees","https://www.breitbart.com/entertainment/2019/10/11/ben-stiller-accuses-trump-of-spreading-hate-fear-and-division-about-refugees/","Ben Stiller Accuses Trump of Spreading ‘Hate, Fear, and Division’ About Refugees","Actor Ben Stiller went after President Donald Trump in a Twitter rant in which the Zoolander star said he’s deeply disturbed “to see the president encourage antipathy towards, and fear of #Refugees.”","","Stiller added his name to those who praised Supreme Court Justice Brett Kavanahugh’s misconduct accuser Christine Blasey Ford ahead of her testimony before the Senate Judiciary Committee last September.","11 Oct 2019"
"1570844056-1595","https://www.breitbart.com/politics/","Report: Democrats Privately Urging Pelosi to Hold Impeachment Inquiry Vote","https://www.breitbart.com/politics/2019/10/11/report-democrats-privately-urging-pelosi-to-hold-impeachment-inquiry-vote/","Report: Democrats Privately Urging Pelosi to Hold Impeachment Inquiry Vote","Some House Democrats are privately calling on Speaker Nancy Pelosi (D-CA) to hold a vote to formalize the impeachment inquiry to undermine Republican criticism that the process is illegitimate, Politico reported this week.","Edwin Mora","","11 Oct 2019"
"1570844030-1443","https://www.breitbart.com/politics/","Nancy Sinatra: Trump a ‘Clear and Present Danger to Our Country and the World’","https://www.breitbart.com/entertainment/2019/10/11/nancy-sinatra-trump-a-clear-and-present-danger-to-our-country-and-the-world/","Nancy Sinatra: Trump a ‘Clear and Present Danger to Our Country and the World’","Singer and actress Nancy Sinatra boasted of her prediction of what would happen if “ignorant” Trump became president, lamenting his right-leaning Supreme Court nominees, accusing him of starting a war, and declaring that he should be impeached and removed due to the “clear and present danger” he poses to “our country and the world.”","","","11 Oct 2019"
"1570844056-1597","https://www.breitbart.com/politics/","Report: Democrats Privately Urging Pelosi to Hold Impeachment Inquiry Vote","https://www.breitbart.com/politics/2019/10/11/report-democrats-privately-urging-pelosi-to-hold-impeachment-inquiry-vote/","Report: Democrats Privately Urging Pelosi to Hold Impeachment Inquiry Vote","Some House Democrats are privately calling on Speaker Nancy Pelosi (D-CA) to hold a vote to formalize the impeachment inquiry to undermine Republican criticism that the process is illegitimate, Politico reported this week.","","Meanwhile, the White House and its Republican congressional allies contend that such a vote is necessary to legitimize the inquiry per the recognized standards of previous impeachment efforts.","11 Oct 2019"
"1570844052-1582","https://www.breitbart.com/politics/","Pentagon Chief on Decision to Move Troops in Syria: ‘We Put the Safety of Our Soldiers First’","https://www.breitbart.com/politics/2019/10/11/pentagon-chief-on-decision-to-move-troops-in-syria-we-put-the-safety-of-our-soldiers-first/","Pentagon Chief on Decision to Move Troops in Syria: ‘We Put the Safety of Our Soldiers First’","Defense Secretary Mark Esper said Friday the Trump administration decided to pull back less than 50 U.S. troops from northern Syria in order to make sure they were not caught in a pending fight between Turkish and Syrian Kurdish forces.","","He and other senior national security officials have adamantly denied that the administration gave Turkey the green light.","11 Oct 2019"
"1570844044-1541","https://www.breitbart.com/politics/","Donald Trump Questions Shepard Smith’s Ratings After Announced Departure","https://www.breitbart.com/politics/2019/10/11/donald-trump-questions-shepard-smiths-ratings-after-announced-departure/","Donald Trump Questions Shepard Smith’s Ratings After Announced Departure","President Donald Trump questioned why Fox News anchor Shepard Smith on Friday announced his sudden departure from the network.","","“Recently I asked the company to allow me to leave Fox News and begin a new chapter,” Smith said. “After requesting that I stay, they graciously obliged.”","11 Oct 2019"
"1570844022-1405","https://www.breitbart.com/politics/","Watch: Trump Supporter Calmly Reacts to Protester Spitting in His Face During Interview","https://www.breitbart.com/politics/2019/10/11/watch-trump-supporter-calmly-reacts-to-protester-spitting-in-his-face-during-interview/","Watch: Trump Supporter Calmly Reacts to Protester Spitting in His Face During Interview","A supporter of President Donald Trump reacted calmly after a protester spit in his face on Thursday night during a TV interview.","","Watch:","11 Oct 2019"
"1570844032-1449","https://www.breitbart.com/politics/","Greta Thunberg’s Cause Could Have Cost Her Peace Prize: No Science to Connect Climate Change to Conflict","https://www.breitbart.com/politics/2019/10/11/greta-thunbergs-cause-could-have-cost-her-peace-prize-no-science-connect-climate-change-conflict/","Greta Thunberg’s Cause Could Have Cost Her Peace Prize: No Science to Connect Climate Change to Conflict","Greta Thunberg, the 16-year-old Swedish girl who has become the international face of the youth climate change movement, has been passed up by the Peace Research Institute in Oslo for the 2019 Nobel Peace Prize.","","The link between climate change and conflict is hotly debated. But climate change scholars say that while there isn’t a straightforward relationship, there is a recognition that climate change adds to stresses in regions that could spark political instability and conditions that could foster conflict. The Pentagon has called climate change a “threat multiplier.”","11 Oct 2019"
"1570844059-1617","https://www.breitbart.com/politics/","All Eyes on Louisiana: Gubernatorial ‘Jungle Primary’ First Election in Nation Since Impeachment Inquiry","https://www.breitbart.com/politics/2019/10/11/all-eyes-on-louisiana-gubernatorial-jungle-primary-first-election-in-nation-since-impeachment-inquiry/","All Eyes on Louisiana: Gubernatorial ‘Jungle Primary’ First Election in Nation Since Impeachment Inquiry","All eyes are focused on Louisiana, where Donald Trump will hold a rally on Friday night and the state’s voters will go to the polls in a “jungle primary” on Saturday.","","Edwards, the only Democratic governor in the Deep South, responded to Trump’s Twitter missives against him, noting he has long held a pro-gun stance and saying Trump doesn’t know him or Louisiana.","11 Oct 2019"
"1570844069-1711","https://www.breitbart.com/politics/","Report: Shepard Smith’s Exit Could Spark Fox News ‘Exodus’","https://www.breitbart.com/politics/2019/10/11/rreport-shepard-smiths-exit-could-spark-fox-news-exodus/","Report: Shepard Smith’s Exit Could Spark Fox News ‘Exodus’","Longtime Fox News Channel Shepard Smith’s unexpected departure could be the start of an “exodus” at the news network, according to one staffer.","","Shep is one of the premier newscasters of his generation and his extraordinary body of work is among the finest journalism in the industry. His integrity and outstanding reporting from the field helped put FOX News on the map and there is simply no better breaking news anchor who has the ability to transport a viewer to a place of conflict, tragedy, despair or elation through his masterful delivery. We are proud of the signature reporting and anchoring style he honed at FOX News, along with everything he accomplished here during his monumental 23-year tenure. While this day is especially difficult as his former producer, we respect his decision and are deeply grateful for his immense contributions to the entire network.","11 Oct 2019"
"1570844030-1434","https://www.breitbart.com/politics/","Nancy Sinatra: Trump a ‘Clear and Present Danger to Our Country and the World’","https://www.breitbart.com/entertainment/2019/10/11/nancy-sinatra-trump-a-clear-and-present-danger-to-our-country-and-the-world/","Nancy Sinatra: Trump a ‘Clear and Present Danger to Our Country and the World’","Singer and actress Nancy Sinatra boasted of her prediction of what would happen if “ignorant” Trump became president, lamenting his right-leaning Supreme Court nominees, accusing him of starting a war, and declaring that he should be impeached and removed due to the “clear and present danger” he poses to “our country and the world.”","","Sinatra has been a longtime advocate for Trump’s impeachment, calling for his removal during his first year in office in 2017.","11 Oct 2019"
"1570844020-1393","https://www.breitbart.com/politics/","Bernie Sanders Tweets Video of Himself Swinging a Bat Following Recovery from Heart Attack","https://www.breitbart.com/politics/2019/10/11/bernie-sanders-tweets-video-himself-swinging-bat-following-recovery-heart-attack/","Bernie Sanders Tweets Video of Himself Swinging a Bat Following Recovery from Heart Attack","Sen. Bernie Sanders (I-VT) is recovering from his heart attack in stride, according to video clips that surfaced on social media on Thursday, showing the presidential hopeful swinging a bat with his grandchildren.","","“I misspoke the other day,” he said. “I said a word I should not have said and media drives me a little bit nuts to make a big deal about it.”","11 Oct 2019"
