web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,date,content
"1571026161-2767","https://www.nytimes.com/search?query=joe+biden","Top Biden Donors Gather Amid Storm Clouds Over CampaignNow fourth in the Democratic money chase and under fire from President Trump, Joseph R. Biden Jr. is increasingly dependent on his top donors, many of whom met in Philadelphia.By Shane GoldmacherPRINT EDITIONWith Biden Under Attack, Big-Money Donors Gather to Plot Fortifications|October 7, 2019, Page A20","https://www.nytimes.com/2019/10/05/us/politics/biden-donors.html?searchResultPosition=21","Top Biden Donors Gather Amid Storm Clouds Over Campaign","Now fourth in the Democratic money chase and under fire from President Trump, Joseph R. Biden Jr. is increasingly dependent on his top donors, many of whom met in Philadelphia.","","null","Only hours before the gathering began, the news broke that Ms. Warren, now seen as Mr. Biden’s chief rival, had out-raised him in the last three months by nearly $10 million — $24.6 million to $15.2 million. He lagged behind Senator Bernie Sanders ($25.3 million) and Mayor Pete Buttigieg ($19.1 million), too."
"1571026173-2908","https://www.nytimes.com/search?query=joe+biden","Biden Calls for Trump Impeachment for First TimeIt was the first time the former vice president expressed support for full impeachment. He had previously backed a congressional inquiry.By Jonathan MartinPRINT EDITIONBiden Voices Support For Impeaching Trump, Ending Long Restraint|October 10, 2019, Page A16","https://www.nytimes.com/2019/10/09/us/politics/biden-speech-impeachment.html?searchResultPosition=17","Biden Calls for Trump Impeachment for First Time","It was the first time the former vice president expressed support for full impeachment. He had previously backed a congressional inquiry.","","null","“We all laughed when he said could stand in the middle of Fifth Avenue and shoot someone and get away with it,” said Mr. Biden. “It’s no joke. He’s shooting holes in the Constitution, and we cannot let him get away with it.”"
"1571026164-2808","https://www.nytimes.com/search?query=joe+biden","Trump ‘Should Be Impeached,’ Biden SaysAt a campaign event, former Vice President Joseph R. Biden Jr. called for the impeachment of President Trump. Mr. Biden has previously only supported a congressional inquiry.By Reuters","https://www.nytimes.com/video/us/politics/100000006759851/biden-trump-impeachment.html?searchResultPosition=20","null","null","Most-Viewed","null",""
"1571026210-3241","https://www.nytimes.com/search?query=joe+biden","Joe Biden Is ProblematicNo amount of growth or good intentions will change this fact.By Charles M. BlowPRINT EDITIONJoe Biden Is  Problematic on Racial Issues|September 16, 2019, Page A23","https://www.nytimes.com/2019/09/15/opinion/joe-biden.html?searchResultPosition=4","Joe Biden Is Problematic","No amount of growth or good intentions will change this fact.","","null","He, like the other Democratic candidates, would be a vast improvement over Donald Trump."
"1571026138-2577","https://www.nytimes.com/search?query=joe+biden","What We Know About Hunter Biden’s Business in ChinaWithout presenting any evidence, President Trump suggested that China showered money on Mr. Biden to influence his father as vice president and win favorable trade deals with the United States.By Sharon LaFraniere and Michael ForsythePRINT EDITIONFacts vs. Baseless Claims About a Biden and China|October 4, 2019, Page A19","https://www.nytimes.com/2019/10/03/us/politics/hunter-biden-china.html?searchResultPosition=29","What We Know About Hunter Biden’s Business in China","null","","null","For example, the company invested in Face++, a division of the Chinese company Megvii, which specializes in facial recognition technology that is promoted for use by China’s police, according to a report by Human Rights Watch. BHR also invested alongside AVIC, a major state-owned aerospace and defense company that builds fighter jets for the Chinese military."
"1571026159-2745","https://www.nytimes.com/search?query=joe+biden","Facebook’s Hands-Off Approach to Political Speech Gets Impeachment TestThe company’s handling of a Trump campaign ad with unsubstantiated accusations about Joseph Biden foreshadows a continuing fight over misinformation.By Cecilia KangPRINT EDITIONFacebook  Won’t Pull  Ads That Lie|October 9, 2019, Page B1","https://www.nytimes.com/2019/10/08/technology/facebook-trump-biden-ad.html?searchResultPosition=22","Facebook’s Hands-Off Approach to Political Speech Gets Impeachment Test","null","","null","Even false statements and misleading content in ads, the company has said, are an important part of the political conversation."
"1571026210-3247","https://www.nytimes.com/search?query=joe+biden","Joe Biden Is ProblematicNo amount of growth or good intentions will change this fact.By Charles M. BlowPRINT EDITIONJoe Biden Is  Problematic on Racial Issues|September 16, 2019, Page A23","https://www.nytimes.com/2019/09/15/opinion/joe-biden.html?searchResultPosition=4","Joe Biden Is Problematic","No amount of growth or good intentions will change this fact.","","null","We bring social workers into homes and parents to help them deal with how to raise their children. It’s not that they don’t want to help. They don’t — they don’t know quite what to do. Play the radio, make sure the television — excuse me, make sure you have the record player on at night, the — the — make sure that kids hear words. A kid coming from a very poor school — a very poor background will hear four million words fewer spoken by the time they get there."
"1571026175-2934","https://www.nytimes.com/search?query=joe+biden","Hunter Biden to Leave Chinese Company Board, Addressing Appearance of a ConflictAs next debate approaches, Joseph R. Biden’s son also said he would not work for foreign-owned companies if his father became president.By Katie GlueckPRINT EDITIONBiden’s Son to Leave Chinese Company, Pre-empting Conflict of Interest|Page A18","https://www.nytimes.com/2019/10/13/us/politics/hunter-biden-china.html?searchResultPosition=16","Hunter Biden to Leave Chinese Company Board, Addressing Appearance of a Conflict","As next debate approaches, Joseph R. Biden’s son also said he would not work for foreign-owned companies if his father became president.","","null","Still, some Democrats say the national focus on Mr. Biden’s family has become a political vulnerability, moving him off his campaign message and forcing him to play defense."
"1571026146-2635","https://www.nytimes.com/search?query=joe+biden","Biden on Impeachment, L.G.B.T.Q. Forum: This Week in the 2020 RaceHere are seven things that happened on the presidential campaign trail this week.By Maggie Astor and Matt StevensPRINT EDITIONOctober 13, 2019","https://www.nytimes.com/2019/10/12/us/politics/joe-biden-impeachment-bernie-sanders.html?searchResultPosition=26","Biden on Impeachment, L.G.B.T.Q. Forum: This Week in the 2020 Race","Here are seven things that happened on the presidential campaign trail this week.","","null","Perhaps more consequentially, Mr. Sanders told reporters on Tuesday that he would be changing the “nature” of his campaign by doing fewer events. On Wednesday, he said he had misspoken."
"1571026190-3066","https://www.nytimes.com/search?query=joe+biden","Joe Biden Believes in the Good Will of Republicans. Is That Naïve?As he runs for president, Joseph R. Biden Jr. has trumpeted his ability to work with Republicans, including Mitch McConnell. Others in his party view that as antiquated and unrealistic.By Glenn ThrushPRINT EDITIONBiden Has Faith in McConnell. Some Democratic Rivals Wonder Why.|September 19, 2019, Page A17","https://www.nytimes.com/2019/09/18/us/politics/joe-biden-mitch-mcconnell.html?searchResultPosition=11","Joe Biden Believes in the Good Will of Republicans. Is That Naïve?","null","","null","Two days before the deadline, the talks stalled. That’s when Mr. McConnell placed his call to Mr. Biden, who was on Air Force Two. “Get off now!” Mr. McConnell said in a voice mail message, according to former aides to both men."
"1571026213-3263","https://www.nytimes.com/search?query=joe+biden","The Bygone Baggage of Joe BidenThe politics that created the conditions for Trump cannot be the politics that defeat him.By Roger CohenPRINT EDITIONThe Bygone Baggage of Joe Biden|September 21, 2019, Page A26","https://www.nytimes.com/2019/09/20/opinion/biden-warren-2020-elections.html?searchResultPosition=3","The Bygone Baggage of Joe Biden","The politics that created the conditions for Trump cannot be the politics that defeat him.","","null","Snapping at their heels, from a growing distance, is Bernie Sanders, with voice raised. His habitual dyspepsia has been sharpened by the way Warren steals his revolutionary thunder. No socialist, she; on the contrary, Warren calls herself a “capitalist to my bones,” but ready, unlike Biden, to tax the superrich who have skewed America’s promise. That’s her economic patriotism — a smart way to fight Donald Trump’s economic nationalism."
"1571026146-2636","https://www.nytimes.com/search?query=joe+biden","Biden on Impeachment, L.G.B.T.Q. Forum: This Week in the 2020 RaceHere are seven things that happened on the presidential campaign trail this week.By Maggie Astor and Matt StevensPRINT EDITIONOctober 13, 2019","https://www.nytimes.com/2019/10/12/us/politics/joe-biden-impeachment-bernie-sanders.html?searchResultPosition=26","Biden on Impeachment, L.G.B.T.Q. Forum: This Week in the 2020 Race","Here are seven things that happened on the presidential campaign trail this week.","","null","Senator Elizabeth Warren of Massachusetts often tells voters that after she became “visibly pregnant” at the end of her first year as a public-school teacher, the principal wished her luck and hired someone else to replace her."
"1571026156-2738","https://www.nytimes.com/search?query=joe+biden","Joe Biden Pokes Fun at His Own ‘Gaffes’ With Stephen ColbertThe former vice president made his late-night comedy debut as a 2020 candidate.By Katie Glueck and Matt StevensPRINT EDITIONSeptember 5, 2019","https://www.nytimes.com/2019/09/04/us/politics/stephen-colbert-told-joe-biden-to-run-in-2016-what-will-he-say-tonight.html?searchResultPosition=23","Joe Biden Pokes Fun at His Own ‘Gaffes’ With Stephen Colbert","The former vice president made his late-night comedy debut as a 2020 candidate.","","null","“Old men fight! Old men fight! Old men fight!” said Trevor Noah of “The Daily Show,” after highlighting a back-and-forth between Mr. Biden, 76, and Mr. Trump, who is now 73. “This would be hilarious. These two dudes fighting? It’s like, ‘let’s get ready to stumble.’”"
"1571026161-2784","https://www.nytimes.com/search?query=joe+biden","Top Biden Donors Gather Amid Storm Clouds Over CampaignNow fourth in the Democratic money chase and under fire from President Trump, Joseph R. Biden Jr. is increasingly dependent on his top donors, many of whom met in Philadelphia.By Shane GoldmacherPRINT EDITIONWith Biden Under Attack, Big-Money Donors Gather to Plot Fortifications|October 7, 2019, Page A20","https://www.nytimes.com/2019/10/05/us/politics/biden-donors.html?searchResultPosition=21","Top Biden Donors Gather Amid Storm Clouds Over Campaign","Now fourth in the Democratic money chase and under fire from President Trump, Joseph R. Biden Jr. is increasingly dependent on his top donors, many of whom met in Philadelphia.","","null","Still, the reality began to sink in for the assembled donors: Mr. Biden is likely to be outspent in the coming months. Unlike his two leading rivals, Mr. Biden did not disclose a cash-on-hand total. Mr. Sanders had $33.7 million in the bank. Ms. Warren has $25.7 million."
"1571026138-2569","https://www.nytimes.com/search?query=joe+biden","What We Know About Hunter Biden’s Business in ChinaWithout presenting any evidence, President Trump suggested that China showered money on Mr. Biden to influence his father as vice president and win favorable trade deals with the United States.By Sharon LaFraniere and Michael ForsythePRINT EDITIONFacts vs. Baseless Claims About a Biden and China|October 4, 2019, Page A19","https://www.nytimes.com/2019/10/03/us/politics/hunter-biden-china.html?searchResultPosition=29","What We Know About Hunter Biden’s Business in China","null","","null","A spokesman for the Biden campaign also said that the former vice president never discussed the China venture with his son."
"1571026197-3110","https://www.nytimes.com/search?query=joe+biden","For Joe Biden, Trump Impeachment Inquiry Brings a Long-Expected TestAs the House of Representatives begins an inquiry, Mr. Biden has been drawn into a wildly unpredictable situation that may affect his standing in the 2020 race.By Alexander Burns and Katie GlueckPRINT EDITIONFor Biden, Sign of Campaign’s Strength Is Also Hint of Its Vulnerability|September 25, 2019, Page A17","https://www.nytimes.com/2019/09/24/us/politics/joe-biden-trump-impeachment.html?searchResultPosition=9","For Joe Biden, Trump Impeachment Inquiry Brings a Long-Expected Test","As the House of Representatives begins an inquiry, Mr. Biden has been drawn into a wildly unpredictable situation that may affect his standing in the 2020 race.","Katie Glueck","null",""
"1571026153-2703","https://www.nytimes.com/search?query=joe+biden","Biden Fund-Raising Effort Trails Sanders and ButtigiegThe sum was $7 million less than Mr. Biden’s fund-raising haul in the previous quarter.By Katie GlueckPRINT EDITIONBiden Slips Behind Rivals, With $15 Million in Quarter|October 4, 2019, Page A14","https://www.nytimes.com/2019/10/03/us/politics/joe-biden-q3-fundraising.html?searchResultPosition=24","Biden Fund-Raising Effort Trails Sanders and Buttigieg","The sum was $7 million less than Mr. Biden’s fund-raising haul in the previous quarter.","","null","At the fund-raiser, Mr. Biden appeared to take a veiled shot at the views of some of his more liberal opponents as he cautioned against a “socialist” response to President Trump, according to a news media pool report from the event. Mr. Sanders is a democratic socialist."
"1571026166-2835","https://www.nytimes.com/search?query=joe+biden","On Climate Change, Biden Has a Record and a Plan. Young Activists Want More.No  presidential candidate has Joseph R. Biden Jr.’s experience in the trenches of the climate wars. For a youth-driven movement, though, he may not be the man of the hour.By Lisa FriedmanPRINT EDITIONOn Climate, Biden Sees A Stream of Progress. Activists Want a Wave.|October 11, 2019, Page A17","https://www.nytimes.com/2019/10/09/climate/climate-change-biden.html?searchResultPosition=19","On Climate Change, Biden Has a Record and a Plan. Young Activists Want More.","null","","null","It is true that Mr. Biden’s climate plan is neither the priciest nor the most ambitious — others call for reaching carbon neutrality well before midcentury. His refusal to endorse calls for a ban on hydraulic fracturing, a natural-gas extraction method commonly called fracking, may be politically pragmatic as he courts voters in Pennsylvania and Ohio, but it is not popular with activists."
"1571026141-2603","https://www.nytimes.com/search?query=joe+biden","At Minneapolis Rally, an Angry Trump Reserves Sharpest Attack for BidenAt a fiery campaign rally Thursday night in Minnesota, President Trump said former Vice President Joseph R. Biden Jr. did nothing but “kiss Barack Obama’s ass.”By Annie Karni and Peter BakerPRINT EDITIONAngry Trump Goes on the Offensive in Minnesota|October 11, 2019, Page A21","https://www.nytimes.com/2019/10/10/us/politics/trump-rally-minneapolis.html?searchResultPosition=28","At Minneapolis Rally, an Angry Trump Reserves Sharpest Attack for Biden","null","","null","He bemoaned the fact that so many Somali refugees had been allowed to resettle in Minnesota and boasted that he had closed the door to many foreigners seeking protection in the United States. “I have reduced refugee resettlement by 85 percent,” he said."
"1571026135-2524","https://www.nytimes.com/search?query=joe+biden","Trump Publicly Urges China to Investigate the BidensPresident Trump made a similar, but private, request of the president of Ukraine, an episode that has prompted an impeachment inquiry.By Peter Baker and Eileen SullivanPRINT EDITIONIn a Brash Public Move,  Trump Asks the Chinese  To Examine the Bidens|October 4, 2019, Page A1","https://www.nytimes.com/2019/10/03/us/politics/trump-china-bidens.html?searchResultPosition=30","Trump Publicly Urges China to Investigate the Bidens","President Trump made a similar, but private, request of the president of Ukraine, an episode that has prompted an impeachment inquiry.","","null","Throughout his presidency, Mr. Trump has made little effort to hide actions or statements that critics called outrageous violations of norms and standards. And yet because he does them in public, they seem to stir less blowback than if they had been done behind closed doors. Among other things, he repeatedly called on his own Justice Department to investigate his Democratic foes and eventually fired his first attorney general for not protecting him from the Russia investigation."
"1571026175-2938","https://www.nytimes.com/search?query=joe+biden","Hunter Biden to Leave Chinese Company Board, Addressing Appearance of a ConflictAs next debate approaches, Joseph R. Biden’s son also said he would not work for foreign-owned companies if his father became president.By Katie GlueckPRINT EDITIONBiden’s Son to Leave Chinese Company, Pre-empting Conflict of Interest|Page A18","https://www.nytimes.com/2019/10/13/us/politics/hunter-biden-china.html?searchResultPosition=16","Hunter Biden to Leave Chinese Company Board, Addressing Appearance of a Conflict","As next debate approaches, Joseph R. Biden’s son also said he would not work for foreign-owned companies if his father became president.","","null","Mr. Biden sought to take that tack with reporters Sunday, repeatedly seeking to direct attention back to Mr. Trump’s behavior."
"1571026192-3095","https://www.nytimes.com/search?query=joe+biden","Joe Biden Has Tense Exchange Over L.G.B.T.Q. RecordPressed about his decades-old opposition to same-sex marriage, Mr. Biden pushed back, saying he didn’t “have to evolve.”By Reid J. Epstein and Lisa LererPRINT EDITIONBiden Has Tense Exchange on L.G.B.T. Record|September 21, 2019, Page A21","https://www.nytimes.com/2019/09/20/us/politics/lgbt-forum-2020.html?searchResultPosition=10","Joe Biden Has Tense Exchange Over L.G.B.T.Q. Record","Pressed about his decades-old opposition to same-sex marriage, Mr. Biden pushed back, saying he didn’t “have to evolve.”","","null","“It’s about time we had a woke president on these issues,” Senator Cory Booker said, “so we see everyone for the equal dignity and equal citizenship we all have.”"
"1571026205-3216","https://www.nytimes.com/search?query=joe+biden","What Joe Biden Learned at the Last Two ImpeachmentsUntil Wednesday, he had resisted calling for President Trump’s impeachment. His experience as a senator helps explain his restraint.By Matt FlegenheimerPRINT EDITIONBiden’s Years in Senate Fueled His Wariness of Impeachment|October 10, 2019, Page A1","https://www.nytimes.com/2019/10/09/us/politics/joe-biden-impeachment-nixon-clinton.html?searchResultPosition=6","What Joe Biden Learned at the Last Two Impeachments","Until Wednesday, he had resisted calling for President Trump’s impeachment. His experience as a senator helps explain his restraint.","","null","In his 2007 memoir, “Promises to Keep,” Mr. Biden described a formative memory of a crucial meeting after Mr. Nixon asked Senator John Stennis, a conservative Democrat from Mississippi, to run interference for the White House by listening to the Watergate tapes and summarizing them for his colleagues, rather than insisting on their wide release."
"1571026169-2886","https://www.nytimes.com/search?query=joe+biden","Trump Lashes Out at Bidens at Campaign RallyPresident Trump criticized former Vice President Joseph R. Biden Jr. and Mr. Biden’s son, Hunter, during a rally in Minneapolis on Thursday, his first since the beginning of an impeachment inquiry last month.By The New York Times","https://www.nytimes.com/video/us/politics/100000006763324/trump-biden-hunter-rally.html?searchResultPosition=18","null","null","RSS","null",""
"1571026175-2941","https://www.nytimes.com/search?query=joe+biden","Hunter Biden to Leave Chinese Company Board, Addressing Appearance of a ConflictAs next debate approaches, Joseph R. Biden’s son also said he would not work for foreign-owned companies if his father became president.By Katie GlueckPRINT EDITIONBiden’s Son to Leave Chinese Company, Pre-empting Conflict of Interest|Page A18","https://www.nytimes.com/2019/10/13/us/politics/hunter-biden-china.html?searchResultPosition=16","Hunter Biden to Leave Chinese Company Board, Addressing Appearance of a Conflict","As next debate approaches, Joseph R. Biden’s son also said he would not work for foreign-owned companies if his father became president.","","null","In the weeks since news broke that Mr. Trump urged the Ukrainians to look into Mr. Biden’s family, he has held only a handful of public events, spending significant time at fund-raisers as the third quarter of the year drew to a close.  He finished the quarter having raised about $10 million less than his two top rivals, Elizabeth Warren and Bernie Sanders."
"1571026164-2798","https://www.nytimes.com/search?query=joe+biden","Trump ‘Should Be Impeached,’ Biden SaysAt a campaign event, former Vice President Joseph R. Biden Jr. called for the impeachment of President Trump. Mr. Biden has previously only supported a congressional inquiry.By Reuters","https://www.nytimes.com/video/us/politics/100000006759851/biden-trump-impeachment.html?searchResultPosition=20","null","null","Visual Investigations","null",""
"1571026190-3064","https://www.nytimes.com/search?query=joe+biden","Joe Biden Believes in the Good Will of Republicans. Is That Naïve?As he runs for president, Joseph R. Biden Jr. has trumpeted his ability to work with Republicans, including Mitch McConnell. Others in his party view that as antiquated and unrealistic.By Glenn ThrushPRINT EDITIONBiden Has Faith in McConnell. Some Democratic Rivals Wonder Why.|September 19, 2019, Page A17","https://www.nytimes.com/2019/09/18/us/politics/joe-biden-mitch-mcconnell.html?searchResultPosition=11","Joe Biden Believes in the Good Will of Republicans. Is That Naïve?","null","","null","Mr. Reid staked out a maximalist position, saying he was willing to go over the cliff; Mr. Obama, despite having campaigned on the issue, was worried “that a sudden major tax hike and massive spending cut could together trigger another recession,” Gene Sperling, a top Obama economic aide, said in an interview."
"1571026141-2580","https://www.nytimes.com/search?query=joe+biden","At Minneapolis Rally, an Angry Trump Reserves Sharpest Attack for BidenAt a fiery campaign rally Thursday night in Minnesota, President Trump said former Vice President Joseph R. Biden Jr. did nothing but “kiss Barack Obama’s ass.”By Annie Karni and Peter BakerPRINT EDITIONAngry Trump Goes on the Offensive in Minnesota|October 11, 2019, Page A21","https://www.nytimes.com/2019/10/10/us/politics/trump-rally-minneapolis.html?searchResultPosition=28","At Minneapolis Rally, an Angry Trump Reserves Sharpest Attack for Biden","null","","null","MINNEAPOLIS — A fired-up President Trump lashed out against Democrats at a combative campaign rally on Thursday night, deriding them as “very sick and deranged people” who were only investigating him for abuse of power in order to “erase your vote.”"
"1571026210-3258","https://www.nytimes.com/search?query=joe+biden","Joe Biden Is ProblematicNo amount of growth or good intentions will change this fact.By Charles M. BlowPRINT EDITIONJoe Biden Is  Problematic on Racial Issues|September 16, 2019, Page A23","https://www.nytimes.com/2019/09/15/opinion/joe-biden.html?searchResultPosition=4","Joe Biden Is Problematic","No amount of growth or good intentions will change this fact.","","null","This critique of Biden isn’t personal. I bear no ill will for the man. But, a fact is a fact, and no amount of growth, change or well-intentioned good-heartedness has the ability to erase it."
"1571026216-3276","https://www.nytimes.com/search?query=joe+biden","The President, Joe Biden and UkraineA secret whistle-blower complaint has raised questions about whether President Trump improperly pressured a foreign government to investigate a political opponent.","https://www.nytimes.com/2019/09/23/podcasts/the-daily/trump-biden-ukraine.html?searchResultPosition=2","null","null","","null","Over the weekend, reports of a secret whistle-blower complaint against President Trump turned into allegations that the president had courted foreign interference from Ukraine to hurt a leading Democratic rival, former Vice President Joseph R. Biden Jr. Mr. Trump called the allegations a “witch hunt” and accused Mr. Biden of corruption."
"1571026219-3293","https://www.nytimes.com/search?query=joe+biden","Joe Biden: Banning Assault Weapons WorksThat’s why, as president, I will push to ban them again.By Joe BidenPRINT EDITIONBanning Assault Weapons Works|August 12, 2019, Page A23","https://www.nytimes.com/2019/08/11/opinion/joe-biden-ban-assault-weapons.html?searchResultPosition=1","Joe Biden: Banning Assault Weapons Works","That’s why, as president, I will push to ban them again.","","null","In Dayton, where the police responded immediately and neutralized the shooter within about 30 seconds, he was still able to massacre nine people and injure more than two dozen others because he carried an AR-style weapon with a magazine capable of holding 100 rounds."
