web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,date,content
"1571098245-3949","https://www.nytimes.com/search?query=Hillary+Clinton","Democrats Grapple With a Sprawling Primary Field, and No One to Shape ItThe field of 24 candidates is too unwieldy, some Democrats say. But with big names like the Clintons and Obamas remaining silent, the party lacks anyone to sort it out.By Reid J. EpsteinPRINT EDITIONParty Without Leader,  And a Primary Lineup With Too Many Names|July 5, 2019, Page A12","https://www.nytimes.com/2019/07/04/us/politics/democratic-candidates-president-2020.html?searchResultPosition=24","Democrats Grapple With a Sprawling Primary Field, and No One to Shape It","null","","July 4, 2019","The Democratic Party chairman, Tom Perez, said he considered the debates a roaring success, marked by high TV ratings and a focus on policy issues, while avoiding the attack-driven fireworks that characterized the 2016 Republican debates."
"1571098311-4351","https://www.nytimes.com/search?query=Hillary+Clinton","Biden’s Strategy for Managing the Ukraine StoryWary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.By Lisa Lerer and Reid J. EpsteinPRINT EDITIONBiden Team Draws Lessons From Clinton’s Defeat in Combating Trump|September 26, 2019, Page A17","https://www.nytimes.com/2019/09/25/us/politics/joe-hunter-biden-ukraine.html?searchResultPosition=5","Biden’s Strategy for Managing the Ukraine Story","Wary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.","Reid J. Epstein","null",""
"1571098285-4211","https://www.nytimes.com/search?query=Hillary+Clinton","Amy Chozick, ‘Chasing Hillary’ Author, on Writing Rituals and the Women Running for PresidentPlus: her evening ritual, which involves “Bachelor in Paradise” and CBD gummies.By The New York Times","https://www.nytimes.com/2019/08/23/us/amy-chozick-chasing-hillary-author-on-writing-rituals-and-the-women-running-for-president.html?searchResultPosition=13","Amy Chozick, ‘Chasing Hillary’ Author, on Writing Rituals and the Women Running for President","Plus: her evening ritual, which involves “Bachelor in Paradise” and CBD gummies.","","null","In July 2013, Jill Abramson, the former executive editor of The Times, put Amy Chozick on the “Hillary beat” ahead of the 2016 election. It was 649 days before Mrs. Clinton would announce she was running for president again; 1,226 days before she would lose to Donald Trump. Every major life decision in her 20s and 30s, Ms. Chozick writes in her book — when to get married, where to buy an apartment, whether to freeze her eggs until after the election — had revolved around a single looming question: What about Hillary Clinton?"
"1571098245-3917","https://www.nytimes.com/search?query=Hillary+Clinton","Democrats Grapple With a Sprawling Primary Field, and No One to Shape ItThe field of 24 candidates is too unwieldy, some Democrats say. But with big names like the Clintons and Obamas remaining silent, the party lacks anyone to sort it out.By Reid J. EpsteinPRINT EDITIONParty Without Leader,  And a Primary Lineup With Too Many Names|July 5, 2019, Page A12","https://www.nytimes.com/2019/07/04/us/politics/democratic-candidates-president-2020.html?searchResultPosition=24","Democrats Grapple With a Sprawling Primary Field, and No One to Shape It","null","Reid J. Epstein","July 4, 2019",""
"1571098311-4367","https://www.nytimes.com/search?query=Hillary+Clinton","Biden’s Strategy for Managing the Ukraine StoryWary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.By Lisa Lerer and Reid J. EpsteinPRINT EDITIONBiden Team Draws Lessons From Clinton’s Defeat in Combating Trump|September 26, 2019, Page A17","https://www.nytimes.com/2019/09/25/us/politics/joe-hunter-biden-ukraine.html?searchResultPosition=5","Biden’s Strategy for Managing the Ukraine Story","Wary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.","","null","“But you have to be thoughtful about how you respond to it so that you don’t let the president, with all of his capacity to impact folks like you to write what he says every day, to control the complete narrative,” he added."
"1571098249-3991","https://www.nytimes.com/search?query=Hillary+Clinton","These Are the Mistakes Democrats Don’t Want to Repeat in 2020Democrats still don’t agree on why they lost the White House in 2016. But the missteps of that election are dictating this one.By Lisa Lerer and Reid J. EpsteinPRINT EDITIONDefeat in 2016 Guides Game Plans for 2020|July 19, 2019, Page A11","https://www.nytimes.com/2019/07/18/us/politics/2020-candidates-election-2016.html?searchResultPosition=23","These Are the Mistakes Democrats Don’t Want to Repeat in 2020","null","","July 18, 2019","Her campaign, along with others in the party, believes that mobilizing these voters in cities like Detroit, Milwaukee and Philadelphia could make the difference in the three states in question."
"1571098289-4235","https://www.nytimes.com/search?query=Hillary+Clinton","Caucuses in Iowa Won’t Include Absentee Participation, D.N.C. SaysIowa Democrats wanted to allow some caucusgoers to vote by phone next year, but committee leaders concluded that such a system would not be secure. They plan to give the state, and Nevada, waivers from new party rules.By Reid J. EpsteinPRINT EDITIONIowa and Nevada Caucuses May Get Pass on Including Remote Voters|August 31, 2019, Page A15","https://www.nytimes.com/2019/08/30/us/politics/dnc-iowa-virtual-caucus.html?searchResultPosition=12","Caucuses in Iowa Won’t Include Absentee Participation, D.N.C. Says","Iowa Democrats wanted to allow some caucusgoers to vote by phone next year, but committee leaders concluded that such a system would not be secure. They plan to give the state, and Nevada, waivers from new party rules.","","null","Nine states that held Democratic presidential caucuses in 2016 — Alaska, Colorado, Hawaii, Idaho, Maine, Minnesota, Nebraska, Utah and Washington — have switched to primaries for 2020 at the urging of the D.N.C."
"1571098295-4263","https://www.nytimes.com/search?query=Hillary+Clinton","Amid Diplomatic Strain, House Opens Inquiry Into Trump’s Dealings With UkrainePresident Trump has signaled displeasure with the American ally. His lawyer has been pressing the government in Kiev to investigate his political foes.By Kenneth P. VogelPRINT EDITIONU.S. House Opens Query  Into Trump’s Handling Of Policies for Ukraine|September 10, 2019, Page A11","https://www.nytimes.com/2019/09/09/us/politics/trump-ukraine-house-investigation.html?searchResultPosition=10","Amid Diplomatic Strain, House Opens Inquiry Into Trump’s Dealings With Ukraine","null","","Sept. 9, 2019","On Monday, three House committees announced that they were opening a wide-ranging investigation into whether Mr. Trump and Mr. Giuliani were misappropriating the American foreign policy apparatus for political ends."
"1571098252-4025","https://www.nytimes.com/search?query=Hillary+Clinton","Who Still Calls It a ‘Glass Ceiling?’ Not the 6 Women Running for President“Shake the table.” “Break things.” “Persist.” These are the metaphors of a new generation of political candidates.By Jessica BennettPRINT EDITIONField of Women Breaks From ‘the Glass Ceiling’|July 24, 2019, Page A1","https://www.nytimes.com/2019/07/23/us/politics/glass-ceiling-female-candidates-2020.html?searchResultPosition=22","Who Still Calls It a ‘Glass Ceiling?’ Not the 6 Women Running for President","“Shake the table.” “Break things.” “Persist.” These are the metaphors of a new generation of political candidates.","","null","“There are still barriers, but the highest and hardest glass ceiling has so many cracks in it, it is well on its way to becoming an outdated standard.”"
"1571098311-4373","https://www.nytimes.com/search?query=Hillary+Clinton","Biden’s Strategy for Managing the Ukraine StoryWary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.By Lisa Lerer and Reid J. EpsteinPRINT EDITIONBiden Team Draws Lessons From Clinton’s Defeat in Combating Trump|September 26, 2019, Page A17","https://www.nytimes.com/2019/09/25/us/politics/joe-hunter-biden-ukraine.html?searchResultPosition=5","Biden’s Strategy for Managing the Ukraine Story","Wary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.","","null","There is no evidence so far to support Mr. Trump’s claim that Mr. Biden improperly intervened to help his son’s business in Ukraine. But that hasn’t stopped the Trump campaign from pushing the allegations, giving Mr. Biden the nickname “Quid Pro Joe.” (Mr. Trump himself seems to be sticking with “Sleepy Joe.”)"
"1571098257-4041","https://www.nytimes.com/search?query=Hillary+Clinton","Trump Says Mueller Was ‘Horrible’ and Republicans ‘Had a Good Day’President Trump criticized the special counsel’s performance before Congress, calling the pair of hearings a “disaster” for Democrats.By Michael D. Shear and Lola FaduluPRINT EDITIONTrump Says Hearings Gave Republicans a ‘Good Day’|July 25, 2019, Page A15","https://www.nytimes.com/2019/07/24/us/politics/trump-mueller.html?searchResultPosition=21","Trump Says Mueller Was ‘Horrible’ and Republicans ‘Had a Good Day’","null","","July 24, 2019","“This has been a disaster for the Democrats and a disaster for the reputation of Robert Mueller,” Mr. Trump tweeted about 90 minutes after the first hearing began, attributing the comment to Chris Wallace, the host of “Fox News Sunday.”"
"1571098229-3832","https://www.nytimes.com/search?query=Hillary+Clinton","Why Andrew Yang MattersAn interview with the policy-focused dark horse candidate.By David Leonhardt","https://www.nytimes.com/2019/06/13/opinion/andrew-yang-2020.html?searchResultPosition=29","Why Andrew Yang Matters","An interview with the policy-focused dark horse candidate.","","null","Yang is a former technology entrepreneur who has attracted more than 100,000 individual donors — enough to qualify him for inclusion in the first debates — in large part because of his detailed platform. His website includes more than 100 proposals."
"1571098323-4460","https://www.nytimes.com/search?query=Hillary+Clinton","State Dept. Investigating Email Practices of Hillary Clinton’s Former StaffThe inquiry is examining whether the employees used secure channels and the proper classification designations for what appeared to be routine emails at the time.By Edward Wong and Maggie HabermanPRINT EDITIONState Dept. Is Investigating Use of Email Under Clinton|September 30, 2019, Page A15","https://www.nytimes.com/2019/09/29/us/politics/hillary-clinton-email-server-state-department.html?searchResultPosition=1","State Dept. Investigating Email Practices of Hillary Clinton’s Former Staff","The inquiry is examining whether the employees used secure channels and the proper classification designations for what appeared to be routine emails at the time.","","null","Looking to future prospects of the inquiry, the diplomatic security bureau could decide to make a formal note in a person’s file saying he or she had mishandled classified information, according to the former officials. That could lead to that person being unable to get proper security clearances in the future, or the applicant might have to wait a long time for those clearances to be approved."
"1571098314-4383","https://www.nytimes.com/search?query=Hillary+Clinton","Alexandria Ocasio-Cortez and the Political Cost of HairWhy are we so obsessed?By Vanessa Friedman","https://www.nytimes.com/2019/10/11/style/alexandria-ocasio-cortez-hair-cost.html?searchResultPosition=4","Alexandria Ocasio-Cortez and the Political Cost of Hair","Why are we so obsessed?","","null","Almost immediately, charges of sexism and superficiality began to fly online (also, a debate about the average price of a woman’s haircut, and how little men seem to understand the cost of certain aspects of life)."
"1571098272-4117","https://www.nytimes.com/search?query=Hillary+Clinton","Peter Strzok Sues F.B.I., Saying His Firing Was Politically MotivatedMr. Strzok, who disparaged the president in text messages, said his termination violated his due process and free speech rights.By Katie BennerPRINT EDITIONF.B.I. Agent Says His Firing Was Politically Motivated|August 7, 2019, Page A18","https://www.nytimes.com/2019/08/06/us/politics/peter-strzok-lawsuit.html?searchResultPosition=17","Peter Strzok Sues F.B.I., Saying His Firing Was Politically Motivated","null","","Aug. 6, 2019","“While many in law enforcement have faced attacks by this president, Pete Strzok has been a constant target for two years,” Aitan D. Goelman, a partner with Zuckerman Spaeder and one of Mr. Strzok’s lawyers, said in a statement."
"1571098281-4186","https://www.nytimes.com/search?query=Hillary+Clinton","Fact-Checking Trump’s Claim That Google ‘Manipulated’ Millions of Votes for ClintonAfter making baseless claims of voter fraud, the president has turned to a new way of explaining his loss of the popular vote in 2016.By Linda QiuPRINT EDITIONAugust 20, 2019, Page A12","https://www.nytimes.com/2019/08/19/us/politics/google-votes-election-trump.html?searchResultPosition=14","Fact-Checking Trump’s Claim That Google ‘Manipulated’ Millions of Votes for Clinton","After making baseless claims of voter fraud, the president has turned to a new way of explaining his loss of the popular vote in 2016.","","null","“There’s a substantial shift in context, and a difference in asking someone in an experiment about likely voting behavior and how they might actually act during an election,” Mr. Diakopoulos said."
"1571098231-3850","https://www.nytimes.com/search?query=Hillary+Clinton","Hillary Clinton, in Graduation Speech, Calls for Renewed Focus on Russian InterferenceSpeaking at Hunter College commencement in New York City, Mrs. Clinton urged Americans to confront Russian meddling in the 2016 presidential election.By Matt StevensPRINT EDITIONClinton Urges Americans to Confront Russian Interference|May 30, 2019, Page A16","https://www.nytimes.com/2019/05/29/us/politics/hillary-clinton-graduation-speech.html?searchResultPosition=28","Hillary Clinton, in Graduation Speech, Calls for Renewed Focus on Russian Interference","null","","May 29, 2019","“It wasn’t even a close call,” Mrs. Clinton said of Facebook’s decision not to remove the content. “The video is sexist trash.”"
"1571098257-4058","https://www.nytimes.com/search?query=Hillary+Clinton","Trump Says Mueller Was ‘Horrible’ and Republicans ‘Had a Good Day’President Trump criticized the special counsel’s performance before Congress, calling the pair of hearings a “disaster” for Democrats.By Michael D. Shear and Lola FaduluPRINT EDITIONTrump Says Hearings Gave Republicans a ‘Good Day’|July 25, 2019, Page A15","https://www.nytimes.com/2019/07/24/us/politics/trump-mueller.html?searchResultPosition=21","Trump Says Mueller Was ‘Horrible’ and Republicans ‘Had a Good Day’","null","","July 24, 2019","At DiCarlo’s Pizza, about 500 feet from the Trump fund-raiser, the TV was tuned to NBC’s airing of Mr. Mueller’s testimony. Diners watched it between bites of pizza and hoagies."
"1571098249-3959","https://www.nytimes.com/search?query=Hillary+Clinton","These Are the Mistakes Democrats Don’t Want to Repeat in 2020Democrats still don’t agree on why they lost the White House in 2016. But the missteps of that election are dictating this one.By Lisa Lerer and Reid J. EpsteinPRINT EDITIONDefeat in 2016 Guides Game Plans for 2020|July 19, 2019, Page A11","https://www.nytimes.com/2019/07/18/us/politics/2020-candidates-election-2016.html?searchResultPosition=23","These Are the Mistakes Democrats Don’t Want to Repeat in 2020","null","","July 18, 2019","Was it the loss of working-class white voters or urban black voters? Too much talk of Donald J. Trump or not enough? And what about those Russians?"
"1571098311-4371","https://www.nytimes.com/search?query=Hillary+Clinton","Biden’s Strategy for Managing the Ukraine StoryWary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.By Lisa Lerer and Reid J. EpsteinPRINT EDITIONBiden Team Draws Lessons From Clinton’s Defeat in Combating Trump|September 26, 2019, Page A17","https://www.nytimes.com/2019/09/25/us/politics/joe-hunter-biden-ukraine.html?searchResultPosition=5","Biden’s Strategy for Managing the Ukraine Story","Wary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.","","null","But even some opponents privately worry that this moment could elevate Mr. Biden’s campaign if he handles it deftly, putting the former vice president on equal footing with the president and making it hard for his rivals to get their share of attention."
"1571098292-4254","https://www.nytimes.com/search?query=Hillary+Clinton","Dare We Dream of the End of the G.O.P.?In a new book, the pollster Stanley Greenberg predicts a blue tidal wave in 2020.By Michelle Goldberg","https://www.nytimes.com/2019/09/06/opinion/trump-democrats-2020.html?searchResultPosition=11","Dare We Dream of the End of the G.O.P.?","In a new book, the pollster Stanley Greenberg predicts a blue tidal wave in 2020.","","null","The specter of California haunts the modern right; many conservatives see it as a portent of what demographic change will do to Republican power nationally. But California can just as easily be seen as a sign of how a political party can drive itself to ruin by making a cruel, doomed stand against the coming generation. If Greenberg is right, national Republicans, fearful of going the way of those in California, may have ensured precisely that fate."
"1571098311-4356","https://www.nytimes.com/search?query=Hillary+Clinton","Biden’s Strategy for Managing the Ukraine StoryWary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.By Lisa Lerer and Reid J. EpsteinPRINT EDITIONBiden Team Draws Lessons From Clinton’s Defeat in Combating Trump|September 26, 2019, Page A17","https://www.nytimes.com/2019/09/25/us/politics/joe-hunter-biden-ukraine.html?searchResultPosition=5","Biden’s Strategy for Managing the Ukraine Story","Wary of the way Republicans and President Trump attacked Hillary Clinton in 2016, the Biden camp is looking for ways to control the story line.","","null","Now, Mr. Biden and his team think they have the answers. Among their conclusions: There are no guardrails. No one else will fight your battles. Responding to accusations from Mr. Trump and his allies — even to deny them — only gives them oxygen. And haranguing the referees in the media is a must."
"1571098239-3891","https://www.nytimes.com/search?query=Hillary+Clinton","To Back Warren Is to Treat Politics as a Matter of SubstanceDetailed plans can tell a candidate’s story about what kind of person she is — and what kind of president she would be.By Mark Schmitt","https://www.nytimes.com/2019/06/27/opinion/elizabeth-warren-democratic-debate.html?searchResultPosition=26","To Back Warren Is to Treat Politics as a Matter of Substance","Detailed plans can tell a candidate’s story about what kind of person she is — and what kind of president she would be.","","null","Finally, off in the distance, there’s a risk that policy plans will be seen as a false promise. The next president won’t simply be able to carry out those plans, and probably shouldn’t try. If the Office of Management and Budget and key federal agencies can be restored to full capacity, and with external organizations providing more help than they can to a candidate, the next White House can probably produce better plans, spotting more potential problems, than a handful of policy analysts on a campaign."
"1571098281-4176","https://www.nytimes.com/search?query=Hillary+Clinton","Fact-Checking Trump’s Claim That Google ‘Manipulated’ Millions of Votes for ClintonAfter making baseless claims of voter fraud, the president has turned to a new way of explaining his loss of the popular vote in 2016.By Linda QiuPRINT EDITIONAugust 20, 2019, Page A12","https://www.nytimes.com/2019/08/19/us/politics/google-votes-election-trump.html?searchResultPosition=14","Fact-Checking Trump’s Claim That Google ‘Manipulated’ Millions of Votes for Clinton","After making baseless claims of voter fraud, the president has turned to a new way of explaining his loss of the popular vote in 2016.","","null","In an interview, Mr. Epstein took issue with Mr. Trump’s characterization of his work."
"1571098289-4214","https://www.nytimes.com/search?query=Hillary+Clinton","Caucuses in Iowa Won’t Include Absentee Participation, D.N.C. SaysIowa Democrats wanted to allow some caucusgoers to vote by phone next year, but committee leaders concluded that such a system would not be secure. They plan to give the state, and Nevada, waivers from new party rules.By Reid J. EpsteinPRINT EDITIONIowa and Nevada Caucuses May Get Pass on Including Remote Voters|August 31, 2019, Page A15","https://www.nytimes.com/2019/08/30/us/politics/dnc-iowa-virtual-caucus.html?searchResultPosition=12","Caucuses in Iowa Won’t Include Absentee Participation, D.N.C. Says","Iowa Democrats wanted to allow some caucusgoers to vote by phone next year, but committee leaders concluded that such a system would not be secure. They plan to give the state, and Nevada, waivers from new party rules.","Reid J. Epstein","null",""
"1571098323-4449","https://www.nytimes.com/search?query=Hillary+Clinton","State Dept. Investigating Email Practices of Hillary Clinton’s Former StaffThe inquiry is examining whether the employees used secure channels and the proper classification designations for what appeared to be routine emails at the time.By Edward Wong and Maggie HabermanPRINT EDITIONState Dept. Is Investigating Use of Email Under Clinton|September 30, 2019, Page A15","https://www.nytimes.com/2019/09/29/us/politics/hillary-clinton-email-server-state-department.html?searchResultPosition=1","State Dept. Investigating Email Practices of Hillary Clinton’s Former Staff","The inquiry is examining whether the employees used secure channels and the proper classification designations for what appeared to be routine emails at the time.","","null","The emails were sent to Mrs. Clinton while she was secretary of state from 2009 to 2013, in President Barack Obama’s administration. They appear to have come to the attention of the diplomatic security bureau during the earlier inquiries conducted by the State Department, Congress and the F.B.I. into Mrs. Clinton’s use of a private email server."
"1571098278-4165","https://www.nytimes.com/search?query=Hillary+Clinton","In Epstein Tweets, Trump Revisits a Favored Conspiracy Genre: Murder“Conspiracy theories are a perfect tool to emotionally connect with voters and supporters,” said Sam Nunberg, a former campaign aide to the president.By Maggie Haberman and Annie KarniPRINT EDITIONPresident Once Again Fans Conspiracy Fire|August 13, 2019, Page A19","https://www.nytimes.com/2019/08/12/us/politics/trump-epstein-conspiracy-theories.html?searchResultPosition=15","In Epstein Tweets, Trump Revisits a Favored Conspiracy Genre: Murder","null","","Aug. 12, 2019","Mr. Trump’s personal lawyer, Rudolph W. Giuliani, had suggested on Saturday that he found Mr. Epstein’s death suspicious. But on Monday, he said: “It is best to wait for some key facts like the findings of the autopsy. Withholding judgment is the wisest course to follow. D.O.J. is very motivated to get to the bottom of it.”"
"1571098276-4140","https://www.nytimes.com/search?query=Hillary+Clinton","Team Players in Politics and LoveThe couple met while working on Hillary Clinton’s 2016 presidential campaign and Mrs. Clinton led them in their vows in Tarrytown, N.Y.By Rosalie R. RadomskyPRINT EDITIONUnited for, and now by, Hillary Clinton|July 28, 2019, Page ST14","https://www.nytimes.com/2019/07/27/fashion/weddings/team-players-in-politics-and-love.html?searchResultPosition=16","Team Players in Politics and Love","null","","July 27, 2019","On election night at the Javits center “the energy was hopeful and exciting,” said Ms. Biaggi, who then was deputy national operations director managing state logistics and state operations teams, but by the end of the night they knew they had lost."
