web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,date,content
1571004809-613,https://www.nytimes.com/search?query=bernie+sanders,"What Jane Sanders Is Telling Bernie Sanders About His 2020 BidJane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.By Sydney Ember and Jonathan MartinPRINT EDITION‘She Is His Engine’: What Jane Sanders Is Telling Her Husband About 2020|October 11, 2019, Page A17",https://www.nytimes.com/2019/10/10/us/politics/bernie-sanders-wife-jane.html?searchResultPosition=10,What Jane Sanders Is Telling Bernie Sanders About His 2020 Bid,"Jane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.",,"Oct. 10, 2019",But she has also complicated his presidential bid: A federal investigation into her role in a 2010 land deal as president of a Vermont college threatened to undercut his populist appeal. (Ms. Sanders’s lawyer said last year that he had been told the investigation had been closed.)
1571004792-407,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Campaign Shakes Up New Hampshire OperationMr. Sanders has overhauled his New Hampshire state operations, as his campaign fights to maintain support in a state he won by more than 22 percentage points in 2016.By Sydney Ember and Jonathan MartinPRINT EDITIONSanders Campaign Shakes Up Leadership of New Hampshire Operation|September 16, 2019, Page A15",https://www.nytimes.com/2019/09/15/us/politics/bernie-sanders-new-hampshire.html?searchResultPosition=17,Bernie Sanders Campaign Shakes Up New Hampshire Operation,null,,"Sept. 15, 2019","In a series of moves, the campaign has replaced the New Hampshire state director, Joe Caiazzo, with Shannon Jackson, who is a member of Mr. Sanders’s inner circle and who led the senator’s re-election campaign in Vermont last year. Mr. Caiazzo, who was Mr. Sanders’s political director in Massachusetts and Rhode Island during the 2016 campaign, has been named state director in Massachusetts."
1571004799-500,https://www.nytimes.com/search?query=bernie+sanders,"Young Voters Still ‘Feel the Bern,’ but Not Just for Bernie Sanders AnymoreThe Vermont senator benefited from a wave of enthusiasm from young people in 2016. Many still love him, but not him alone.By Sydney EmberPRINT EDITIONThey Still Love Bernie, But This Time Around He’s Got Competition|September 21, 2019, Page A22",https://www.nytimes.com/2019/09/20/us/politics/bernie-sanders-young-voters.html?searchResultPosition=14,"Young Voters Still ‘Feel the Bern,’ but Not Just for Bernie Sanders Anymore","The Vermont senator benefited from a wave of enthusiasm from young people in 2016. Many still love him, but not him alone.",,"Published Sept. 20, 2019","Jiego Lim, an 18-year-old student at the University of Nevada, Reno, who was volunteering at Mr. Sanders’s event there, said he supported Mr. Sanders but was also intrigued by Mayor Pete Buttigieg and Senator Kamala Harris. “I feel like we need a fresh new face in politics,” he said. “Bernie comes off aggressive to me sometimes.”"
1571004767-172,https://www.nytimes.com/search?query=bernie+sanders,"Sanders Posts Biggest Money Haul of Quarter. Will Warren Top Him?In the last three months, Bernie Sanders raised $25.3 million. Pete Buttigieg raised $19.1 million and Kamala Harris $11.6 million, at a time when donations signal viability.By Shane GoldmacherPRINT EDITIONSanders Posts Biggest Quarter, Adding $25 Million |October 2, 2019, Page A19",https://www.nytimes.com/2019/10/01/us/politics/democrats-q3-fundraising-numbers.html?searchResultPosition=28,Sanders Posts Biggest Money Haul of Quarter. Will Warren Top Him?,"In the last three months, Bernie Sanders raised $25.3 million. Pete Buttigieg raised $19.1 million and Kamala Harris $11.6 million, at a time when donations signal viability.",,"Published Oct. 1, 2019","The quarterly fund-raising report will be the first for Beto O’Rourke, the former Texas representative, since the shooting in his hometown of El Paso that appeared to give his candidacy fresh purpose."
1571004801-542,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Proposes a Wealth Tax: ‘I Don’t Think That Billionaires Should Exist’Mr. Sanders is embracing an idea at the center of Elizabeth Warren’s presidential campaign. His proposal goes further in who would be taxed and how much money would be raised.By Thomas KaplanPRINT EDITIONA Candidate Opposed to Billionaires Unveils His Tax Proposal|September 25, 2019, Page A13",https://www.nytimes.com/2019/09/24/us/politics/bernie-sanders-wealth-tax.html?searchResultPosition=13,Bernie Sanders Proposes a Wealth Tax: ‘I Don’t Think That Billionaires Should Exist’,Mr. Sanders is embracing an idea at the center of Elizabeth Warren’s presidential campaign. His proposal goes further in who would be taxed and how much money would be raised.,,"Sept. 24, 2019","Over all, the economists found, the cumulative wealth of the top 15 richest Americans in 2018 — amounting to $943 billion, using estimates from Forbes — would have been $434 billion under the Warren plan and $196 billion under the Sanders plan."
1571004812-645,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Says He Will Slow His Campaign Pace After Heart AttackThe Vermont senator said he would “change the nature” of his campaign. He also acknowledged that voters would take his health into account when deciding whether to support him.By Sydney Ember and Jonathan MartinPRINT EDITIONAfter Heart Attack, Sanders Will Slow Pace of His Campaign|October 9, 2019, Page A19",https://www.nytimes.com/2019/10/08/us/politics/bernie-sanders-heart-attack.html?searchResultPosition=9,Bernie Sanders Says He Will Slow His Campaign Pace After Heart Attack,The Vermont senator said he would “change the nature” of his campaign. He also acknowledged that voters would take his health into account when deciding whether to support him.,,"Oct. 8, 2019","It is now almost certain that he will have a far more difficult path to the nomination. Democrats are overwhelmingly focused on finding a candidate they believe can defeat Mr. Trump, having made clear in surveys that ousting a president they loathe is their top priority. Now, in addition to questions about whether he is too far to the left to win over general election voters, Mr. Sanders will have to face doubts about his physical capabilities."
1571004809-607,https://www.nytimes.com/search?query=bernie+sanders,"What Jane Sanders Is Telling Bernie Sanders About His 2020 BidJane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.By Sydney Ember and Jonathan MartinPRINT EDITION‘She Is His Engine’: What Jane Sanders Is Telling Her Husband About 2020|October 11, 2019, Page A17",https://www.nytimes.com/2019/10/10/us/politics/bernie-sanders-wife-jane.html?searchResultPosition=10,What Jane Sanders Is Telling Bernie Sanders About His 2020 Bid,"Jane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.",,"Oct. 10, 2019",She is also fiercely protective of her husband’s image.
1571004816-701,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Will Participate in Next Debate, His Campaign SaysThe Vermont senator’s wife said he is in good spirits and should be able to return home by the end of this coming weekend.By Sydney EmberPRINT EDITIONSanders’s Campaign Says He Will Be Ready for Democrats’ Next Debate|October 4, 2019, Page A17",https://www.nytimes.com/2019/10/03/us/politics/bernie-sanders-debate-heart.html?searchResultPosition=7,"Bernie Sanders Will Participate in Next Debate, His Campaign Says",The Vermont senator’s wife said he is in good spirits and should be able to return home by the end of this coming weekend.,,"Oct. 3, 2019","In her statement, Ms. Sanders, who traveled on Wednesday to Las Vegas and is now with Mr. Sanders as he recovers, said her husband was in a buoyant mood, that doctors were “pleased” with Mr. Sanders’s progress and that he had not needed any additional procedures."
1571004797-470,https://www.nytimes.com/search?query=bernie+sanders,"Should People Profit From Housing? Bernie Sanders Says Yes, and NoA plan for national rent control and for reining in speculators, but also for building wealth through homeownership.By Emily BadgerPRINT EDITIONProposal Puts Limits on Rent Increases|September 19, 2019, Page A18",https://www.nytimes.com/2019/09/19/upshot/Bernie-Sanders-housing-plan.html?searchResultPosition=15,"Should People Profit From Housing? Bernie Sanders Says Yes, and No","A plan for national rent control and for reining in speculators, but also for building wealth through homeownership.",,"Published Sept. 19, 2019","His housing plan says nothing about the profits of people buying and selling homes in the normal course of homeownership. In fact, Mr. Sanders would invest an additional $8 billion into federal programs to help first-time home buyers, precisely because homeownership in America is often a means of building wealth."
1571004781-281,https://www.nytimes.com/search?query=bernie+sanders,"Sanders Said He Had a Common Heart Procedure. So Why the Mystery?For three days, Mr. Sanders did not disclose pertinent health details, stirring questions about his condition. On Friday evening, doctors confirmed he had suffered a heart attack.By Lawrence K. Altman, M.D.PRINT EDITIONUncommon Reticence After a Common Procedure|October 5, 2019",https://www.nytimes.com/2019/10/04/us/politics/bernie-sanders-heart.html?searchResultPosition=22,Sanders Said He Had a Common Heart Procedure. So Why the Mystery?,"For three days, Mr. Sanders did not disclose pertinent health details, stirring questions about his condition. On Friday evening, doctors confirmed he had suffered a heart attack.",,"Published Oct. 4, 2019","With respect to release of health information, President Trump has not had a medical emergency while running for or serving in office, but he disclosed few specific laboratory test results initially in his 2016 campaign. He issued a four-paragraph letter from his personal physician stating that Mr. Trump would be “the healthiest individual ever elected to the presidency.” Closer to the 2016 election date, Mr. Trump’s doctor offered a more conventional letter that still omitted a number of details that would be part of a customary summary of a patient’s health."
1571004762-105,https://www.nytimes.com/search?query=bernie+sanders,"The Democrats Worth Staying Up Past Bedtime ForFor the way-too-young-to-vote crowd, 2020 events are still a draw.By Reid J. EpsteinPRINT EDITIONPast a 7-Year-Old’s Bedtime? Not When These Candidates Are in Town|October 12, 2019, Page A19",https://www.nytimes.com/2019/10/11/us/politics/2020-candidates-children.html?searchResultPosition=30,The Democrats Worth Staying Up Past Bedtime For,"For the way-too-young-to-vote crowd, 2020 events are still a draw.",,"Oct. 11, 2019","“I liked what she said,” she said. “We need to help people who don’t have enough money.”"
1571004799-517,https://www.nytimes.com/search?query=bernie+sanders,"Young Voters Still ‘Feel the Bern,’ but Not Just for Bernie Sanders AnymoreThe Vermont senator benefited from a wave of enthusiasm from young people in 2016. Many still love him, but not him alone.By Sydney EmberPRINT EDITIONThey Still Love Bernie, But This Time Around He’s Got Competition|September 21, 2019, Page A22",https://www.nytimes.com/2019/09/20/us/politics/bernie-sanders-young-voters.html?searchResultPosition=14,"Young Voters Still ‘Feel the Bern,’ but Not Just for Bernie Sanders Anymore","The Vermont senator benefited from a wave of enthusiasm from young people in 2016. Many still love him, but not him alone.",,"Published Sept. 20, 2019","With his characteristic verve that can exhaust even young reporters, Mr. Sanders has been in an all-out sprint to earn the vote of the youths, months before any of them can even cast their vote."
1571004790-395,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders, in Las Vegas, Previews Plan for Affordable HousingMr. Sanders invoked his own childhood growing up in a rent-controlled apartment, and contrasted it with the privilege of President Trump.By Sydney EmberPRINT EDITIONSanders Outlines $2.5 Trillion Affordable Housing Plan |September 15, 2019, Page A29",https://www.nytimes.com/2019/09/14/us/politics/bernie-sanders-housing.html?searchResultPosition=18,"Bernie Sanders, in Las Vegas, Previews Plan for Affordable Housing","Mr. Sanders invoked his own childhood growing up in a rent-controlled apartment, and contrasted it with the privilege of President Trump.",,"Published Sept. 14, 2019","Ms. Warren and Julián Castro, the former housing secretary under President Barack Obama, have already released their own housing proposals. Senator Kamala Harris has also introduced a bill that would allow overburdened renters to access a sliding tax credit based on factors like income and cost of rent."
1571004829-836,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Has a Heart Attack: This Week in the 2020 RaceHere are seven things that happened in the presidential campaign this week.By Matt Stevens and Maggie AstorPRINT EDITIONOctober 6, 2019",https://www.nytimes.com/2019/10/05/us/politics/bernie-sanders-heart-attack-q3-fundraising.html?searchResultPosition=1,Bernie Sanders Has a Heart Attack: This Week in the 2020 Race,Here are seven things that happened in the presidential campaign this week.,,null,"Before the event, both Mr. Biden (who participated) and Mr. Steyer (who wasn’t invited) released gun control plans."
1571004814-662,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Is Hospitalized, Raising Questions About His CandidacyThe Vermont senator had two stents inserted in an artery after experiencing chest discomfort at an event. His campaign canceled his events and said he would be resting for several days.By Sydney Ember and Jonathan MartinPRINT EDITIONHeart Trouble Pulls Sanders From the Trail|October 3, 2019, Page A1",https://www.nytimes.com/2019/10/02/us/politics/bernie-sanders-health.html?searchResultPosition=8,"Bernie Sanders Is Hospitalized, Raising Questions About His Candidacy",The Vermont senator had two stents inserted in an artery after experiencing chest discomfort at an event. His campaign canceled his events and said he would be resting for several days.,,"Published Oct. 2, 2019","Late Wednesday afternoon, Mr. Sanders posted a tweet thanking his well wishers and using the incident as an opportunity to plug his signature policy proposal, “Medicare for all.”"
1571004818-721,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Says He Knew of Heart Attack Three Days Before Disclosing It“I think we did it appropriately and did it as quickly as we could,” Mr. Sanders said. “No apologies.”By Maggie Astor and Sydney EmberPRINT EDITIONSanders Defends Delay  In Sharing Health News|October 10, 2019, Page A15",https://www.nytimes.com/2019/10/09/us/politics/bernie-sanders-heart-attack.html?searchResultPosition=6,Bernie Sanders Says He Knew of Heart Attack Three Days Before Disclosing It,"“I think we did it appropriately and did it as quickly as we could,” Mr. Sanders said. “No apologies.”",,null,"In an interview with NBC News, Mr. Sanders said a doctor at an urgent care facility in Las Vegas, where he went last Tuesday night after experiencing chest pain, had informed him that he was having a “heart event.” The interviewer then asked if the doctor had said he was having a heart attack, to which Mr. Sanders said, “Yeah.”"
1571004799-521,https://www.nytimes.com/search?query=bernie+sanders,"Young Voters Still ‘Feel the Bern,’ but Not Just for Bernie Sanders AnymoreThe Vermont senator benefited from a wave of enthusiasm from young people in 2016. Many still love him, but not him alone.By Sydney EmberPRINT EDITIONThey Still Love Bernie, But This Time Around He’s Got Competition|September 21, 2019, Page A22",https://www.nytimes.com/2019/09/20/us/politics/bernie-sanders-young-voters.html?searchResultPosition=14,"Young Voters Still ‘Feel the Bern,’ but Not Just for Bernie Sanders Anymore","The Vermont senator benefited from a wave of enthusiasm from young people in 2016. Many still love him, but not him alone.",,"Published Sept. 20, 2019",But despite his overt support for Mr. Yang — who in some ways is benefiting from the outsider status among young voters that Mr. Sanders enjoyed in 2016 — Mr. Watts said he had not yet closed the door on Mr. Sanders.
1571004779-264,https://www.nytimes.com/search?query=bernie+sanders,"Warren and Sanders, and Their Messages of Change, Dominate the Money RaceElizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.By Thomas KaplanPRINT EDITIONWarren Says Donors Gave $24.6 Million In Quarter|October 5, 2019, Page A10",https://www.nytimes.com/2019/10/04/us/politics/elizabeth-warren-fundraising.html?searchResultPosition=23,"Warren and Sanders, and Their Messages of Change, Dominate the Money Race","Elizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.",,"Oct. 4, 2019","“Please take a moment to be proud of the movement you’re helping build,” Roger Lau, Ms. Warren’s campaign manager, wrote in an email to supporters. “Close your eyes and picture Wall Street bankers scowling into their catered breakfast,” he suggested."
1571004764-135,https://www.nytimes.com/search?query=bernie+sanders,"Is Age Only a Number, Even When You’re Running for President?The top three Democratic candidates are 78, 76 and 70 years old and one of them, Bernie Sanders, went to the hospital with chest pain. Voters want experienced leaders, but exactly how much life experience do they want?By Lisa LererPRINT EDITIONAge May Be Just a Number, but Will Chest Pains Give Voters Pause?|October 3, 2019, Page A14",https://www.nytimes.com/2019/10/02/us/politics/bernie-sanders-age-candidates.html?searchResultPosition=29,"Is Age Only a Number, Even When You’re Running for President?","The top three Democratic candidates are 78, 76 and 70 years old and one of them, Bernie Sanders, went to the hospital with chest pain. Voters want experienced leaders, but exactly how much life experience do they want?",,"Oct. 2, 2019","With little actual medical information, even minor irregularities in how candidates appear have prompted a flurry of age-related speculation. When Mr. Sanders hit his head on the edge of a glass shower door, his campaign explained that he had received a cut requiring stitches but stressed that he did not fall. Mr. Biden appeared to be moving his mouth in a strange fashion during the last debate, which led to questions about whether he wore dentures. At Mr. Biden’s campaign events, voters question whether his verbal missteps can be attributed to his age."
1571004764-126,https://www.nytimes.com/search?query=bernie+sanders,"Is Age Only a Number, Even When You’re Running for President?The top three Democratic candidates are 78, 76 and 70 years old and one of them, Bernie Sanders, went to the hospital with chest pain. Voters want experienced leaders, but exactly how much life experience do they want?By Lisa LererPRINT EDITIONAge May Be Just a Number, but Will Chest Pains Give Voters Pause?|October 3, 2019, Page A14",https://www.nytimes.com/2019/10/02/us/politics/bernie-sanders-age-candidates.html?searchResultPosition=29,"Is Age Only a Number, Even When You’re Running for President?","The top three Democratic candidates are 78, 76 and 70 years old and one of them, Bernie Sanders, went to the hospital with chest pain. Voters want experienced leaders, but exactly how much life experience do they want?",,"Oct. 2, 2019","“The yardstick gets moved every decade because the country is aging and medical care becomes better,” he said. “Age should not be a disqualification for the presidency.”"
1571004771-181,https://www.nytimes.com/search?query=bernie+sanders,"Why Populist Democrats Have Gained the Upper Hand in the 2020 RaceAs next week’s debate looms, polls and donor contributions suggest a party seeking candidates who will push the boundaries, while moderates argue they can beat President Trump.By Alexander BurnsPRINT EDITIONPolling and Fund-Raising Suggest Populists Have the Upper Hand|October 12, 2019, Page A18",https://www.nytimes.com/2019/10/11/us/politics/2020-democrats-primary-polls.html?searchResultPosition=27,Why Populist Democrats Have Gained the Upper Hand in the 2020 Race,null,,null,"Anna Greenberg, a Democratic pollster who is not aligned in the primary, said an “anti-establishment” current had plainly taken hold, with voters rewarding candidates for defying the conventional limits of political debate and “pushing boundaries in really productive ways.” She pointed not only to Ms. Warren and Mr. Sanders but also to former Representative Beto O’Rourke, who has embraced a new political identity for himself as a gun-control activist and a critic of his own party’s relatively cautious platform on the issue."
1571004825-793,https://www.nytimes.com/search?query=bernie+sanders,"Candidates Grow Bolder on Labor, and Not Just Bernie SandersAmbitious moves to shift power to workers are being embraced by several Democratic presidential contenders.By Noam ScheiberPRINT EDITIONDemocrats Grow Bolder With Pro-Labor Policies|October 12, 2019, Page A19",https://www.nytimes.com/2019/10/11/business/economy/democratic-candidates-labor-unions.html?searchResultPosition=3,"Candidates Grow Bolder on Labor, and Not Just Bernie Sanders",null,,"Published Oct. 11, 2019","“You’re really trying to do something about what jobs pay,” Ms. Lake said."
1571004804-549,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Calls for Eliminating Americans’ Medical DebtOn top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.By Margot Sanger-Katz and Sydney EmberPRINT EDITIONSanders Proposal Calls for the Elimination of Medical Debt|September 22, 2019, Page A19",https://www.nytimes.com/2019/09/21/us/politics/bernie-medical-debt-healthcare.html?searchResultPosition=12,Bernie Sanders Calls for Eliminating Americans’ Medical Debt,"On top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.",,"Sept. 21, 2019","In a plan released Saturday, Mr. Sanders, the Vermont senator and presidential candidate, proposes wiping out an estimated $81 billion in existing debt and changing rules around debt collection and bankruptcy. He also calls for replacing the giant credit reporting agencies with a “public credit registry” that would ignore medical debt when calculating credit scores."
