web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570863438-2487","https://www.breitbart.com/politics/page/5/","Trump Says China Trade Talks Are Going Really Well","https://www.breitbart.com/economy/2019/10/10/trump-says-china-trade-talks-are-going-really-well/","Trump Says China Trade Talks Are Going Really Well","Donald Trump said Thursday’s trade talks with China went “really well.”","","","10 Oct 2019"
"1570863472-2753","https://www.breitbart.com/politics/page/4/","Study: Health Care for Illegal Aliens Would Cost America $23 Billion a Year","https://www.breitbart.com/politics/2019/10/10/study-health-care-for-illegal-aliens-would-cost-america-23-billion-a-year/","Study: Health Care for Illegal Aliens Would Cost America $23 Billion a Year","A plan from 2020 Democrats to provide free, American taxpayer-funded health care to all illegal aliens living in the United States would cost up to $23 billion a year, a new study finds.","John Binder","","10 Oct 2019"
"1570863280-1698","https://www.breitbart.com/politics/page/7/","Giuliani: Salem Witch Trial Would Be ‘Fairer’ Than Trump Impeachment Process — ‘Just Watch Romania’","https://www.breitbart.com/clips/2019/10/10/giuliani-salem-witch-trial-would-be-fairer-than-trump-impeachment-process-just-watch-romania/","Giuliani: Salem Witch Trial Would Be ‘Fairer’ Than Trump Impeachment Process — ‘Just Watch Romania’","null","","Partial transcript as follows:","10 Oct 2019"
"1570863520-2972","https://www.breitbart.com/politics/page/3/","Blue State Blues: Nancy Pelosi’s Faithless Impeachment","https://www.breitbart.com/2020-election/2019/10/11/blue-state-blues-nancy-pelosis-faithless-impeachment/","Blue State Blues: Nancy Pelosi’s Faithless Impeachment","Democrats like the latest polls on impeaching President Donald Trump, some of which show rising support. But in the long term, it is a losing issue. Speaker Nancy Pelosi (D-CA) made it so when she launched an “impeachment inquiry” without waiting for the evidence.","","But if what Trump did was in the public interest, what about the way he did it? Though there is no evidence of any quid pro quo — which would probably not be illegal anyway — the idea that Trump used a personal call to request that the new Ukrainian president examine both the 2016 election shenanigans and the Bidens’ activities strikes some observers as odd. It suggests that Trump has supposedly erased boundaries between the personal and the national.","11 Oct 2019"
"1570863576-3331","https://www.breitbart.com/politics/page/3/","Trump Campaign Rolls out ‘Where’s Hunter’ T-Shirts","https://www.breitbart.com/politics/2019/10/11/trump-campaign-rolls-out-wheres-hunter-t-shirts/","Trump Campaign Rolls out ‘Where’s Hunter’ T-Shirts","President Trump’s re-election campaign rolled out “Where’s Hunter?” T-shirts after the president slammed Joe Biden and his son at the Minneapolis, Minnesota, rally Thursday evening, ultimately asking the crowd, “Where’s Hunter?”","","The Biden campaign has been testy over the media coverage of his involvement in China and Ukraine, sending a blistering letter to New York Times executive editor Dean Baquet for running an op-ed by author and Breitbart senior contributor Peter Schweizer.","11 Oct 2019"
"1570863461-2626","https://www.breitbart.com/politics/page/4/","***Live Updates*** Magasota: Trump Holds Minneapolis Rally","https://www.breitbart.com/2020-election/2019/10/10/live-updates-magasota-trump-holds-minneapolis-rally/","***Live Updates*** Magasota: Trump Holds Minneapolis Rally","President Donald Trump will hold a campaign rally in Minneapolis, Minnesota, on Thursday evening. This will be Trump’s first rally since the House started its impeachment inquiry.","","— Christine (@ChristineMO424) October 11, 2019","10 Oct 2019"
"1570863443-2518","https://www.breitbart.com/politics/page/5/","Watch–Texas Sheriff: Illegal Alien ‘Drunks Will Run over Your Children’ if Released by Sanctuary Cities","https://www.breitbart.com/politics/2019/10/10/sheriff-illegal-alien-drunks-will-run-your-children/","Watch–Texas Sheriff: Illegal Alien ‘Drunks Will Run over Your Children’ if Released by Sanctuary Cities","Texas Sheriff Bill Waybourn warned law enforcement agencies against shielding illegal aliens from deportation with sanctuary policies, saying those who have been arrested for drunk driving will “run over your children” if released from custody.","","And out of that, you know, you think about that if we returned them with this radical ruling out of California where you have a federal judge making law for the nation, or attempting to, it will put our communities in jeopardy. Of those people that we have in custody, we know for a fact that 72 percent of them are repeat offenders. So if we have to turn them loose or they get released they’re coming back to your neighborhood in my neighborhood. These drunks will run over your children, and they will run over my children. And if that happens, I know that you will want, and certainly, I would want for you, the full force of the law and immigration is part of that full force. These people have come into the country illegally. [Emphasis added]","10 Oct 2019"
"1570863527-3055","https://www.breitbart.com/politics/page/3/","Watch: Delingpole Savaged by a Tofu-Muncher at the Extinction Rebellion Protest","https://www.breitbart.com/europe/2019/10/11/savaged-by-an-extinction-rebellion-tofu-muncher/","Watch: Delingpole Savaged by a Tofu-Muncher at the Extinction Rebellion Protest","At the Extinction Rebellion protests in London this week, a bedwetting greenie grabbed my shoulder, pushed me and told me he hoped I’d never have ****ing kids and that if I ever did they’d ****ing hate me forever.","","We both agreed strongly that Extinction Rebellion’s war on economic growth — among all the other things it would love to ban: air travel, cars, etc — is the very last thing either the planet or future generations need.","11 Oct 2019"
"1570863117-753","https://www.breitbart.com/politics/page/9/","Poll: Republicans, Independents Unconvinced by Democrats’ Impeachment Ploy","https://www.breitbart.com/politics/2019/10/09/poll-republicans-independents-unconvinced-by-democrats-impeachment-ploy/","Poll: Republicans, Independents Unconvinced by Democrats’ Impeachment Ploy","A poll released Wednesday found that Republicans and independent voters remain unconvinced by Democrats’ ploy to impeach President Donald Trump.","","Further, independent voters remain unsure over whether Congress should impeach Trump and remove him from office. Forty-three percent of independent voters approve of the House impeaching and the Senate removing him from office, while 43 percent oppose impeachment and removal from office, and 13 percent remain unsure whether to impeach Trump.","9 Oct 2019"
"1570863303-1794","https://www.breitbart.com/politics/page/6/","Beto O’Rourke: Second Amendment Does Not Protect Bazookas, AR-15s","https://www.breitbart.com/politics/2019/10/10/beto-orourke-second-amendment-does-not-protect-bazookas-ar-15s/","Beto O’Rourke: Second Amendment Does Not Protect Bazookas, AR-15s","Democrat presidential hopeful Robert “Beto” O’Rourke contended in an interview with NPR that the Constitution does not protect ownership of AR-15s and other commonly owned semiautomatic firearms.","","First, the military rifle he referenced is not a semiautomatic AR-15, which millions upon millions of Americans own and love, but a fully automatic M16 and/or M4. An AR-15 shoots one bullet per trigger pull, period, while an M-16 and/or M4 can shoot an entire magazine full of ammunition with a single pull of the trigger. (Some versions of the M4 only allow three-round bursts of full auto, but that is still a military option not available in civilian AR-15s.)","10 Oct 2019"
"1570863188-1101","https://www.breitbart.com/politics/page/8/","Planned Parenthood to Spend $45M to Beat Trump, Flip Senate","https://www.breitbart.com/politics/2019/10/09/planned-parenthood-to-spend-45m-to-beat-trump-flip-senate/","Planned Parenthood to Spend $45M to Beat Trump, Flip Senate","Planned Parenthood announced Monday it expects to spend $45 million or more during the 2020 election season, with the goal of winning the White House and snatching the Senate from Republicans.","","“To all the politicians working to take away our rights and undermine access to health care — you’ve been warned,” Robinson said. “We have steadily been building our power over the last decade and we are ready to set the table on our terms. We are fired up, we are engaged, and we are going to win.”","9 Oct 2019"
"1570863417-2360","https://www.breitbart.com/politics/page/5/","Trump to Award the Medal of Honor to Green Beret Master Sgt. Matthew Williams","https://www.breitbart.com/politics/2019/10/10/trump-to-award-the-medal-of-honor-to-green-beret-master-sgt-matthew-williams/","Trump to Award the Medal of Honor to Green Beret Master Sgt. Matthew Williams","U.S. Army Special Operations Command announced Thursday that President Donald Trump will award Army Green Beret Master Sgt. Matthew O. Williams with the Medal of Honor for conspicuous gallantry on October 30.","","He again exposed himself to enemy fire as he helped move several casualties down the near vertical mountainside and as he carried and loaded casualties on to evacuation helicopters.","10 Oct 2019"
"1570863397-2230","https://www.breitbart.com/politics/page/5/","Democrat Congressman: Voters ‘Hate’ and ‘Don’t Trust’ the Democrats","https://www.breitbart.com/politics/2019/10/10/democrat-congressman-voters-hate-and-dont-trust-the-democrats/","Democrat Congressman: Voters ‘Hate’ and ‘Don’t Trust’ the Democrats","Rep. Max Rose (D-NY) said people “hate the Democrats” for beating around the bush when it comes to the policies and positions they support.","","“Rose is sick of politicians who jump on bandwagons such as the Green New Deal or Medicare for All, only to prevaricate when push comes to shove,” Vanity Fair reported.","10 Oct 2019"
"1570863318-1866","https://www.breitbart.com/politics/page/6/","Daleiden Defense Attorney: Judge Blocked Jury from Seeing Planned Parenthood Videos","https://www.breitbart.com/politics/2019/10/10/daleiden-defense-attorney-judge-blocked-jury-from-seeing-planned-parenthood-videos/","Daleiden Defense Attorney: Judge Blocked Jury from Seeing Planned Parenthood Videos","A defense attorney for undercover journalist David Daleiden said the federal judge hearing the civil case brought by Planned Parenthood has blocked the jury from seeing the videos that are central to the case.","","“Unfortunately, it’s starting to look like we’re engaged in a game of heads Planned Parenthood wins, tails we lose – on the presentation of evidence,” Breen added.","10 Oct 2019"
"1570862985-113","https://www.breitbart.com/politics/page/10/","Elizabeth Warren Fundraises With Misleading Email About Pregnancy Story","https://www.breitbart.com/2020-election/2019/10/08/elizabeth-warren-fundraises-with-misleading-email-about-pregnancy-story/","Elizabeth Warren Fundraises With Misleading Email About Pregnancy Story","Sen. Elizabeth Warren (D-MA) sent a fundraising email Tuesday evening in which she repeated a claim that she had been fired from her first teaching job for being “visibly pregnant.”","","The implication was that the principal fired her because of her pregnancy. Warren has repeated the same story on the campaign trail and the debate stage for several months.","8 Oct 2019"
"1570863626-3588","https://www.breitbart.com/politics/page/2/","Rep. Max Rose Perverts American Justice System: Democrat Claims Trump Must ‘Prove’ He Is ‘Innocent’ on Impeachment","https://www.breitbart.com/politics/2019/10/11/rep-max-rose-perverts-american-justice-system-democrat-claims-trump-must-prove-he-innocent-impeachment/","Rep. Max Rose Perverts American Justice System: Democrat Claims Trump Must ‘Prove’ He Is ‘Innocent’ on Impeachment","Rep. Max Rose (D-NY) said Friday that President Donald Trump should “prove” his innocence regarding the impeachment charges Democrats have levied against him.","","“It cuts right to the heart of the brand he is trying to create for himself, that is going to go to Washington and not join the partisan fray. It puts him squarely in the Democratic camp,” Proud added.","11 Oct 2019"
"1570863701-4080","https://www.breitbart.com/politics/page/1/","Trump: Nancy Pelosi ‘Hates the United States of America’","https://www.breitbart.com/clips/2019/10/11/trump-nancy-pelosi-hates-the-united-states-of-america/","Trump: Nancy Pelosi ‘Hates the United States of America’","President Donald Trump on Friday declared during his Lake Charles, Louisiana, re-election rally that House Speaker Nancy Pelosi (D-CA) “hates the United States of America.”","","","11 Oct 2019"
"1570863099-634","https://www.breitbart.com/politics/page/9/","Rand Paul: Trump Made the Right Decision in Syria","https://www.breitbart.com/politics/2019/10/09/rand-paul-trump-has-made-the-right-decision-in-syria/","Rand Paul: Trump Made the Right Decision in Syria","Sen. Rand Paul (R-KY) on Tuesday applauded President Trump’s decision to move about 50 American soldiers in northern Syria away from a frontline in a pending war between Turkey and Syrian Kurdish forces.","","“These are the people who never met a war they didn’t like. Never met a war they wanted to end, never met a war they once declared victory from. And so no it doesn’t surprise me. But I guess the onus is on those people to explain what the national interest is in Syria for us,” he said.","9 Oct 2019"
"1570863670-3883","https://www.breitbart.com/politics/page/1/","Donald Trump Announces Future ‘Substantial Phase One Deal’ with China","https://www.breitbart.com/politics/2019/10/11/donald-trump-announces-future-substantial-phase-one-deal-china/","Donald Trump Announces Future ‘Substantial Phase One Deal’ with China","President Donald Trump announced a “substantial phase one deal” with China on Friday after continued negotiations with the vice premier of China that began on Thursday.","","“It’s beyond a trade deal,” Trump said.","11 Oct 2019"
"1570863387-2174","https://www.breitbart.com/politics/page/5/","Joe Biden Takes a Shot at Elizabeth Warren: ‘We’re Not Electing a Planner’","https://www.breitbart.com/politics/2019/10/10/joe-biden-takes-a-shot-at-elizabeth-warren-were-not-electing-a-planner/","Joe Biden Takes a Shot at Elizabeth Warren: ‘We’re Not Electing a Planner’","Joe Biden (D) took a direct shot at his closest Democrat primary challenger, Sen. Elizabeth Warren (D-MA), on Wednesday, arguing that the country is “not electing a planner.”","","The two candidates will face off next week alongside ten other contenders at Otterbein University in Westerville, Ohio.","10 Oct 2019"
"1570863599-3442","https://www.breitbart.com/politics/page/2/","Report: Elizabeth Warren in Contact with Andrew Gillum, Sparking Rumors of a Potential VP","https://www.breitbart.com/politics/2019/10/11/report-elizabeth-warren-in-contact-with-andrew-gillum-sparking-rumors-of-a-potential-vp/","Report: Elizabeth Warren in Contact with Andrew Gillum, Sparking Rumors of a Potential VP","Sen. Elizabeth Warren (D-MA) has been in contact with radical leftist and failed gubernatorial candidate Andrew Gillum (D), sparking rumors that the presidential hopeful is considering him as a potential running mate.","","…","11 Oct 2019"
"1570863656-3798","https://www.breitbart.com/politics/page/2/","Greta Thunberg’s Cause Could Have Cost Her Peace Prize: No Science to Connect Climate Change to Conflict","https://www.breitbart.com/politics/2019/10/11/greta-thunbergs-cause-could-have-cost-her-peace-prize-no-science-connect-climate-change-conflict/","Greta Thunberg’s Cause Could Have Cost Her Peace Prize: No Science to Connect Climate Change to Conflict","Greta Thunberg, the 16-year-old Swedish girl who has become the international face of the youth climate change movement, has been passed up by the Peace Research Institute in Oslo for the 2019 Nobel Peace Prize.","","The link between climate change and conflict is hotly debated. But climate change scholars say that while there isn’t a straightforward relationship, there is a recognition that climate change adds to stresses in regions that could spark political instability and conditions that could foster conflict. The Pentagon has called climate change a “threat multiplier.”","11 Oct 2019"
"1570863472-2757","https://www.breitbart.com/politics/page/4/","Study: Health Care for Illegal Aliens Would Cost America $23 Billion a Year","https://www.breitbart.com/politics/2019/10/10/study-health-care-for-illegal-aliens-would-cost-america-23-billion-a-year/","Study: Health Care for Illegal Aliens Would Cost America $23 Billion a Year","A plan from 2020 Democrats to provide free, American taxpayer-funded health care to all illegal aliens living in the United States would cost up to $23 billion a year, a new study finds.","","Even if only about five million illegal aliens enroll in federal subsidies for health care, American taxpayers would be forced to foot a $10.4 billion bill every year, CIS researchers conclude. Overall, providing taxpayer-funded health care to each illegal alien costs Americans about $4,600 a year.","10 Oct 2019"
"1570863104-666","https://www.breitbart.com/politics/page/9/","Lawmakers Urge Visa, Mastercard to Drop Facebook Libra Cryptocurrency","https://www.breitbart.com/tech/2019/10/09/lawmakers-urge-visa-mastercard-to-drop-facebook-libra-cryptocurrency/","Lawmakers Urge Visa, Mastercard to Drop Facebook Libra Cryptocurrency","Two Senate Democrats have reportedly urged payment processors Visa, Mastercard, and Stripe to drop out of their partnership with Facebook’s new Libra cryptocurrency.","","President Trump has previously criticized the virtual currency stating that it will have “little standing or dependability.”","9 Oct 2019"
"1570863237-1411","https://www.breitbart.com/politics/page/7/","Hunter Biden’s Chinese Firm Invested in Company Blacklisted by U.S.","https://www.breitbart.com/politics/2019/10/09/hunter-bidens-chinese-firm-invested-in-company-blacklisted-by-u-s/","Hunter Biden’s Chinese Firm Invested in Company Blacklisted by U.S.","Bohai Harvest RST (BHR), a private equity firm bankrolled by the Chinese government that is tied to Hunter Biden, invested in a company that has been blacklisted by the U.S. government.","","When the AVIC and BHR’s bid was first announced, alarm bells went off in certain sectors of the defense industry. In particular, many noted that AVIC was “reportedly involved in stealing sensitive data regarding the Joint Strike Fighter program,” which it later “reportedly incorporated … into China’s J-20 and J‑31 aircraft.”","9 Oct 2019"
"1570863001-207","https://www.breitbart.com/politics/page/10/","The Show Will Go On — Minneapolis Trump Rally Approved Despite Arena Security Dispute","https://www.breitbart.com/2020-election/2019/10/08/the-show-will-go-on-minneapolis-trump-rally-approved-despite-arena-security-dispute/","The Show Will Go On — Minneapolis Trump Rally Approved Despite Arena Security Dispute","President Donald Trump’s Thursday rally in Minneapolis will continue as scheduled, a dispute over an exorbitant security fee having been resolved.","","Frey was not pleased with the news that Trump was planning a rally, saying that the president was not welcome.","8 Oct 2019"
"1570862996-191","https://www.breitbart.com/politics/page/10/","Kris Kobach Calls Out Kansas Sanctuary City: You Are ‘Breaking Federal Law’","https://www.breitbart.com/politics/2019/10/08/kris-kobach-calls-out-kansas-sanctuary-city-you-are-breaking-federal-law/","Kris Kobach Calls Out Kansas Sanctuary City: You Are ‘Breaking Federal Law’","United States Senate candidate Kris Kobach is calling out a Kansas sanctuary city, demanding they drop their policy of shielding criminal illegal aliens from deportation and committing to lead the fight to defund sanctuary cities nationwide.","","For years, Kobach has sought to ban sanctuary cities in Kansas. One of Kobach’s opponents in the GOP primary  Senate, Susan Wagle — who has been Kansas Senate President since 2013 — previously blocked his 2017 effort to outlaw sanctuary cities in the state in 2017. The legislation passed out of committee with majority support, but Wagle failed to ever bring the bill to a vote.","8 Oct 2019"
"1570863423-2417","https://www.breitbart.com/politics/page/5/","Peter Schweizer: Washington Corrupt Practices Act Needed to Drain the Swamp","https://www.breitbart.com/politics/2019/10/10/peter-schweizer-washington-corrupt-practices-act-needed-to-drain-the-swamp/","Peter Schweizer: Washington Corrupt Practices Act Needed to Drain the Swamp","Legislation mandating disclosure of financial ties between immediate family members of elected government officials and foreign governments — provisionally titled the Washington Corrupt Practices Act — would help combat foreign-procured political influence and corruption within America, determined Peter Schweizer, president of the Government Accountability Institute, senior contributor at Breitbart News, and author of Secret Empires: How the American Political Class Hides Corruption and Enriches Family and Friends.","","Follow Robert Kraychik on Twitter @rkraychik.","10 Oct 2019"
"1570863232-1377","https://www.breitbart.com/politics/page/7/","Sex, Leaks, Lies, and Spies: Trump Takes Down Intelligence Community Leakers","https://www.breitbart.com/politics/2019/10/09/sex-leaks-lies-and-spies-trump-takes-down-intelligence-community-leakers/","Sex, Leaks, Lies, and Spies: Trump Takes Down Intelligence Community Leakers","Amidst a battle between the President of the United States and the Intelligence Community that has sparked formal impeachment proceedings against the president by Democrats in Congress, federal law enforcement officials have formally charged an intelligence community official with leaking highly classified information to the media.","","Frese’s case is the sixth federal case involving leaks of classified information in a little over two years, according to the Guardian.","9 Oct 2019"
"1570863299-1762","https://www.breitbart.com/politics/page/6/","Ann Coulter: Luckily, Dems Never Have ‘Personal, Political’ Motives","https://www.breitbart.com/2nd-amendment/2019/10/10/ann-coulter-luckily-dems-never-have-personal-political-motives/","Ann Coulter: Luckily, Dems Never Have ‘Personal, Political’ Motives","Today we will answer the question: May a president ask a foreign country to investigate corruption if it serves his “personal, political” interests?","","But, the impeachment fanatics assert, by asking a foreign leader to assist in an otherwise legitimate corruption investigation, Trump has committed a monstrous crime — because he was pursuing a “personal political interest.” To wit: Trump was trying to harm his political opponent, Joe Biden.","10 Oct 2019"
"1570862974-49","https://www.breitbart.com/politics/page/10/","Arrest Made in Death of Amber Guyger Trial Witness","https://www.breitbart.com/politics/2019/10/08/arrest-made-death-amber-guyger-trial-witness/","Arrest Made in Death of Amber Guyger Trial Witness","An arrest has been made in the murder of Amber Guyger witness Joshua Brown.","","Brown testified in the trial that resulted in the conviction of Guyger, the former Dallas Police Officer who is now in prison for the murder of Botham Jean.","8 Oct 2019"
"1570863448-2544","https://www.breitbart.com/politics/page/4/","Saved in America Founder: Open Border Helps Cartel Sex-Traffickers Abduct Our Children","https://www.breitbart.com/radio/2019/10/10/saved-in-america-founder-open-border-helps-cartel-sex-traffickers-abduct-our-children/","Saved in America Founder: Open Border Helps Cartel Sex-Traffickers Abduct Our Children","An unsecured U.S.-Mexico border endangers American children by assisting Mexican drug cartels engaged in child sex-trafficking, explained Joseph Travers, founder of Saved in America, in a Thursday interview on SiriusXM’s Breitbart News Daily with host Alex Marlow.","","Saved in America accepts donations.","10 Oct 2019"
"1570863530-3072","https://www.breitbart.com/politics/page/3/","‘Do or Die’: Boris Won’t Win Election Unless He Delivers Brexit on Time","https://www.breitbart.com/europe/2019/10/11/do-or-die-boris-wont-win-election-unless-he-delivers-brexit-on-time/","‘Do or Die’: Boris Won’t Win Election Unless He Delivers Brexit on Time","The Conservatives will only win a majority in the House of Commons at the next election if Boris Johnson delivers Brexit on October 31st.","","The ComRes poll, seen by The Telegraph, was presented at a fringe event at last week’s Tory Party conference. It validated the predictions by many Brexiteers that failure to deliver Brexit by the deadline will result in a major  electoral loss for the party.","11 Oct 2019"
"1570863188-1098","https://www.breitbart.com/politics/page/8/","Planned Parenthood to Spend $45M to Beat Trump, Flip Senate","https://www.breitbart.com/politics/2019/10/09/planned-parenthood-to-spend-45m-to-beat-trump-flip-senate/","Planned Parenthood to Spend $45M to Beat Trump, Flip Senate","Planned Parenthood announced Monday it expects to spend $45 million or more during the 2020 election season, with the goal of winning the White House and snatching the Senate from Republicans.","","","9 Oct 2019"
"1570863362-2083","https://www.breitbart.com/politics/page/6/","Joe Biden Accuses Trump of Taking Orders from China, then Fundraises in Hollywood","https://www.breitbart.com/entertainment/2019/10/10/joe-biden-accuses-trump-of-taking-orders-from-china-then-fundraises-in-hollywood/","Joe Biden Accuses Trump of Taking Orders from China, then Fundraises in Hollywood","Hollywood elites are opening up their wallets for Democratic presidential candidates, including Joe Biden, ahead of a televised CNN town hall in Los Angeles focusing on LGBTQ issues.","","Deadline reported earlier this week that Buttigieg attended a separate L.A. fundraiser on Tuesday at the home of former CAA agent Michael Kives, who is now head of the investment advisory firm K5 Global.","10 Oct 2019"
"1570863602-3458","https://www.breitbart.com/politics/page/2/","Voter to Democrat Lawmaker: ‘Whistleblower’ Complaint akin to ‘13-Year-Old Girls Gossiping’","https://www.breitbart.com/politics/2019/10/11/voter-to-democrat-lawmaker-whistleblower-complaint-akin-to-13-year-old-girls-gossiping/","Voter to Democrat Lawmaker: ‘Whistleblower’ Complaint akin to ‘13-Year-Old Girls Gossiping’","Some constituents in Democrat-controlled congressional districts have expressed dismay at their lawmakers’ support for the impeachment probe into U.S. President Donald Trump.","","During the July 25 call, Trump attempted to improperly leverage U.S. aid to Ukraine in return for it investigating Joe Biden and his son Hunter, the “whistleblower” claimed.","11 Oct 2019"
"1570863626-3572","https://www.breitbart.com/politics/page/2/","Rep. Max Rose Perverts American Justice System: Democrat Claims Trump Must ‘Prove’ He Is ‘Innocent’ on Impeachment","https://www.breitbart.com/politics/2019/10/11/rep-max-rose-perverts-american-justice-system-democrat-claims-trump-must-prove-he-innocent-impeachment/","Rep. Max Rose Perverts American Justice System: Democrat Claims Trump Must ‘Prove’ He Is ‘Innocent’ on Impeachment","Rep. Max Rose (D-NY) said Friday that President Donald Trump should “prove” his innocence regarding the impeachment charges Democrats have levied against him.","","During his travels throughout Staten Island on the campaign trail, Rose has brushed off his support for impeachment, suggesting that he did not want to back impeachment of Trump. Rose pinned the blame on President Trump, claiming that he forced Democrats’ hand on impeachment.","11 Oct 2019"
