web-scraper-order,web-scraper-start-url,article_links,article_links-href,title,subtitle,author,date,content,
"1575050607-65767","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=30","Julián Castro: Obama had 'compassion' for immigrants, Trump does not","https://www.foxnews.com/politics/julian-castro-obama-trump-immigrants","Julián Castro: Obama had 'compassion' for immigrants, Trump does not","Julián Castro: Obama had 'compassion' for immigrants, Trump does not","","June 13","CLICK HERE TO GET THE FOX NEWS APP","null"
"1575050527-65610","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=41","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","https://www.foxnews.com/politics/trump-biden-big-secret-obama-endorsement","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","","June 24","Trump, who has continued to launch criticisms at Clinton even after he defeated her in the 2016 presidential race, recently offered rare praise of the former secretary of state while once again labeling Biden as “sleepy.”","null"
"1575050444-65422","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=50","Jesse Watters: Obama administration most 'corrupt' since Nixon","https://www.foxnews.com/politics/jesse-watters-obama-administration-most-corrupt-since-nixon","Jesse Watters: Obama administration most 'corrupt' since Nixon","Jesse Watters: Obama administration most 'corrupt' since Nixon","","March 25","Brennan, one of President Trump’s loudest critics, wrote in the New York Times last year that the president colluded with Russia and his claims stating otherwise were “hogwash.”","null"
"1575050767-65964","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=13","Obama gets political again, launches initiative to fight gerrymandering","https://www.foxnews.com/politics/obama-gets-political-again-launches-initiative-to-fight-gerrymandering","Obama gets political again, launches initiative to fight gerrymandering","Obama gets political again, launches initiative to fight gerrymandering","Ronn Blitzer","August 27","","null"
"1575050822-66082","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=6","Barack and Michelle Obama have book deals","https://www.foxnews.com/politics/barack-and-michelle-obama-have-book-deals","Barack and Michelle Obama have book deals","Barack and Michelle Obama have book deals","","February 28, 2017","The unique dual arrangement is for books that are among the most anticipated in memory from a former president and first lady. Barack Obama is widely regarded as the one of the finest prose stylists among recent presidents, and his written the million-selling ""Dreams from My Father"" and ""The Audacity of Hope.""","null"
"1575050775-65983","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=12","Trump reverses Obama-era policy against faith-based adoption agencies","https://www.foxnews.com/politics/trump-reverses-obama-era-policy-against-faith-based-adoption-agencies","Trump reverses Obama-era policy against faith-based adoption agencies","Trump reverses Obama-era policy against faith-based adoption agencies","Caleb Parke","November 4","","null"
"1575050806-66062","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=8","Texas woman who mailed Obama explosive gets 10-year sentence","https://www.foxnews.com/politics/barack-obama-greg-abbott-explosive-devices-mailed","Texas woman who mailed Obama explosive gets 10-year sentence","Texas woman who mailed Obama explosive gets 10-year sentence","","November 19","Gilmore chastised Poff in court, saying her actions put many in danger - including mail carriers and sorters.","null"
"1575050798-66034","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=9","Colorado's 'Barack Obama Highway' bill could face rocky road to passage","https://www.foxnews.com/politics/colorados-barack-obama-highway-bill-could-face-rocky-road-to-passage","Colorado's 'Barack Obama Highway' bill could face rocky road to passage","Colorado's 'Barack Obama Highway' bill could face rocky road to passage","","April 20, 2018","Obama gave his nomination acceptance speech at Sports Authority Field, home of the NFL's Denver Broncos, which sits near Insterstate 25, according to the Colorado Springs Gazette.","null"
"1575050557-65671","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=38","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","https://www.foxnews.com/politics/greg-craig-former-obama-white-house-counsel-found-not-guilty-of-false-statements-over-ukraine-work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","","September 4","The report was billed as independent, but critics have said it whitewashed a politically motivated prosecution, and Gates acknowledged on the witness stand that the document was conceived as a way to counter international criticism that Tymoshenko had been denied a fair trial.","null"
"1575050593-65754","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=32","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","https://www.foxnews.com/politics/clinton-obama-silent-on-ed-buck-donations-after-dem-megadonors-sudden-arrest","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","","September 18","CLICK HERE TO GET THE FOX NEWS APP","null"
"1575050644-65822","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=25","Dems who praised Obama for troop withdrawal now highly critical of Trump","https://www.foxnews.com/politics/dems-who-praised-obama-for-troop-withdrawal-now-highly-critical-of-trump","Dems who praised Obama for troop withdrawal now highly critical of Trump","Dems who praised Obama for troop withdrawal now highly critical of Trump","","October 17","ERDOGAN THREW TRUMP'S 'DON'T BE A FOOL' LETTER IN THE TRASH, SOURCES CLAIM","null"
"1575050452-65434","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=49","Sanders campaign co-chair says Biden 'regretted' Obama assassination comment","https://www.foxnews.com/politics/sanders-campaign-biden-regretted-obama-assassination-comment","Sanders campaign co-chair says Biden 'regretted' Obama assassination comment","Sanders campaign co-chair says Biden 'regretted' Obama assassination comment","","August 25","Khanna also said he believed Biden “regretted” making a comment over the weekend about what would have happened had former President Barack Obama been assassinated while on the campaign trail in 2008.","null"
"1575050744-65926","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=16","Left turns on Obama for challenging calls to ‘tear down the system’","https://www.foxnews.com/politics/left-turns-on-obama-for-challenging-calls-to-tear-down-the-system","Left turns on Obama for challenging calls to ‘tear down the system’","Left turns on Obama for challenging calls to ‘tear down the system’","","November 18","During a discussion at the Obama Foundation Summit held at the Illinois Institute of Technology in October, Obama explained that the world is more complicated than people realize and urged politically active Americans to be practical if they want to be effective.","null"
"1575050480-65470","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=46","Obama calls for stricter gun control in wake of mass shootings: 'We are not helpless here'","https://www.foxnews.com/politics/barack-obama-calls-for-stricter-gun-controls-in-wake-of-weekends-mass-shootings-we-are-not-helpless-here","Obama calls for stricter gun control in wake of mass shootings: 'We are not helpless here'","Obama calls for stricter gun control in wake of mass shootings: 'We are not helpless here'","","August 5","In a rare statement posted online, the former president said, “No other developed nation tolerates the levels of gun violence that we do. Every time this happens, we’re told that tougher gun laws won’t stop all murders; that they won’t stop every deranged individual grom getting a weapon and shooting innocent people in public places.""","null"
"1575050499-65546","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=44","Biden faces protestors at NH campaign event over Obama-era deportations","https://www.foxnews.com/politics/biden-faces-protestors-at-nh-campaign-event-over-obama-era-deportations","Biden faces protestors at NH campaign event over Obama-era deportations","Biden faces protestors at NH campaign event over Obama-era deportations","","July 12","And he said he was getting attacked by some of his rivals for preaching about his ability to work with Republicans across the aisle to get things accomplished.","null"
"1575050527-65600","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=41","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","https://www.foxnews.com/politics/trump-biden-big-secret-obama-endorsement","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","","June 24","LARA TRUMP: JOE BIDEN TANKING EARLIER THAN EXPECTED, 'MAYBE HE REGRETS NOW EVEN DECIDING TO RUN'","null"
"1575050636-65814","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=26","Trump blames Obama administration for bad White House air conditioning","https://www.foxnews.com/politics/trump-blames-obama-administration-white-house-air-conditioning","Trump blames Obama administration for bad White House air conditioning","Trump blames Obama administration for bad White House air conditioning","","July 27","CLICK HERE TO GET THE FOX NEWS APP","null"
"1575050508-65564","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=43","Washington Post columnist urges Obama to condemn Trump, 'reclaim legacy': ‘Your country needs you’","https://www.foxnews.com/politics/washington-post-obama-condemn-trump-legacy","Washington Post columnist urges Obama to condemn Trump, 'reclaim legacy': ‘Your country needs you’","Washington Post columnist urges Obama to condemn Trump, 'reclaim legacy': ‘Your country needs you’","","July 16","Columnist Karen Tumulty penned the piece, headlined “We need someone who can lift us up again. Enter President Obama,” which essentially begs the former president to take action against his successor.","null"
"1575050489-65519","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=45","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","https://www.foxnews.com/politics/biden-targets-trump-jabs-at-2020-rivals-over-medicare-for-all","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","","August 23","“Your candidate might be better on, I don't know, health care, than Joe is, but you've got to look at who's going to win this election. And maybe you have to swallow a little bit and say, 'OK, I personally like so-and-so better,' but your bottom line has to be that we have to beat Trump,” she stressed.","null"
"1575050586-65718","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=33","Obama appears to swipe at Trump during Mandela event","https://www.foxnews.com/politics/barack-obama-criticism-donald-trump","Obama appears to swipe at Trump during Mandela event","Obama appears to swipe at Trump during Mandela event","Liam Quinn","April 29","","null"
"1575050782-66017","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=11","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","https://www.foxnews.com/politics/michelle-obama-calls-barack-the-good-parent-slams-trump-supporters-for-going-fun-route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","","April 6, 2018","“Any woman who voted against Hillary Clinton voted against their own voice,” Obama told the audience during a talk at a marketing conference in Boston, according to Boston.com.","null"
"1575050586-65722","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=33","Obama appears to swipe at Trump during Mandela event","https://www.foxnews.com/politics/barack-obama-criticism-donald-trump","Obama appears to swipe at Trump during Mandela event","Obama appears to swipe at Trump during Mandela event","","April 29","OBAMA STAYING ON THE SIDELINES AS BIDEN GETS READY TO LAUNCH 2020 CAMPAIGN","null"
"1575050508-65563","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=43","Washington Post columnist urges Obama to condemn Trump, 'reclaim legacy': ‘Your country needs you’","https://www.foxnews.com/politics/washington-post-obama-condemn-trump-legacy","Washington Post columnist urges Obama to condemn Trump, 'reclaim legacy': ‘Your country needs you’","Washington Post columnist urges Obama to condemn Trump, 'reclaim legacy': ‘Your country needs you’","","July 16","The Washington Post published an open letter from one of its columnist urging former President Barack Obama to speak out against President Trump to “lift the country’s sights again.”","null"
"1575050593-65731","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=32","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","https://www.foxnews.com/politics/clinton-obama-silent-on-ed-buck-donations-after-dem-megadonors-sudden-arrest","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","Gregg Re","September 18","","null"
"1575050557-65691","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=38","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","https://www.foxnews.com/politics/greg-craig-former-obama-white-house-counsel-found-not-guilty-of-false-statements-over-ukraine-work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","","September 4","Fox News' Jake Gibson and The Associated Press contributed to this report.","null"
"1575050499-65532","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=44","Biden faces protestors at NH campaign event over Obama-era deportations","https://www.foxnews.com/politics/biden-faces-protestors-at-nh-campaign-event-over-obama-era-deportations","Biden faces protestors at NH campaign event over Obama-era deportations","Biden faces protestors at NH campaign event over Obama-era deportations","","July 12","Biden briefly attempted to talk with one of the demonstrators.","null"
"1575050744-65923","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=16","Left turns on Obama for challenging calls to ‘tear down the system’","https://www.foxnews.com/politics/left-turns-on-obama-for-challenging-calls-to-tear-down-the-system","Left turns on Obama for challenging calls to ‘tear down the system’","Left turns on Obama for challenging calls to ‘tear down the system’","","November 18","Celebrities weighed in as well. Former “Two and a Half Men” star Jon Cryer claimed a ""far left"" position is necessary to counter an existential threat to humanity.","null"
"1575050517-65575","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=42","Obama warns Dem freshmen on cost of their proposals","https://www.foxnews.com/politics/obama-warns-dem-freshmen-on-cost-of-their-proposals","Obama warns Dem freshmen on cost of their proposals","Obama warns Dem freshmen on cost of their proposals","Brooke Singman","March 26","","null"
"1575050480-65478","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=46","Obama calls for stricter gun control in wake of mass shootings: 'We are not helpless here'","https://www.foxnews.com/politics/barack-obama-calls-for-stricter-gun-controls-in-wake-of-weekends-mass-shootings-we-are-not-helpless-here","Obama calls for stricter gun control in wake of mass shootings: 'We are not helpless here'","Obama calls for stricter gun control in wake of mass shootings: 'We are not helpless here'","","August 5","Obama has rarely commented on political matters, or Trump, since leaving office. His comments came after Sens. Lindsey Graham, R-S.C., and Richard Blumenthal, D.-Conn., pushed a bipartisan bill Monday that would create a federal grant program to assist states in adopting “Red Flag” laws in response to the mass shootings.","null"
"1575050470-65466","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=47","Obama worries that progressives risk creating ‘circular firing squad’","https://www.foxnews.com/politics/obama-warns-democrats-against-creating-circular-firing-squad","Obama worries that progressives risk creating ‘circular firing squad’","Obama worries that progressives risk creating ‘circular firing squad’","","April 6","Obama himself may not escape criticism in the election cycle. His signature health care legislation, the Affordable Care Act, is quickly being eclipsed by calls from Democrats for single-payer and Medicare-for-all plans. Meanwhile, a number of Democrats have said they are open to reparations for black Americans for slavery -- something that Obama opposed when he was in office.","null"
"1575050527-65596","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=41","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","https://www.foxnews.com/politics/trump-biden-big-secret-obama-endorsement","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","","June 24","After the ponderance, the president accused Biden of lying when he previously stated he asked Obama not to endorse him.","null"
"1575050564-65696","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=37","Barack Obama, Insurance Salesman","https://www.foxnews.com/politics/barack-obama-insurance-salesman","Barack Obama, Insurance Salesman","Barack Obama, Insurance Salesman","","September 26, 2013","Unable to unite his party behind his vision for a government-run insurance program open to all Americans, Obama outsourced the sales job to insurance and drug companies to get the deal done. His pitchfork routine was in part about gaining an upper hand in negotiations with his insurance and PhRMA  partners, but mostly about appeasing liberal lawmakers who were unhappy that Obama’s more liberal vision had vanished. They got Hillary Clinton’s health law even though they elected Obama. But it was insurance and drug lobbyists who did the hard work of squeezing moderates into the already unpopular plan. They sold what Obama could not.","null"
"1575050470-65461","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=47","Obama worries that progressives risk creating ‘circular firing squad’","https://www.foxnews.com/politics/obama-warns-democrats-against-creating-circular-firing-squad","Obama worries that progressives risk creating ‘circular firing squad’","Obama worries that progressives risk creating ‘circular firing squad’","","April 6","Bazelon says Harris previously ""fought tooth and nail to uphold wrongful convictions that had been secured through official misconduct that included evidence tampering, false testimony and the suppression of crucial information by prosecutors.""","null"
"1575050489-65493","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=45","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","https://www.foxnews.com/politics/biden-targets-trump-jabs-at-2020-rivals-over-medicare-for-all","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","","August 23","The event was held on the 11th anniversary of Obama choosing then-Sen. Biden of Delaware as his running mate in the 2008 election.","null"
"1575050835-66106","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=4","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","https://www.foxnews.com/politics/rep-ilhan-omar-slams-barack-obamas-message-of-hope-and-change-as-a-mirage","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","","March 8","There was a similar response from Sen. Kamala Harris of California, who called out all instances of bigotry and worried about possible violence directed at Omar.","null"
"1575050798-66031","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=9","Colorado's 'Barack Obama Highway' bill could face rocky road to passage","https://www.foxnews.com/politics/colorados-barack-obama-highway-bill-could-face-rocky-road-to-passage","Colorado's 'Barack Obama Highway' bill could face rocky road to passage","Colorado's 'Barack Obama Highway' bill could face rocky road to passage","","April 20, 2018","Colorado Democrats hope to convince their fellow state lawmakers to rename a stretch of Interstate 25 the “Barack Obama Highway.”","null"
"1575050557-65690","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=38","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","https://www.foxnews.com/politics/greg-craig-former-obama-white-house-counsel-found-not-guilty-of-false-statements-over-ukraine-work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","Greg Craig, former Obama White House counsel, found not guilty of false statements over Ukraine work","","September 4","Craig, who is now retired, has represented a litany of powerful political figures in his decades-long legal career. He worked on President Bill Clinton's defense during impeachment proceedings, and also represented former U.N. Secretary General Kofi Annan, former North Carolina Sen. John Edwards and James Cartwright, a retired general and former vice chairman of the Joint Chiefs of Staff. Craig also served as an adviser to the late Sen. Edward Kennedy of Massachusetts and former Secretary of State Madeleine Albright.","null"
"1575050593-65747","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=32","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","https://www.foxnews.com/politics/clinton-obama-silent-on-ed-buck-donations-after-dem-megadonors-sudden-arrest","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","Clinton, Obama silent on Ed Buck donations after Dem megadonor's arrest","","September 18","Prosecutors say Buck used his position of power to manipulate male victims into participating in sexual fetishes that involved injecting them with meth.","null"
"1575050791-66029","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=10","Obama endorses Justin Trudeau for reelection in Canada","https://www.foxnews.com/politics/fmr-pres-obama-endorses-justin-trudeau-for-reelection","Obama endorses Justin Trudeau for reelection in Canada","Obama endorses Justin Trudeau for reelection in Canada","","October 16","In American elections, Obama has chosen to avoid endorsing a contender in the Democratic presidential primary thus far, although his vice president, Joe Biden, is considered one of the frontrunners.","null"
"1575050865-66134","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=0","Illinois celebrates first official 'Barack Obama Day'","https://www.foxnews.com/politics/illinois-celebrates-first-official-barack-obama-day","Illinois celebrates first official 'Barack Obama Day'","Illinois celebrates first official 'Barack Obama Day'","","August 4, 2018","Obama turned 57.","null"
"1575050651-65851","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=24","Jan Brewer slams media ‘hypocrites’ for praising Pelosi finger-pointing, scolding her for pointing at Obama","https://www.foxnews.com/politics/jan-brewer-slams-media-hypocrites-for-praising-pelosi-finger-pointing-after-scolding-her-for-doing-the-same-to-obama","Jan Brewer slams media ‘hypocrites’ for praising Pelosi finger-pointing, scolding her for pointing at Obama","Jan Brewer slams media ‘hypocrites’ for praising Pelosi finger-pointing, scolding her for pointing at Obama","","October 18","The Washington Free Beacon on Friday published a video called ""A Tale of Two Fingers,"" contrasting the treatment of Brewer and Pelosi, showing anchors and commentating praising the ""iconic"" photo of Pelosi ""standing in a room full of men,"" before contrasting that with media voices complaining about Brewer's ""incredibly disrespectful"" treatment of Obama.","null"
"1575050527-65602","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=41","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","https://www.foxnews.com/politics/trump-biden-big-secret-obama-endorsement","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","Trump hammers Biden, questions if 'big secret' is behind why Obama hasn't endorsed his ex-VP","","June 24","""I asked President Obama not to endorse,” Biden said at the time outside an Amtrak station in Delaware, adding that “whoever wins this nomination should win it on their own merits.”","null"
"1575050782-66019","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=11","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","https://www.foxnews.com/politics/michelle-obama-calls-barack-the-good-parent-slams-trump-supporters-for-going-fun-route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","Michelle Obama calls Barack the 'good parent,' slams Trump supporters for going 'fun' route","","April 6, 2018","""What does this mean for us as women?” she asked, according to the Washington Times. “That we look at those two candidates, as women, and many of us said, ‘He’s better for me. His voice is more true to me.’ To me that just says, you don’t like your voice. You just like the thing you’re told to like.”","null"
"1575050806-66039","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=8","Texas woman who mailed Obama explosive gets 10-year sentence","https://www.foxnews.com/politics/barack-obama-greg-abbott-explosive-devices-mailed","Texas woman who mailed Obama explosive gets 10-year sentence","Texas woman who mailed Obama explosive gets 10-year sentence","Jack Durschlag","November 19","","null"
"1575050537-65617","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=40","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","https://www.foxnews.com/politics/mattis-slams-obama-biden-for-ignoring-reality-in-iraq-leading-to-rise-of-isis","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","","September 3","Mattis wrote that Obama's tenure ""was to be a time when I would witness duty and deceit, courage and cowardice, and, ultimately, strategic frustration.""","null"
"1575050661-65864","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=23","Biden defends son, downplays lack of Obama endorsement in tough ’60 Minutes’ interview","https://www.foxnews.com/politics/in-tough-60-minutes-interview-biden-defends-son-downplays-lack-of-obama-endorsement","Biden defends son, downplays lack of Obama endorsement in tough ’60 Minutes’ interview","Biden defends son, downplays lack of Obama endorsement in tough ’60 Minutes’ interview","","October 28","Biden added: “I think it's better — I think he thinks it's better for me. I have no doubt when I'm the nominee he'll be out on the campaign trail for me.""","null"
"1575050444-65419","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=50","Jesse Watters: Obama administration most 'corrupt' since Nixon","https://www.foxnews.com/politics/jesse-watters-obama-administration-most-corrupt-since-nixon","Jesse Watters: Obama administration most 'corrupt' since Nixon","Jesse Watters: Obama administration most 'corrupt' since Nixon","","March 25","“I don’t know why the media isn’t calling Barack Obama’s office and asking him for a comment after this entire charade has been exposed,” Watters said.","null"
"1575050835-66102","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=4","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","https://www.foxnews.com/politics/rep-ilhan-omar-slams-barack-obamas-message-of-hope-and-change-as-a-mirage","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","Rep. Ilhan Omar slams Barack Obama's message of 'hope and change' as a 'mirage'","","March 8","Sen. Elizabeth Warren of Massachusetts also slammed anti-Semitism but defended Omar.","null"
"1575050461-65445","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=48","Former Obama top official defends migrant detention centers, says 'cages' not invented when Trump took office","https://www.foxnews.com/politics/jeh-johnson-obama-trump-migrant-detention","Former Obama top official defends migrant detention centers, says 'cages' not invented when Trump took office","Former Obama top official defends migrant detention centers, says 'cages' not invented when Trump took office","","July 2","DHS, CBP OFFICIALS PUSH BACK ON DEMOCRATIC DELEGATION'S CLAIMS OF GRIM CONDITIONS AT MIGRANT DETENTION CENTERS","null"
"1575050537-65622","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=40","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","https://www.foxnews.com/politics/mattis-slams-obama-biden-for-ignoring-reality-in-iraq-leading-to-rise-of-isis","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","Mattis slams Obama, Biden for 'ignoring reality' in Iraq, leading to rise of ISIS","","September 3","“Prime Minister Maliki is highly untrustworthy, Mr. Vice President,” Mattis said he warned Biden. “He’s devious when he talks to us. ... He looks at our ambassadors and military advisers as impediments to his anti-Sunni agenda. He wants to purge or marginalize Sunnis and Kurds from the government.""","null"
"1575050489-65524","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=45","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","https://www.foxnews.com/politics/biden-targets-trump-jabs-at-2020-rivals-over-medicare-for-all","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","Recalling MLK and RFK deaths, Biden asks campaign crowd, What if Obama 'had been assassinated' in 2008?","","August 23","Dartmouth business school student Hailey Durno – who like Summer is undecided on who she’ll support in the primaries – explained that for her ""it’s a little bit of both.""","null"
"1575050644-65819","https://www.foxnews.com/search-results/search?q=barack%20obama&ss=fn&section.path=fnc/politics&type=story&start=25","Dems who praised Obama for troop withdrawal now highly critical of Trump","https://www.foxnews.com/politics/dems-who-praised-obama-for-troop-withdrawal-now-highly-critical-of-trump","Dems who praised Obama for troop withdrawal now highly critical of Trump","Dems who praised Obama for troop withdrawal now highly critical of Trump","Ronn Blitzer","October 17","","null"
