web-scraper-order,web-scraper-start-url,article_links,article_links-href,title,subtitle,author,date,content,
"1575050214-65190","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=13","Trump prods McConnell on sentencing bill: 'Go for it Mitch!'","https://www.foxnews.com/politics/trump-prods-mcconnell-on-sentencing-bill-go-for-it-mitch","Trump prods McConnell on sentencing bill: 'Go for it Mitch!'","Trump prods McConnell on sentencing bill: 'Go for it Mitch!'","","December 7","""Only thing worse than early release from prison of thousands of serious, violent, & repeat felons is to do that in a spending bill with no debate or amendments, forcing senators to either shut down government or let felons out of prison,"" Cotton tweeted Friday. The spending bill will need approval by Dec. 21 to avoid a funding lapse days before Christmas.","null"
"1575050214-65181","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=13","Trump prods McConnell on sentencing bill: 'Go for it Mitch!'","https://www.foxnews.com/politics/trump-prods-mcconnell-on-sentencing-bill-go-for-it-mitch","Trump prods McConnell on sentencing bill: 'Go for it Mitch!'","Trump prods McConnell on sentencing bill: 'Go for it Mitch!'","","December 7","For the 85-year-old chairman of the Judiciary Committee, this is not the way the Senate is supposed to operate. Grassley was expecting some deference from McConnell after delivering on Trump's judicial nominees — including two now on the Supreme Court. Despite Trump's support for the measure, McConnell says it's divisive. His reluctance to take up Grassley's priority shows the limits of the Senate's old-fashioned customs in an era of heightened partisan politics.","null"
"1575049999-64793","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=39","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","https://www.foxnews.com/politics/mcconnell-campaign-alerts-law-enforcement-after-aoc-calls-out-underage-supporters-on-twitter","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","","August 6","Senate Majority Leader Mitch McConnell's campaign on Tuesday accused New York Democratic Rep. Alexandria Ocasio-Cortez of encouraging threats against the senator and ""trying to dox some underage kids"" after she blasted a group of McConnell-supporting boys who took a controversial photo with a cardboard cutout of her during a recent Kentucky political event.","null"
"1575050163-65094","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=19","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","https://www.foxnews.com/politics/mcconnell-if-trump-impeachment-trial-were-held-today-it-would-not-lead-to-a-removal","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","","November 5","NEW DEPOSITION TRANSCRIPTS RELEASED","null"
"1575049999-64801","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=39","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","https://www.foxnews.com/politics/mcconnell-campaign-alerts-law-enforcement-after-aoc-calls-out-underage-supporters-on-twitter","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","","August 6","OCASIO-CORTEZ DEMANDS MCCONNELL STOP 'GIVING BOGUS EXCUSES' AND PASS GUN BACKGROUND CHECK BILL","null"
"1575050119-65018","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=25","Mitch McConnell makes history as longest serving Senate Republican leader","https://www.foxnews.com/politics/mitch-mcconnell-makes-history-as-longest-serving-senate-republican-leader","Mitch McConnell makes history as longest serving Senate Republican leader","Mitch McConnell makes history as longest serving Senate Republican leader","","June 12, 2018","“The single most important thing we want to achieve is for President Obama to be a one-term president,” McConnell told the National Journal.","null"
"1575049927-64672","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=48","Sept. 11 first responders call sit-down with McConnell 'one of the best meetings we've had'","https://www.foxnews.com/politics/9-11-first-responders-say-sit-down-with-mcconnell-was-one-of-the-best-meetings-weve-had","Sept. 11 first responders call sit-down with McConnell 'one of the best meetings we've had'","Sept. 11 first responders call sit-down with McConnell 'one of the best meetings we've had'","","June 25","Senate Majority Leader Mitch McConnell, R-Ky., met with 9/11 first responders on Tuesday after comedian and advocate Jon Stewart accused McConnell of having used the victim's compensation fund as a ""political football.""","null"
"1575050008-64816","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=38","‘Moscow Mitch’ merchandise sales top $200,000 in 48 hours, Kentucky Dems say","https://www.foxnews.com/politics/moscow-mitch-merchandise-sales-top-200000-in-48-hours-kentucky-dems-say","‘Moscow Mitch’ merchandise sales top $200,000 in 48 hours, Kentucky Dems say","‘Moscow Mitch’ merchandise sales top $200,000 in 48 hours, Kentucky Dems say","","August 2","McConnell, usually reserved in his response to criticism, likened the insult to “modern-day McCarthyism” which, he added, “is toxic, and damaging, because of the way it warps our entire public discourse.”","null"
"1575049977-64769","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=42","Mitch McConnell says protesters who confronted him 'waited' until wife Elaine Chao was gone","https://www.foxnews.com/politics/mitch-mcconnell-says-protesters-who-confronted-him-waited-until-wife-elaine-chao-was-gone","Mitch McConnell says protesters who confronted him 'waited' until wife Elaine Chao was gone","Mitch McConnell says protesters who confronted him 'waited' until wife Elaine Chao was gone","","July 10, 2018","McConnell has been heckled a number of times since, including Sunday night when he abruptly left an Italian restaurant in Kentucky after demonstrators played Public Enemy’s “Fight the Power” and chanted “no justice, no peace,” the Courier Journal reported.","null"
"1575050145-65076","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=21","Mitch McConnell confronted by 'Abolish ICE' protesters, video shows","https://www.foxnews.com/politics/mitch-mcconnell-confronted-by-abolish-ice-protesters-video-shows","Mitch McConnell confronted by 'Abolish ICE' protesters, video shows","Mitch McConnell confronted by 'Abolish ICE' protesters, video shows","","July 8, 2018","“You leave my husband alone!,” Chao responded.","null"
"1575049936-64686","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=47","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","https://www.foxnews.com/politics/elaine-chao-tells-protesters-to-leave-alone-husband-mitch-mcconnell-when-confronted-on-immigration","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","","June 26, 2018","The couple was departing an event held at Georgetown University, The Hill reported, when the individuals approached the building.","null"
"1575050172-65108","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=18","Dems divided on Green New Deal after Mitch McConnell ramps up pressure","https://www.foxnews.com/politics/dems-remain-divided-on-green-new-deal-after-mitch-mcconnell-ramps-up-pressure","Dems divided on Green New Deal after Mitch McConnell ramps up pressure","Dems divided on Green New Deal after Mitch McConnell ramps up pressure","","February 14","The proposal, introduced by Rep. Alexandria Ocasio-Cortez, D-N.Y., and Sen. Ed Markey, D-Mass, aims to transform the U.S. economy in a bid to combat climate change. It came under intense criticism for an FAQ document that promised a job to “all people of the United States” – including those “unwilling to work” – and suggested air travel could be made obsolete.","null"
"1575050059-64910","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=32","McConnell trolls Dem rep who challenged him to five debates -- by accepting","https://www.foxnews.com/politics/mcconnell-trolls-dem-rep-who-challenged-him-to-five-debates-by-accepting","McConnell trolls Dem rep who challenged him to five debates -- by accepting","McConnell trolls Dem rep who challenged him to five debates -- by accepting","","September 3","CLICK HERE TO GET THE FOX NEWS APP","null"
"1575049936-64699","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=47","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","https://www.foxnews.com/politics/elaine-chao-tells-protesters-to-leave-alone-husband-mitch-mcconnell-when-confronted-on-immigration","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","Elaine Chao tells protesters to 'leave alone' husband Mitch McConnell when confronted on immigration","","June 26, 2018","“And to be honest, I cannot fathom how these movers of racism, discrimination and hate sleep at night,” he tweeted. “Cabinet officials like Elaine Chao might not like to hear it but she and her husband bear responsibility and we won’t stop telling that truth everywhere they go. #AbolishICE.”","null"
"1575050068-64915","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=31","Diners confront Mitch McConnell at restaurant, get told to ‘leave him alone’ by others","https://www.foxnews.com/politics/diners-confront-mitch-mcconnell-at-restaurant-get-told-to-leave-him-alone-by-others","Diners confront Mitch McConnell at restaurant, get told to ‘leave him alone’ by others","Diners confront Mitch McConnell at restaurant, get told to ‘leave him alone’ by others","","October 20, 2018","Video obtained by TMZ shows at least one diner berating McConnell on issues such as Social Security at a restaurant in Louisville. The video starts with him yelling at McConnell and arguing with Transportation Secretary Elaine Chao -- to whom McConnell is married. The outlet reported that four men first confronted McConnell.","null"
"1575050043-64867","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=34","Sen. McConnell’s reelection campaign is selling ‘Cocaine Mitch’ t-shirts","https://www.foxnews.com/politics/mitch-mcconnells-campaign-selling-cocaine-mitch-t-shirts","Sen. McConnell’s reelection campaign is selling ‘Cocaine Mitch’ t-shirts","Sen. McConnell’s reelection campaign is selling ‘Cocaine Mitch’ t-shirts","Kathleen Joyce","May 8","","null"
"1575050267-65306","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=7","Mitch McConnell fractures shoulder after fall in Kentucky home, spokesman says","https://www.foxnews.com/politics/mitch-mcconnell-fractures-shoulder-after-fall-in-kentucky-home","Mitch McConnell fractures shoulder after fall in Kentucky home, spokesman says","Mitch McConnell fractures shoulder after fall in Kentucky home, spokesman says","","August 4","Mass shootings within hours of each other in both cities killed a combined 29 people and injured dozens more.","null"
"1575050222-65204","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=12","From ‘Cocaine Mitch’ to ‘Grim Reaper,’ McConnell nicknames become political weapons","https://www.foxnews.com/politics/from-cocaine-mitch-to-grim-reaper-mcconnell-nicknames-become-political-weapons","From ‘Cocaine Mitch’ to ‘Grim Reaper,’ McConnell nicknames become political weapons","From ‘Cocaine Mitch’ to ‘Grim Reaper,’ McConnell nicknames become political weapons","","May 17","Democrats are pillorying McConnell for equating himself with the Grim Reaper when it comes to killing left-wing legislation or ideas which emanate from the Democratically-controlled House of Representatives. There’s the “Cocaine Mitch” nickname floating around. And, Sen. Chris Murphy, D-Conn., thinks political Kryptonite is afflicting McConnell and other Senate Republicans, immobilizing them from legislating.","null"
"1575050282-65326","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=5","AOC slams McConnell after photo of young men in 'Team Mitch' T-shirts 'groping' cutout surfaces","https://www.foxnews.com/politics/ocasio-cortez-mcconnell-photo-team-mitch-shirts-groping-cutout","AOC slams McConnell after photo of young men in 'Team Mitch' T-shirts 'groping' cutout surfaces","AOC slams McConnell after photo of young men in 'Team Mitch' T-shirts 'groping' cutout surfaces","","August 6","MITCH MCCONNELL CAMPAIGN CRITICIZED FOR PHOTOS OF TOMBSTONES WITH DEM NAMES","null"
"1575050163-65093","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=19","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","https://www.foxnews.com/politics/mcconnell-if-trump-impeachment-trial-were-held-today-it-would-not-lead-to-a-removal","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","","November 5","“I will say I’m pretty sure how it’s likely to end,” McConnell told reporters in Washington. “If it were today, I don’t think there’s any question it would not lead to a removal.”","null"
"1575050100-64981","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=27","Tlaib to Pelosi: 'Focus' on McConnell instead of bashing progressives","https://www.foxnews.com/politics/tlaib-to-pelosi-focus-on-mcconnell-instead-of-bashing-progressives","Tlaib to Pelosi: 'Focus' on McConnell instead of bashing progressives","Tlaib to Pelosi: 'Focus' on McConnell instead of bashing progressives","","July 7","""All these people have their public whatever and their Twitter world,"" Pelosi said. ""But they didn't have any following. They're four people and that's how many votes they got.""","null"
"1575050352-65398","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=0","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","https://www.foxnews.com/politics/kentucky-governors-race-mitch-mcconnells-litmus-test","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","","November 4","LOUISVILLE, Ky. – As voters head to the polls in Kentucky's gubernatorial contest on Tuesday, Democrats say the results could be a bellwether for what's shaping up to be a closely watched race in 2020: Senate Majority Leader Mitch McConnell reelection campaign.","null"
"1575049951-64723","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=45","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","https://www.foxnews.com/politics/mcconnell-modern-day-mccarthyisim-feckless-obama-policies-washington-post-russian-asset","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","McConnell condemns 'modern-day McCarthyism,' 'feckless' Obama policies, after pundits call him 'Russian asset'","","July 29","TREY GOWDY: SECRET FBI TRANSCRIPTS FROM RUSSIA PROBE COULD BE 'GAME-CHANGER'","null"
"1575050249-65270","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=9","Marine combat aviator Amy McGrath announces Senate campaign against Mitch McConnell","https://www.foxnews.com/politics/marine-combat-aviator-amy-mcgrath-announces-senate-campaign-against-mitch-mcconnell-after-narrow-house-defeat","Marine combat aviator Amy McGrath announces Senate campaign against Mitch McConnell","Marine combat aviator Amy McGrath announces Senate campaign against Mitch McConnell","","July 9","Amy McGrath, a Democrat who lost a close House race in 2018, sees McConnell’s close ties to President Trump as a possible weakness for the incumbent GOP leader and Kentucky senator.","null"
"1575050309-65396","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=2","Mitch McConnell recovering from shoulder surgery in Louisville","https://www.foxnews.com/politics/mitch-mcconnell-recovering-from-shoulder-surgery-in-louisville","Mitch McConnell recovering from shoulder surgery in Louisville","Mitch McConnell recovering from shoulder surgery in Louisville","","August 17","The Associated Press contributed to this report.","null"
"1575050275-65314","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=6","Mitch McConnell campaign criticized for photos of tombstones with Dem names","https://www.foxnews.com/politics/mitch-mcconnell-campaign-criticized-for-photos-of-tombstones-with-democratic-opponetts-name","Mitch McConnell campaign criticized for photos of tombstones with Dem names","Mitch McConnell campaign criticized for photos of tombstones with Dem names","","August 5","Others display the words ""Socialism"" and the ""Green New Deal,"" the ambitious climate change plan put forth by Rep. Alexandria Ocasio-Cortez of New York.","null"
"1575050163-65104","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=19","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","https://www.foxnews.com/politics/mcconnell-if-trump-impeachment-trial-were-held-today-it-would-not-lead-to-a-removal","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","","November 5","The two diplomats were part of a pivotal May meeting with Trump at the White House that raised red flags. They also engaged in a text message chain about the administration's actions toward Ukraine.","null"
"1575050145-65071","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=21","Mitch McConnell confronted by 'Abolish ICE' protesters, video shows","https://www.foxnews.com/politics/mitch-mcconnell-confronted-by-abolish-ice-protesters-video-shows","Mitch McConnell confronted by 'Abolish ICE' protesters, video shows","Mitch McConnell confronted by 'Abolish ICE' protesters, video shows","","July 8, 2018","Toward the end of the video footage one protester says, “We did good, fellow citizens.”","null"
"1575050352-65407","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=0","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","https://www.foxnews.com/politics/kentucky-governors-race-mitch-mcconnells-litmus-test","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","","November 4","But politics professor Dewey Clayton at the University of Louisville said that it’s ambitious for Democrats to equate Kentucky’s close gubernatorial race to the Senate race in 2020.","null"
"1575050300-65383","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=3","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","https://www.foxnews.com/politics/hillary-clinton-twitter-political-ad-ban-mitch-mcconnell-free-speech","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","Hillary Clinton praises Twitter ad ban while Mitch McConnell defends free speech","","November 7","It does “not bolster our democracy. It would degrade democracy. It would amplify the advantage of media companies, celebrities and certain other established elites while denying an important tool to the Americans who disagree with them,” he continued, according to The Hill.","null"
"1575050043-64871","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=34","Sen. McConnell’s reelection campaign is selling ‘Cocaine Mitch’ t-shirts","https://www.foxnews.com/politics/mitch-mcconnells-campaign-selling-cocaine-mitch-t-shirts","Sen. McConnell’s reelection campaign is selling ‘Cocaine Mitch’ t-shirts","Sen. McConnell’s reelection campaign is selling ‘Cocaine Mitch’ t-shirts","","May 8","McConnell’s team then photoshopped an image of the Kentucky senator on a poster for the Netflix series “Narcos” after Blankenship lost the race to incumbent Sen. Joe Manchin, D-W.Va.","null"
"1575050222-65219","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=12","From ‘Cocaine Mitch’ to ‘Grim Reaper,’ McConnell nicknames become political weapons","https://www.foxnews.com/politics/from-cocaine-mitch-to-grim-reaper-mcconnell-nicknames-become-political-weapons","From ‘Cocaine Mitch’ to ‘Grim Reaper,’ McConnell nicknames become political weapons","From ‘Cocaine Mitch’ to ‘Grim Reaper,’ McConnell nicknames become political weapons","","May 17","Schumer ran with it.","null"
"1575050258-65297","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=8","Ocasio-Cortez turns attention to Mitch McConnell amid ongoing feud with Trump over controversial comments","https://www.foxnews.com/politics/ocasio-cortez-mcconnell-trump-tweets","Ocasio-Cortez turns attention to Mitch McConnell amid ongoing feud with Trump over controversial comments","Ocasio-Cortez turns attention to Mitch McConnell amid ongoing feud with Trump over controversial comments","","July 16","“There is no excuse for the president’s spiteful comments –they were absolutely unacceptable and this needs to stop,” Murkowski tweeted.","null"
"1575050231-65241","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=11","Mitch McConnell: 'For the first time in my memory, I agree with Nancy Pelosi'","https://www.foxnews.com/politics/mitch-mcconnell-for-the-first-time-in-my-memory-i-agree-with-nancy-pelosi","Mitch McConnell: 'For the first time in my memory, I agree with Nancy Pelosi'","Mitch McConnell: 'For the first time in my memory, I agree with Nancy Pelosi'","","June 13","""None of those things are going to pass the Senate. they won't even be voted on. So think of me as the Grim Reaper,"" McConnell had said.","null"
"1575050309-65392","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=2","Mitch McConnell recovering from shoulder surgery in Louisville","https://www.foxnews.com/politics/mitch-mcconnell-recovering-from-shoulder-surgery-in-louisville","Mitch McConnell recovering from shoulder surgery in Louisville","Mitch McConnell recovering from shoulder surgery in Louisville","","August 17","A photo tweeted by McConnell on Aug. 5 appeared to show that it was his left shoulder that had been injured. In the tweet, McConnell holds a busted sneaker and compares the mishap to a sneaker incident that happened to basketball star Zion Williamson.","null"
"1575050138-65062","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=22","Kentucky sports radio host who may challenge McConnell taken off air after state GOP complaint","https://www.foxnews.com/politics/mcconnell-kentucky-gop-radio-sports","Kentucky sports radio host who may challenge McConnell taken off air after state GOP complaint","Kentucky sports radio host who may challenge McConnell taken off air after state GOP complaint","","November 7","""For the time being however, I won’t be on the show,"" his statement said. ""I had hoped to do the show for a couple more weeks, make my decision and then take time off to finish my book and regroup after a long process. Thanks to Senator McConnell that time will apparently start now.""","null"
"1575050077-64939","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=30","McConnell challenger Amy McGrath mocked for interview flub","https://www.foxnews.com/politics/mcconnell-challenger-mocked-for-interview-flub","McConnell challenger Amy McGrath mocked for interview flub","McConnell challenger Amy McGrath mocked for interview flub","","July 10","President Trump has already commented on McGrath's push to unseat the Senate majority leader, noting her 9/11 comparison. Trump questioned why voters in Kentucky would want their state to give up the majority leader position by electing ""a freshman Senator with little power in what will hopefully be the minority party.""","null"
"1575050240-65251","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=10","Mitch McConnell slammed by author Ta-Nehisi Coates over slavery reparations","https://www.foxnews.com/politics/mitch-mcconnell-slammed-by-ta-nehisi-coates-repreations","Mitch McConnell slammed by author Ta-Nehisi Coates over slavery reparations","Mitch McConnell slammed by author Ta-Nehisi Coates over slavery reparations","","June 19","""Yesterday when I asked about reparations, Senate Majority Leader Mitch McConnell offered a familiar reply: America should not be held liable for something that happened 150 years ago since none of us currently alive are responsible,"" Coates said.","null"
"1575050035-64849","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=35","McConnell vows to be 'grim reaper' of socialist Dem proposals","https://www.foxnews.com/politics/mcconnell-vows-to-be-grim-reaper-of-socialist-dem-proposals","McConnell vows to be 'grim reaper' of socialist Dem proposals","McConnell vows to be 'grim reaper' of socialist Dem proposals","Gregg Re","April 22","","null"
"1575050016-64837","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=37","GOP goes to war with Twitter over McConnell campaign account freeze","https://www.foxnews.com/politics/white-house-mulls-action-on-anti-conservative-bias-as-twitter-locks-out-mcconnell-campaign","GOP goes to war with Twitter over McConnell campaign account freeze","GOP goes to war with Twitter over McConnell campaign account freeze","","August 8","In addition to a potential executive order, the White House is planning a summit with technology companies on Friday aimed at combatting extremism online. This comes after President Trump discussed the dangers on the internet during an address following last weekend’s shootings in El Paso and Dayton. The El Paso suspect had been linked to an online manifesto that expressed hatred toward Hispanic immigrants.","null"
"1575050172-65120","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=18","Dems divided on Green New Deal after Mitch McConnell ramps up pressure","https://www.foxnews.com/politics/dems-remain-divided-on-green-new-deal-after-mitch-mcconnell-ramps-up-pressure","Dems divided on Green New Deal after Mitch McConnell ramps up pressure","Dems divided on Green New Deal after Mitch McConnell ramps up pressure","","February 14","Some of the other Democrats who have opposed, or remained noncommittal, on the plan, include: Sen. Dianne Feinstein, Sen. Doug Jones, Sen. Amy Klobuchar (who downplayed the deal as “aspirational” in a Fox News interview) and Sen. Tammy Baldwin.","null"
"1575050077-64937","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=30","McConnell challenger Amy McGrath mocked for interview flub","https://www.foxnews.com/politics/mcconnell-challenger-mocked-for-interview-flub","McConnell challenger Amy McGrath mocked for interview flub","McConnell challenger Amy McGrath mocked for interview flub","","July 10","Trump campaign spokesman Matt Wolking drew attention to the ending, saying: ""Stick around for the very end.""","null"
"1575050352-65412","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=0","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","https://www.foxnews.com/politics/kentucky-governors-race-mitch-mcconnells-litmus-test","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","","November 4","His campaign manager Kevin Golden, however, told Roll Call: “Leader McConnell and our campaign have been focused on making sure that Governor Bevin, [state attorney general nominee] Daniel Cameron and the rest of the Republican ticket are successful on election night.”","null"
"1575049989-64773","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=40","McConnell willing to consider ‘bipartisan’ gun violence solutions, opposes 'infringing' on rights","https://www.foxnews.com/politics/mcconnell-willing-to-consider-bipartisan-gun-violence-solutions-opposes-infringing-on-constitutional-rights","McConnell willing to consider ‘bipartisan’ gun violence solutions, opposes 'infringing' on rights","McConnell willing to consider ‘bipartisan’ gun violence solutions, opposes 'infringing' on rights","","August 5","2020 DEMS UNLEASH PROFANE ATTACKS ON TRUMP, REPUBLICANS OVER MASS SHOOTINGS","null"
"1575049999-64807","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=39","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","https://www.foxnews.com/politics/mcconnell-campaign-alerts-law-enforcement-after-aoc-calls-out-underage-supporters-on-twitter","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","McConnell campaign accuses AOC of ‘trying to dox some underage kids’ after cardboard cutout photo","","August 6","McConnell's campaign also said they have been in touch with law enforcement in response to recent threats made against the senator. The campaign accused Ocasio-Cortez and other liberals on Twitter of “cheering on” these threats.","null"
"1575050163-65091","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=19","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","https://www.foxnews.com/politics/mcconnell-if-trump-impeachment-trial-were-held-today-it-would-not-lead-to-a-removal","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","McConnell: If Trump impeachment trial were held today, 'it would not lead to a removal'","","November 5","Senate Majority Leader Mitch McConnell, R-Ky., said on Tuesday that it is unlikely that President Trump would be convicted and removed from office is he were to face a Senate impeachment trial today.","null"
"1575050352-65410","https://www.foxnews.com/search-results/search?q=mitch%20mcconnell&ss=fn&section.path=fnc/politics&type=story&start=0","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","https://www.foxnews.com/politics/kentucky-governors-race-mitch-mcconnells-litmus-test","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","Tight Kentucky gubernatorial race could be bellwether for Mitch McConnell","","November 4","And Republican voters agree.","null"
