web-scraper-order,web-scraper-start-url,article_links,article_links-href,title,subtitle,author,date,content,
"1575051209-66505","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=17","Sarah Palin endorses Donald Trump's presidential bid","https://www.foxnews.com/politics/sarah-palin-endorses-donald-trumps-presidential-bid","Sarah Palin endorses Donald Trump's presidential bid","Sarah Palin endorses Donald Trump's presidential bid","","January 19, 2016","""I am proud to endorse Donald J. Trump for President of the United States of America,"" Palin said in a statement from the Trump campaign announcing the endorsement.","null"
"1575051276-66598","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=6","Sarah Palin responds to McCain's regrets revealed in new book","https://www.foxnews.com/politics/sarah-palin-responds-to-mccains-regrets-revealed-in-new-book","Sarah Palin responds to McCain's regrets revealed in new book","Sarah Palin responds to McCain's regrets revealed in new book","","May 11, 2018","“I attribute a lot of what we're hearing and reading regarding McCain's statements to his ghostwriter or ghostwriters,” Palin said. “I don't know unless I heard it from Sen. McCain myself.”","null"
"1575051053-66249","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=41","Palin says she'll work to unseat Ryan over Trump snub","https://www.foxnews.com/politics/palin-says-shell-work-to-unseat-ryan-over-trump-snub","Palin says she'll work to unseat Ryan over Trump snub","Palin says she'll work to unseat Ryan over Trump snub","","May 8, 2016","She suggested that Ryan would be “Cantor-ed,” referencing ex-Republican Majority Leader Eric Cantor’s June 2014 Virginia primary loss to an upstart challenger and his ousting from GOP leadership. Both Palin and Trump were speaking on CNN.","null"
"1575051178-66474","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=22","Sarah Palin, Kid Rock, Ted Nugent visit President Trump at the White House","https://www.foxnews.com/politics/sarah-palin-kid-rock-ted-nugent-visit-president-trump-at-the-white-house","Sarah Palin, Kid Rock, Ted Nugent visit President Trump at the White House","Sarah Palin, Kid Rock, Ted Nugent visit President Trump at the White House","","April 20, 2017","""A great night at the White House. Thank you to President Trump for the invite!"" Palin wrote on Twitter.","null"
"1575051076-66298","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=38","Sarah Palin's oldest son arrested in domestic violence case","https://www.foxnews.com/politics/sarah-palins-oldest-son-arrested-in-domestic-violence-case","Sarah Palin's oldest son arrested in domestic violence case","Sarah Palin's oldest son arrested in domestic violence case","","January 19, 2016","Inside, Palin held the rifle, with the barrel just away from his face pointed to the side, the affidavit states. The affidavit adds that the woman told police Palin was yelling ""Do you think I won't do it?""","null"
"1575051061-66262","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=40","The Edge: Cruz booms, but Palin gets Trump mega media","https://www.foxnews.com/politics/the-edge-cruz-booms-but-palin-gets-trump-mega-media","The Edge: Cruz booms, but Palin gets Trump mega media","The Edge: Cruz booms, but Palin gets Trump mega media","","January 22, 2016","The Edge “scrubs” television, radio, print, internet and social media for mentions of the 2016 candidates. The team at New Analytics has built unique tool to measure which candidates are being talked about the most and the data are compiled into a single score and provided to Fox News First.

 Here are their rankings for media mentions this week, with their gain or decline from last week in brackets. See the full results here.

Donald Trump, 27.05 [+1.55]; Ted Cruz, 15.68 [+4.24]; Ben Carson, 13.97 [+1.32]; Marco Rubio, 12.12 [+1.68]; Jeb Bush, 9.32 [-2.79]; Chris Christie, 5.83 [-1.37]; Rand Paul, 5.04 [-.23]; Carly Fiorina, 4.69 [-1.88]; John Kasich, 4.38 [-.83]; Mike Huckabee, 3.95 [-1.17]","null"
"1575051221-66527","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=15","Sarah Palin's oldest son, Track, arraigned on domestic violence charges","https://www.foxnews.com/politics/sarah-palins-oldest-son-track-arraigned-on-domestic-violence-charges","Sarah Palin's oldest son, Track, arraigned on domestic violence charges","Sarah Palin's oldest son, Track, arraigned on domestic violence charges","","December 17, 2017","Palin, 28, was charged with first-degree burglary, one charge of fourth-degree assault and one charge of fourth-degree criminal mischief, KTUU reported. The news station also reported Palin is in custody at the Mat-Su Pre-Trial Facility in Palmer, about 20 miles northeast of Wasilla.","null"
"1575051041-66244","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=43","Palin: 'Barbaric' Planned Parenthood targets minorities","https://www.foxnews.com/politics/palin-barbaric-planned-parenthood-targets-minorities","Palin: 'Barbaric' Planned Parenthood targets minorities","Palin: 'Barbaric' Planned Parenthood targets minorities","","July 30, 2015","Read more on WashingtonExaminer.com","null"
"1575051164-66458","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=24","Sarah Palin says Jeb Bush, and immigrants, should 'speak American'","https://www.foxnews.com/politics/sarah-palin-says-jeb-bush-and-immigrants-should-speak-american","Sarah Palin says Jeb Bush, and immigrants, should 'speak American'","Sarah Palin says Jeb Bush, and immigrants, should 'speak American'","","September 7, 2015","Bush said he had been responding to a reporter's question in Spanish this week when he replied in Spanish to criticize Trump.","null"
"1575051053-66252","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=41","Palin says she'll work to unseat Ryan over Trump snub","https://www.foxnews.com/politics/palin-says-shell-work-to-unseat-ryan-over-trump-snub","Palin says she'll work to unseat Ryan over Trump snub","Palin says she'll work to unseat Ryan over Trump snub","","May 8, 2016","Ryan, who was a vice presidential candidate in 2012, was first elected to Congress in 1998 and was chosen as speaker of the house in 2015. Though he has been somewhat critical of several Trump statements in the past, Ryan still stunned many in the political world on Thursday when he declined to throw his weight behind his party’s likely November standard bearer.","null"
"1575051083-66324","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=37","Martin Bashir apologizes for dirty, disgusting slam at Sarah Palin","https://www.foxnews.com/politics/martin-bashir-apologizes-for-dirty-disgusting-slam-at-sarah-palin","Martin Bashir apologizes for dirty, disgusting slam at Sarah Palin","Martin Bashir apologizes for dirty, disgusting slam at Sarah Palin","","November 18, 2013","All Ford All The Time","null"
"1575051016-66189","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=47","Sarah Palin for president? Media debate whether she’ll make a political comeback","https://www.foxnews.com/politics/sarah-palin-for-president-media-debate-whether-shell-make-a-political-comeback","Sarah Palin for president? Media debate whether she’ll make a political comeback","Sarah Palin for president? Media debate whether she’ll make a political comeback","","February 7, 2014","“Like his brother when he ran for president, Jeb Bush has no foreign policy experience to speak of, and to the best of my knowledge he has never shown much interest in the subject. Given his brother’s disastrous record, I doubt that enough Republicans would want to take that kind of chance again.","null"
"1575051068-66281","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=39","Sarah Palin set to return as Fox News contributor","https://www.foxnews.com/politics/sarah-palin-set-to-return-as-fox-news-contributor","Sarah Palin set to return as Fox News contributor","Sarah Palin set to return as Fox News contributor","","June 13, 2013","The return of the outspoken 2008 vice presidential candidate, who appeared on the fair and balanced network for three years ending in January, was announced by Fox News Chairman and CEO Roger Ailes.","null"
"1575051083-66304","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=37","Martin Bashir apologizes for dirty, disgusting slam at Sarah Palin","https://www.foxnews.com/politics/martin-bashir-apologizes-for-dirty-disgusting-slam-at-sarah-palin","Martin Bashir apologizes for dirty, disgusting slam at Sarah Palin","Martin Bashir apologizes for dirty, disgusting slam at Sarah Palin","","November 18, 2013","But that’s exactly what Bashir did on his MSNBC show, while spewing venom at Sarah Palin.","null"
"1575051104-66356","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=34","Palin suit against NY Times spotlights a flood of media mistakes","https://www.foxnews.com/politics/palin-suit-against-ny-times-spotlights-a-flood-of-media-mistakes","Palin suit against NY Times spotlights a flood of media mistakes","Palin suit against NY Times spotlights a flood of media mistakes","","June 29, 2017","The former governor’s lawsuit came shortly after CNN forced the resignation of three journalists over a story on the Russia investigation that prompted a retraction and apology to Trump adviser Anthony Scaramucci.","null"
"1575051061-66273","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=40","The Edge: Cruz booms, but Palin gets Trump mega media","https://www.foxnews.com/politics/the-edge-cruz-booms-but-palin-gets-trump-mega-media","The Edge: Cruz booms, but Palin gets Trump mega media","The Edge: Cruz booms, but Palin gets Trump mega media","","January 22, 2016","Bernie’s Baby Boomer utopia - In his new ad, Bernie Sanders speaks to his core group of supporters with visions of farmlands and snowy little towns all the while Simon and Garfunkel’s “America” plays in the background. 

Power Play: Red menace - As Hillary Clinton sees her lead slipping into the hands of Sen. Bernie Sanders, her team has decided to hit Sanders hard on his self-professed socialist beliefs. Yahoo’s Meredith Shiner and WashEx’s Sarah Westwood give Chris Stirewalt their thoughts. WATCH HERE.","null"
"1575051001-66167","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=49","Palin teases about serving as Energy secretary if Trump wins","https://www.foxnews.com/politics/palin-teases-about-serving-as-energy-secretary-if-trump-wins","Palin teases about serving as Energy secretary if Trump wins","Palin teases about serving as Energy secretary if Trump wins","","September 6, 2015","To be sure, the oil and gas industry is the biggest part of Alaska's economy. And nearly 85 percent of Alaska’s budget is funded by oil revenues, according to the state.","null"
"1575051147-66423","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=27","Alabama Senate race: Palin and Gorka rip Trump-backed ‘establishment’ pick, rally for Roy Moore","https://www.foxnews.com/politics/alabama-senate-race-palin-and-gorka-rip-trump-backed-establishment-pick-rally-for-roy-moore","Alabama Senate race: Palin and Gorka rip Trump-backed ‘establishment’ pick, rally for Roy Moore","Alabama Senate race: Palin and Gorka rip Trump-backed ‘establishment’ pick, rally for Roy Moore","","September 22, 2017","President Trump endorsed the other candidate in this race, Sen. Luther Strange, who was appointed in February to fill the seat left open by Jeff Sessions when he became attorney general.","null"
"1575051068-66285","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=39","Sarah Palin set to return as Fox News contributor","https://www.foxnews.com/politics/sarah-palin-set-to-return-as-fox-news-contributor","Sarah Palin set to return as Fox News contributor","Sarah Palin set to return as Fox News contributor","","June 13, 2013","""The power of Fox News is unparalleled,"" Palin said. ""The role of Fox News in the important debates in our world is indispensable. I am pleased and proud to be rejoining Roger Ailes and the great people at Fox.""","null"
"1575051140-66412","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=28","Early Trump supporter Palin suggests Carrier deal is 'crony capitalism'","https://www.foxnews.com/politics/early-trump-supporter-palin-suggests-carrier-deal-is-crony-capitalism","Early Trump supporter Palin suggests Carrier deal is 'crony capitalism'","Early Trump supporter Palin suggests Carrier deal is 'crony capitalism'","","December 3, 2016","However, she also wonders whether Trump’s successful bid to keep the manufacturer from moving 1,000 jobs from Indiana to Mexico is in fact a case of political influence on the free market, while acknowledging that the specifics of the deal remain unclear.","null"
"1575051053-66255","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=41","Palin says she'll work to unseat Ryan over Trump snub","https://www.foxnews.com/politics/palin-says-shell-work-to-unseat-ryan-over-trump-snub","Palin says she'll work to unseat Ryan over Trump snub","Palin says she'll work to unseat Ryan over Trump snub","","May 8, 2016","“You know, I think why Paul Ryan is doing this, Jake, it kind of screws his chances for the 2020 presidential bid that he’s gunning for,” she said. “If the GOP were to win now, that wouldn’t bode well for his chances in 2020 and that’s what he’s shooting for. So a lot of people with their ‘Never Trump’ or ‘Now Right Now Trump’ mantra going on, they have different reasons. I think that one is Paul Ryan’s reason.”","null"
"1575051061-66276","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=40","The Edge: Cruz booms, but Palin gets Trump mega media","https://www.foxnews.com/politics/the-edge-cruz-booms-but-palin-gets-trump-mega-media","The Edge: Cruz booms, but Palin gets Trump mega media","The Edge: Cruz booms, but Palin gets Trump mega media","","January 22, 2016","Speaking to her base - Hillary Clinton celebrates today’s anniversary of the Roe v. Wade case with a dinner hosted by Naral Pro-Choice New Hampshire. The national organization endorsed the Democratic frontrunner earlier this month.","null"
"1575051251-66558","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=10","Sarah Palin backs Moore in Alabama Senate race","https://www.foxnews.com/politics/sarah-palin-backs-moore-in-alabama-senate-race","Sarah Palin backs Moore in Alabama Senate race","Sarah Palin backs Moore in Alabama Senate race","","August 25, 2017","Moore was Alabama's chief justice but was removed from office for defying a federal order related to same-sex marriage.","null"
"1575051083-66311","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=37","Martin Bashir apologizes for dirty, disgusting slam at Sarah Palin","https://www.foxnews.com/politics/martin-bashir-apologizes-for-dirty-disgusting-slam-at-sarah-palin","Martin Bashir apologizes for dirty, disgusting slam at Sarah Palin","Martin Bashir apologizes for dirty, disgusting slam at Sarah Palin","","November 18, 2013","Lots of people didn’t approve of Palin likening government borrowing to the awful legacy of buying and selling African-Americans.","null"
"1575051294-66619","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=3","Sarah Palin not invited to McCain funeral: reports","https://www.foxnews.com/politics/sarah-palin-not-invited-to-mccain-funeral-reports","Sarah Palin not invited to McCain funeral: reports","Sarah Palin not invited to McCain funeral: reports","","August 30, 2018","Palin did not immediately respond to a Fox News email sent early Thursday.","null"
"1575051164-66450","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=24","Sarah Palin says Jeb Bush, and immigrants, should 'speak American'","https://www.foxnews.com/politics/sarah-palin-says-jeb-bush-and-immigrants-should-speak-american","Sarah Palin says Jeb Bush, and immigrants, should 'speak American'","Sarah Palin says Jeb Bush, and immigrants, should 'speak American'","","September 7, 2015","“I think that it's a benefit of Jeb Bush to be able to be so fluent in Spanish, because we have a large and wonderful Hispanic population that, you know, is helping to build America. And that's good,” Palin said on CNN's ""State of the Union"" when asked her opinion of Trump’s comments about Bush and language. “And that's a great relationship that he -- and connection that he has with them through his wife and through his family connections.”","null"
"1575051041-66243","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=43","Palin: 'Barbaric' Planned Parenthood targets minorities","https://www.foxnews.com/politics/palin-barbaric-planned-parenthood-targets-minorities","Palin: 'Barbaric' Planned Parenthood targets minorities","Palin: 'Barbaric' Planned Parenthood targets minorities","","July 30, 2015","Although Palin continuously asserted that Planned Parenthood targets minorities she did not make the argument, common in pro-life circles, that Planned Parenthood's founder, Margaret Sanger, was a eugenicist. She seemed at a loss when O'Reilly pressed her on why Planned Parenthood targets minorities.","null"
"1575051294-66620","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=3","Sarah Palin not invited to McCain funeral: reports","https://www.foxnews.com/politics/sarah-palin-not-invited-to-mccain-funeral-reports","Sarah Palin not invited to McCain funeral: reports","Sarah Palin not invited to McCain funeral: reports","","August 30, 2018","A decade ago, it was McCain’s selection of Palin to be his vice president that catapulted Palin to the national political spotlight from relative obscurity in Alaska.","null"
"1575051028-66212","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=45","Sarah Palin seizes the media spotlight by playing the impeachment card","https://www.foxnews.com/politics/sarah-palin-seizes-the-media-spotlight-by-playing-the-impeachment-card","Sarah Palin seizes the media spotlight by playing the impeachment card","Sarah Palin seizes the media spotlight by playing the impeachment card","","July 9, 2014","“The federal government is trillions of dollars in debt, many cities are on the verge of insolvency, our overrun healthcare system, police forces, social services, schools, and our unsustainably generous welfare-state programs are stretched to the max. ..","null"
"1575051294-66616","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=3","Sarah Palin not invited to McCain funeral: reports","https://www.foxnews.com/politics/sarah-palin-not-invited-to-mccain-funeral-reports","Sarah Palin not invited to McCain funeral: reports","Sarah Palin not invited to McCain funeral: reports","","August 30, 2018","“My guess is, it came from Cindy,” a source close to the McCain family told People magazine, referring to the late senator’s widow. “She is very protective of John’s memory and legacy. She’s also a grieving widow. I think she wants to get through this as best she can.”","null"
"1575051076-66294","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=38","Sarah Palin's oldest son arrested in domestic violence case","https://www.foxnews.com/politics/sarah-palins-oldest-son-arrested-in-domestic-violence-case","Sarah Palin's oldest son arrested in domestic violence case","Sarah Palin's oldest son arrested in domestic violence case","","January 19, 2016","According to the three-page affidavit, both Palin and his girlfriend called 911 that night. Police Officer Andrew Kappler wrote that he arrived at the Wasilla home and found Track Palin walking outside and talking on a phone. The officer said Palin had an injury to his right eye and surrounding area, smelled strongly of alcohol and acted with escalating hostility, prompting Kappler to put him in handcuffs.","null"
"1575051209-66520","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=17","Sarah Palin endorses Donald Trump's presidential bid","https://www.foxnews.com/politics/sarah-palin-endorses-donald-trumps-presidential-bid","Sarah Palin endorses Donald Trump's presidential bid","Sarah Palin endorses Donald Trump's presidential bid","","January 19, 2016","""Their divisive rhetoric is now peddled by everyone from Ted Cruz to Marco Rubio.  Americans deserve better than what Trump and Palin have to offer, but it seems like the other Republican candidates would rather follow in their footsteps,” the statement continued.","null"
"1575051294-66621","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=3","Sarah Palin not invited to McCain funeral: reports","https://www.foxnews.com/politics/sarah-palin-not-invited-to-mccain-funeral-reports","Sarah Palin not invited to McCain funeral: reports","Sarah Palin not invited to McCain funeral: reports","","August 30, 2018","But their relationship quickly grew strained, amid accusations that Palin was often unprepared for media interviews, or had “gone rogue” by ignoring the advice of McCain campaign handlers.","null"
"1575051104-66366","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=34","Palin suit against NY Times spotlights a flood of media mistakes","https://www.foxnews.com/politics/palin-suit-against-ny-times-spotlights-a-flood-of-media-mistakes","Palin suit against NY Times spotlights a flood of media mistakes","Palin suit against NY Times spotlights a flood of media mistakes","","June 29, 2017","That editorial was reprehensible, mean-spirited and utterly tone-deaf, coming as it did the same day that Steve Scalise was nearly killed and four other people wounded at a Virginia baseball field.","null"
"1575051016-66175","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=47","Sarah Palin for president? Media debate whether she’ll make a political comeback","https://www.foxnews.com/politics/sarah-palin-for-president-media-debate-whether-shell-make-a-political-comeback","Sarah Palin for president? Media debate whether she’ll make a political comeback","Sarah Palin for president? Media debate whether she’ll make a political comeback","","February 7, 2014","Kristol, a former Fox News contributor, also forecast on “Morning Joe” that two other Fox contributors would run: Mike Huckabee and former U.N ambassador John Bolton. (Both have said they’re looking at the race.)","null"
"1575051028-66198","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=45","Sarah Palin seizes the media spotlight by playing the impeachment card","https://www.foxnews.com/politics/sarah-palin-seizes-the-media-spotlight-by-playing-the-impeachment-card","Sarah Palin seizes the media spotlight by playing the impeachment card","Sarah Palin seizes the media spotlight by playing the impeachment card","Howard Kurtz","July 9, 2014","","null"
"1575050993-66142","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=50","Palin calls on Republicans to unify behind Trump candidacy at GOP dinner","https://www.foxnews.com/politics/palin-calls-on-republicans-to-unify-behind-trump-candidacy-at-gop-dinner","Palin calls on Republicans to unify behind Trump candidacy at GOP dinner","Palin calls on Republicans to unify behind Trump candidacy at GOP dinner","","April 2, 2016","Former Alaska Gov. Sarah Palin went to bat for Republican presidential front-runner Donald Trump at the Milwaukee County GOP dinner Friday night.","null"
"1575051016-66183","https://www.foxnews.com/search-results/search?q=sarah%20palin&ss=fn&section.path=fnc/politics&type=story&start=47","Sarah Palin for president? Media debate whether she’ll make a political comeback","https://www.foxnews.com/politics/sarah-palin-for-president-media-debate-whether-shell-make-a-political-comeback","Sarah Palin for president? Media debate whether she’ll make a political comeback","Sarah Palin for president? Media debate whether she’ll make a political comeback","","February 7, 2014","The dilemma for the former Florida governor is that he has openly questioned how far to the right his party has moved. He would be, fairly or not, saddled with defending his brother’s presidential record. And, by the way, Bush’s own mother doesn’t want him to run.","null"
